Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A02-0017	2409	OneStep RT-ddPCR	None			8/23/21	CHECK	DQ	58477037	QX 200	CDC nCov-2 Triplex	G2	AP000002	B05	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL			Eric Lundstrum		8/18/21 9:38	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL		Fail: Droplet Counts Below Threshold	Pass	Pass	Pass	EL	8/18/21 9:38	Composite	8/18/21 9:38	8/16/21 9:41	JL	8/18/21	7.15	OaklandE-02	
A0102	11130	OneStep RT-ddPCR				11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			12933.6	SARS-CoV-2 N2			21562.8																													CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				3.4				MS	Human RNase P	38821.2	Timothy Driscoll	11/9/20 16:55	11/9/20 16:55	Monongalia County	A0102	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/3/20 0:00	Composite	11/3/20 23:59	11/3/20 0:00	TD	11/9/20		StarCityWWTP-01	Available
A02-0019	17835	OneStep RT-ddPCR	None			8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1	0	99.84027292	40511.67631	SARS-CoV-2 N2	31.54926549	99.85634831	47992.19111																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL			Eric Lundstrum		8/18/21 10:25	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Pass	Pass	Pass	EL	8/18/21 10:24	Composite	8/18/21 10:24	8/16/21 10:33	JL	8/18/21	7.04	CollegePark-02	
A0230	14435	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			156660	SARS-CoV-2 N2			176250																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Human RNase P	4890	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0230	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/28/21 0:00	Composite	1/28/21 23:59	1/28/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A1047	13275	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			4779																													CDC N1/N2/RP Triplex	0.005		5/18/21 10:00	100				4.5				KD	Human RNase P	0	Mathilda Santee	5/18/21 9:18	5/18/21 9:18	Monongalia County	A1047	5/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KD		Pass	Not Assessed	Not Assessed	Pass	EL	5/17/21 9:18	Composite	5/12/21 11:59	5/12/21 12:00	MVS	5/18/21		StarCityWWTP-01	Available
A0029	10527	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			28170	SARS-CoV-2 N2			32202																													CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3				MS	Human RNase P	24138	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0029	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/29/20 0:00	Composite	11/29/20 23:59	11/29/20 0:00	TD	12/4/20		StarCityWWTP-01	Available
A1096		OneStep RT-ddPCR	BRSV	142975												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1096		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/20/21 23:55	Composite	7/20/21 23:55	7/20/21 0:00	JL			StarCityWWTP-01	Available
A0042	15469	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			84394.8	SARS-CoV-2 N2			84394.8																													CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4.2				AT	Human RNase P	42184.8	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0042	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/16/20 0:00	Composite	12/16/20 11:59	12/16/20 12:00	TD	12/18/20		StarCityWWTP-01	Available
A1063		OneStep RT-ddPCR	BRSV	8051.25												SARS-CoV-2 N1			4037.5	SARS-CoV-2 N2			4037.5																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 						Josh Lambert		07/08/2021 11:42 AM		A1063	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/03/2021 11:55 PM	Composite	06/03/2021 11:55 PM	06/03/2021 12:00 AM	JL	06/04/2021		StarCityWWTP-01	Available
A0037	13832	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			85800	SARS-CoV-2 N2			85800																													CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				4				MS	Human RNase P	98064	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0037	12/14/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/9/20 0:00	Composite	12/9/20 11:59	12/9/20 12:00	TD	12/11/20		StarCityWWTP-01	Available
A02-0011	21209	OneStep RT-ddPCR	None			8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	F1	AP000000	A08	JL	SARS-CoV-2 N1	0	99.91557173	71987.43344	SARS-CoV-2 N2	0	99.91831254	75446.30479	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL			Eric Lundstrum		8/16/21 9:42	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL		Pass	Pass	Pass	Pass	Eric Lundstrom	8/16/21 9:41	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.31	OaklandE-02	
A01-0008	17162	OneStep RT-ddPCR	None			8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G8	AP000000	A08	JL	SARS-CoV-2 N1	0	99.84027292	39854.96852	SARS-CoV-2 N2	31.54926549	99.85634831	49204.94934																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL			Josh Lambert		8/18/21 13:16	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Pass	Pass	Pass	JL	8/17/21 23:55	Composite	8/17/21 23:55	8/17/21 0:00	JL	8/18/21	6.97	StarCityWWTP-01	
A0439	13221	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			34176	SARS-CoV-2 N2			29904																													CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	21360	Mathilda Santee	3/3/21 11:44	3/3/21 11:44	Monongalia County	A0439		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/22/21 12:00	Composite	2/22/21 12:00	2/22/21 12:00				StarCityWWTP-01	Available
A1032	10235	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			19320	SARS-CoV-2 N2			9660																													CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Human RNase P	0	Mathilda Santee	4/23/21 10:56	4/23/21 10:56	Monongalia County	A1032	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	4/23/21 10:56	Composite	4/19/21 11:59	4/19/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available
A1110		OneStep RT-ddPCR	BRSV	402918.75												SARS-CoV-2 N1			8288.75	SARS-CoV-2 N2			20686.25																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1110		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/28/21 23:55	Composite	7/28/21 23:55	7/28/21 0:00	JL			StarCityWWTP-01	Available
A1065		OneStep RT-ddPCR	BRSV	274645												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.33						Josh Lambert		07/09/2021 11:37 AM		A1065	06/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/07/2021 11:55 PM	Composite	06/07/2021 11:55 PM	06/07/2021 12:00 AM	JL	06/11/2021	6.33	StarCityWWTP-01	Available
A1035	9076	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			10878	SARS-CoV-2 N2			10878																													CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Human RNase P	43554	Mathilda Santee	4/23/21 10:59	4/23/21 10:59	Monongalia County	A1035	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	4/23/21 10:58	Composite	4/22/21 11:59	4/22/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available
A0241	14527	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			43740	SARS-CoV-2 N2			72930																													CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Human RNase P	4860	Timothy Driscoll	2/24/21 10:43	2/24/21 10:43	Monongalia County	A0241	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/14/21 8:00	Composite	2/14/21 11:55	2/14/21 12:00	TD	2/18/21		StarCityWWTP-01	Available
A1048	15163	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			6510	SARS-CoV-2 N2			6510																													CDC N1/N2/RP Triplex	0.005		5/14/21 12:00	100				7				MVS	Human RNase P	39102	Mathilda Santee	5/14/21 10:55	5/14/21 10:55	Monongalia County	A1048	5/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	5/14/21 10:54	Composite	5/13/21 11:59	5/13/21 12:00	MVS	5/14/21		StarCityWWTP-01	Available
A1064		OneStep RT-ddPCR	BRSV	301316.25												SARS-CoV-2 N1			0	SARS-CoV-2 N2			3705																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 						Josh Lambert		07/08/2021 11:44 AM		A1064	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/06/2021 11:55 PM	Composite	06/06/2021 11:55 PM	06/06/2021 12:00 AM	JL	06/11/2021		StarCityWWTP-01	Available
A02-0030	13148	OneStep RT-ddPCR	None			8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I6	AP000002	A06	JL	SARS-CoV-2 N1	0	99.93699063	87239.7603	SARS-CoV-2 N2	0	99.94261999	78795.36709																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL						WVU Morgantown	Tertiary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A06	JL		Pass	Pass	Pass			8/23/21 9:55	Composite	8/23/21 9:00	8/21/21 9:00				NorthHighSt-02 (MUB)	
A0434	13546	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			37512	SARS-CoV-2 N2			31284																													CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	37512	Mathilda Santee	3/8/21 10:55	3/8/21 10:55	Monongalia County	A0434		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	3/2/21 12:00	Composite	3/2/21 12:00	3/2/21 12:00				StarCityWWTP-01	Available
A0025	12472	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			103305.6	SARS-CoV-2 N2			70675.2																													CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				4.8				MS	Human RNase P	27158.4	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0025	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/24/20 0:00	Composite	11/24/20 23:59	11/24/20 0:00	TD	11/30/20		StarCityWWTP-01	Available
A0032	10476	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			443142	SARS-CoV-2 N2			408920.4																													CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				4.2				MS	Human RNase P	28299.6	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0032	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/2/20 0:00	Composite	12/2/20 23:59	12/2/20 0:00	TD	12/4/20		StarCityWWTP-01	Available
A0229	13863	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			61140	SARS-CoV-2 N2			50940																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Human RNase P	0	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0229	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/27/21 0:00	Composite	1/27/21 23:59	1/27/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A0212	16156	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			24480	SARS-CoV-2 N2			27960																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	6984	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0212	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/4/21 0:00	Composite	1/4/21 23:59	1/4/21 0:00	TD	1/8/21		StarCityWWTP-01	Available
