Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A01-0147	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/08/2022 12:00 AM	01/09/2022 12:00 AM	14.1	01/11/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	77242.4908	38603.45118	57922.97099	4122762.40909912	2060431.4508511	3091596.92997511	0.00853079458926319	0.00426343207012726	NA	75767.777912	78145.9338642145	3062368.34536852	2594064.1294403	65948.046039	42488.6828174369	2675590.31231651	1193967.86441132	56128.314166	35157.831432836	2288812.27926451	1080134.84218594
A03-0298	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	04/06/2022 06:00 AM	04/06/2022 02:00 PM	NA	04/07/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2793	199	1496	NA	NA	NA	NA	NA	NA	2085.8	1193.59791724612	NA	NA	1697.6	862.867083265718	NA	NA	1309.4	2050.14361312017	NA	NA
A01-0198	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/11/2022 12:00 AM	03/12/2022 12:00 AM	12.2	03/18/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	39375.61847	35794.48678	37585.052625	1818444.89093278	1653061.06006293	1735752.97549786	0.00376271497047835	0.00342050376606301	NA	45958.611578	47472.2442334119	2084817.47611925	2221302.30334662	44392.903749	50617.4808069704	2013137.61309953	2347692.34284556	42827.19592	53829.2161267767	1941457.75007982	2479130.86456025
L01-0053	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	04/03/2022 09:00 AM	04/04/2022 09:00 AM	0.277	04/06/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	33579.30366	35978.85445	34779.079055	35209.8666273254	37725.9361723301	36467.9013998278	0.00624288415378109	0.00668899577523584	NA	8412.7656794	25948.629898283	8976.20954647893	27054.6008967784	9039.5214254	26606.7540531258	9687.44827852187	27714.4255367318	9666.2771714	27321.5369368906	10398.6870105648	28448.9751543022
D01-0067	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/16/2022 07:30 AM	03/17/2022 07:30 AM	1.28	03/18/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	87904.00699	73713.46772	80808.737355	425923.46508802	357165.693237715	391544.579162868	0.00250543214757659	0.00210097466610421	NA	61867.426294	48715.6560130052	290696.05819307	226297.928598579	48488.1795742	42402.9677569986	229071.581006325	204842.706479373	35108.9328544	48029.2950194268	167447.10381958	234459.848384999
R01-0021	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/12/2022 09:00 AM	04/13/2022 08:30 AM	0.173	04/20/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5765.426019	2882.614005	4324.020012	3775.63872603882	1887.7545273554	2831.69662669711	0.000179706745646779	8.98502868803141e-05	NA	7318.4432034	8978.09372655216	5162.30063011406	7537.8416198906	5933.0772323	5008.16996051619	4012.6599303898	3631.52760316881	4547.7112612	7340.40672842157	2863.01923066554	3831.55879265076
A01-0066	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/18/2021 12:00 AM	10/18/2021 11:55 PM	7.491	10/20/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	29247.75258	31198.81615	30223.284365	829364.080588089	884689.427022005	857026.753805047	0.00171611504839449	0.00183059391454644	NA	44083.417088	19912.7151070654	1368394.14055184	1046238.44755445	30969.084025	5334.61671249047	953052.251708873	517392.957963771	17854.750962	15295.8560023109	537710.362865908	434113.521279972
H01-0002	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	09/28/2021 08:00 AM	09/29/2021 08:00 AM	NA	10/01/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	54749.96507	33677.71953	44213.8423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0090	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	11/10/2021 06:00 AM	11/10/2021 02:00 PM	NA	11/12/2021	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2081	1595	1838	NA	NA	NA	NA	NA	NA	58163.0776338	219461.605105908	NA	NA	56902.0718772	216968.871713417	NA	NA	55641.0661206	214529.363067596	NA	NA
M04-0004	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	02/17/2022 01:40 PM	02/18/2022 01:40 AM	0.13	02/23/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2275.15474	4550.433168	3412.793954	1119.61115556464	2239.28317840225	1679.44716698345	0.000183542812387646	0.000367095603016763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0063	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/14/2021 12:00 AM	10/14/2021 11:55 PM	6.95	10/20/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49627.80446	17358.52875	33493.166605	1305638.03160245	456678.580792986	881158.30619772	0.00270161817497611	0.000944956507186281	NA	52386.400336	74124.4560028472	1431789.59734018	2083554.51119994	49345.790064	91014.6155344379	1360229.92345049	2569819.86779383	46305.179792	112851.606904803	1288670.24956079	3173500.63478223
G01-0049	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/25/2021 09:00 AM	12/26/2021 08:00 AM	0.831	01/06/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35260.71321	8812.398221	22036.5557155	110918.769061973	27720.9470306469	69319.85804631	0.00135796729997519	0.000339384757965805	NA	92389.012088	141270.791141211	218060.461386117	320339.374793212	90513.5252311	161264.83135804	209924.131488759	367559.279537137	88638.0383742	183571.990569036	201787.8015914	422048.30864809
H01-0114	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/31/2022 08:00 AM	02/01/2022 08:00 AM	1.7	02/07/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	257535.1667	296694.0397	277114.6032	1657289.53214234	1909284.59419532	1783287.06316883	0.0138107461011862	0.0159107049516277	NA	457403.3228	502544.971208637	3091018.68513942	3418752.07473026	467851.79418	491387.724507602	3201586.87861993	3340229.09051265	478300.26556	481332.296962954	3312155.07210043	3277594.99324466
B01-0122	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/27/2022 07:00 AM	02/28/2022 07:00 AM	5.6	03/01/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	26094.28324	34795.98675	30445.134995	553154.340029359	737615.626738578	645384.983383968	0.00110630868005872	0.00147523125347716	NA	78884.897468	77950.559782263	2080767.83249696	3037228.89611734	71239.574672	62019.230221478	1797248.14338499	2025466.74785912	63594.251876	62420.395723892	1513728.45427303	1438318.08392902
H01-0033	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/08/2021 08:00 AM	11/09/2021 08:00 AM	NA	11/11/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	30175	35062.5	32618.75	NA	NA	NA	NA	NA	NA	22610	21180.4979689119	NA	NA	25733.75	24985.0746404695	NA	NA	28857.5	28963.6547728031	NA	NA
N03-0048	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	02/25/2022 07:30 AM	02/26/2022 07:30 AM	0.9354	03/09/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	64109.78615	77860.36223	70985.07419	227004.579656953	275693.616550291	251349.098103622	0.0122506518972991	0.0148782307906255	NA	167568.297314	242542.91501412	427101.011014941	623180.157842668	172611.961982	257822.321805884	443283.048734583	666739.117957339	177655.62665	278019.486297408	459465.086454226	720644.802104278
A1029	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/14/2021 12:00 PM	04/15/2021 12:00 PM	10.306	04/16/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2163	5304	3733.5	84383.89789998	206921.95767984	145652.92778991	0.000174606641905272	0.000428161640622082	NA	19060.2	42783.2431618323	673800.870769548	1402795.38370496	17722.5	32549.7266817582	634707.11031819	1077100.83806957	16384.8	24998.7553085739	595613.349866832	883453.664132878
H01-0025	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/24/2021 08:00 AM	10/25/2021 08:00 AM	NA	10/29/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1186	14025	7605.5	NA	NA	NA	NA	NA	NA	17092.580292	39400.115139525	NA	NA	16303.8731408	33961.1546359754	NA	NA	15515.1659896	30408.4096721529	NA	NA
B01-0001	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	09/15/2021 07:00 AM	09/16/2021 07:00 AM	NA	09/21/2021	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	50032.82219	63211.67022	56622.246205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0241	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/14/2021 12:00 PM	02/14/2021 11:55 AM	9.362	02/18/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43740	72930	58335	1550102.2282908	2584566.8840706	2067334.5561807	0.00320746198537246	0.00534796988096052	NA	137020.8	374448.670878317	4958479.57184438	13827897.2114114	132460.8	324465.720843132	4781549.16094375	11993941.0802054	127900.8	275579.369859084	4604618.75004311	10195462.196758
B01-0045	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/06/2022 07:00 AM	01/07/2022 07:00 AM	10.745	01/12/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21211.48087	16968.32556	19089.903215	862760.661092146	690173.584178065	776467.122635106	0.00172552132218429	0.00138034716835613	NA	9624.2340894	15423.0281367778	426274.754649335	571496.231557358	7375.5779294	12994.397225171	328298.059200199	486028.039354581	5126.9217694	12331.9675234517	230321.363751064	480056.81659816
C01-0008	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/22/2021 07:00 AM	09/23/2021 07:00 AM	8.449	09/24/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10435.36294	18786.79104	14611.07699	333753.472938434	600856.605660967	467305.039299701	0.000667506945876868	0.00120171321132193	NA	46588.8233542	101240.534166949	600796.177364391	1216729.20751782	47236.4574029	86576.80172167	765020.002217395	1638872.1270172	47884.0914516	77241.5378636513	929243.827070399	2253749.77595737
G02-0022	higher ed dorm	upstream	Sewer Network	Campus	26868	PotomacState-01	12/01/2021 11:00 AM	12/03/2021 10:30 AM	NA	12/10/2021	48-hr time-weighted composite	WVU Keyser	26726		-78.98272	39.43807	1193	Mineral	-1	Complete	discontinued	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8182.428628	5454.775114	6818.601871	NA	NA	NA	NA	NA	NA	24298.9062614	73971.293343782	NA	NA	25634.8315125	78955.0887061099	NA	NA	26970.7567636	84043.6678083327	NA	NA
A01-0026	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/31/2021 12:00 AM	08/31/2021 11:55 PM	10.024	09/03/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	52609.56883	84196.8298	68403.199315	1996267.45035838	3194844.48344802	2595555.9669032	0.00413066431542455	0.0066107525315511	NA	176216.825846	284524.942887682	6149377.20258414	9401102.9651432	145766.632022	193771.536155779	5111890.70843718	6371071.00731894	115316.438198	130094.098388999	4074404.21429022	4364799.51201573
K01-0070	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/31/2022 06:25 AM	04/01/2022 06:25 AM	5.387	04/06/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8025.230058	5349.982968	6687.606513	163650.52079533	109096.872317894	136373.696556612	0.000340583810187992	0.000227048641660548	NA	10800.7522054	12374.2935511129	245732.838348393	328555.963011688	8771.668326	6154.34064632929	195954.137022674	173657.111953191	6742.5844466	2989.37600447559	146175.435696955	64094.3086016506
L01-0108	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	05/09/2022 09:10 AM	05/10/2022 09:10 AM	0.325	05/11/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13406.40228	13406.40228	13406.40228	16493.3370077888	16493.3370077888	16493.3370077888	0.00292435053329589	0.00292435053329589	NA	27876.7776658	37228.718467816	44472.1195754984	77202.055125009	25034.7493419	33142.0846614069	39818.2144610889	68332.7473541389	22192.721018	29564.5719252045	35164.3093466793	60136.6521034308
A02-0068	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	08/30/2021 10:00 AM	09/01/2021 10:00 AM	NA	09/01/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2275	1277.302331	1776.1511655	NA	NA	NA	NA	NA	NA	54689.8152852	154169.158339652	NA	NA	49634.5119407	137310.203220228	NA	NA	44579.2085962	121023.225170422	NA	NA
N02-0019	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	03/23/2022 07:00 AM	03/24/2022 07:00 AM	12.36	03/30/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2682.438833	5365.049131	4023.743982	125505.056475736	251018.135398897	188261.595937316	0.000473639733095841	0.000947309741863148	NA	8575.8618466	10200.2903114131	278677.429654491	301317.973275649	6713.6042611	7487.51175193794	223145.548483712	211758.65938818	4851.3466756	6743.9137095161	167613.667312932	212877.956515232
A01-0077	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/31/2021 12:00 AM	10/31/2021 11:55 PM	10.075	11/03/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	138088.2382	56767.52001	97427.879105	5266410.02247897	2165000.00455462	3715705.01351679	0.0108972231883773	0.0044798046775257	NA	89268.24206	92710.0030025966	3254734.54043041	3715864.62871204	74019.3428887	81906.3855714055	2709319.55809131	3300510.15396629	58770.4437174	80343.9637758275	2163904.57575221	3222801.36224281
A03-0322	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	04/20/2022 06:00 AM	04/20/2022 02:00 AM	NA	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2469	2279	2374	NA	NA	NA	NA	NA	NA	1662.8	1275.48210906811	NA	NA	1989.6	1105.36419563905	NA	NA	2316.4	1239.60584364862	NA	NA
A02-0210	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	11/03/2021 11:22 AM	11/05/2021 11:22 AM	NA	11/05/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	72530.00647	56394.03045	64462.01846	NA	NA	NA	NA	NA	NA	17718.3355704	56801.1251038487	NA	NA	18124.5840538	48620.3954239064	NA	NA	18530.8325372	41622.6341452617	NA	NA
D01-0013	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	01/16/2022 07:15 AM	01/17/2022 07:15 AM	NA	01/19/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	267380.5949	20827.79244	144104.19367	NA	NA	NA	NA	NA	NA	515371.92234	775421.986598109	NA	NA	370257.899537	672476.972196352	NA	NA	225143.876734	774423.953728766	NA	NA
A01-0097	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/23/2021 12:00 AM	11/23/2021 11:55 PM	6.035	11/30/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	90028.31429	68403.87158	79216.092935	2056692.28002093	1562682.981589	1809687.63080497	0.00425569500087099	0.00323349400262582	NA	154535.780494	185947.789681492	3810443.07905367	4163158.07521619	137730.832211	182968.546255512	3421523.73175538	4192365.0313845	120925.883928	188221.033370487	3032604.38445709	4463450.07094039
A02-0366	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	02/23/2022 09:00 AM	02/24/2022 10:52 AM	NA	02/28/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12197.83595	15247.85047	13722.84321	NA	NA	NA	NA	NA	NA	35468.626376	47884.3357618883	NA	NA	29935.8269448	43826.5962348692	NA	NA	24403.0275136	41090.1487394872	NA	NA
