Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.far.mean	n1.far.ci	n1.mid.mean	n1.mid.ci	n1.near.mean	n1.near.ci	n1.load.far.mean	n1.load.far.ci	n1.load.mid.mean	n1.load.mid.ci	n1.load.near.mean	n1.load.near.ci	n1n2.far.mean	n1n2.far.ci	n1n2.mid.mean	n1n2.mid.ci	n1n2.near.mean	n1n2.near.ci	n1n2.load.far.mean	n1n2.load.far.ci	n1n2.load.mid.mean	n1n2.load.mid.ci	n1n2.load.near.mean	n1n2.load.near.ci	n2.far.mean	n2.far.ci	n2.mid.mean	n2.mid.ci	n2.near.mean	n2.near.ci	n2.load.far.mean	n2.load.far.ci	n2.load.mid.mean	n2.load.mid.ci	n2.load.near.mean	n2.load.near.ci
B01-0068	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	11/09/2021 07:00 AM	11/10/2021 07:00 AM	2092.312919	2092.312919	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2092.312919	2092.312919	2092.312919	NA	NA	NA	20049.1540008667	25238.796943049	8707.5964353	8128.47339071156	12438.5177422	19091.4251975599	454167.906361704	608014.07288832	454167.906361704	608014.07288832	454167.906361704	608014.07288832	19712.1356905	25080.2191730719	7980.25049175	7230.04474970176	10674.7890872	17499.6279836597	447126.293645963	301911.448404494	447126.293645963	301911.448404494	447126.293645963	301911.448404494	19375.1173801333	25040.17484286	7252.9045482	6937.68725462966	8911.0604322	17009.1947470098	440084.680930221	11853.9123305857	440084.680930221	11853.9123305857	440084.680930221	11853.9123305857
A02-0308	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	01/24/2022 09:00 AM	01/26/2022 09:00 AM	1606662.984	1717394.242	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1606662.984	1717394.242	1662028.613	NA	NA	NA	726635.877202556	1027056.84155743	1089546.3318	1535361.65034322	1648890.23163333	5935693.33625859	NA	NA	NA	NA	NA	NA	702901.921711722	1136029.27595432	1053334.10124667	1787646.64407756	1772433.97511667	6585582.03954212	NA	NA	NA	NA	NA	NA	679167.966220889	1264027.45887188	1017121.87069333	2064895.19871947	1895977.7186	7239220.29014312	NA	NA	NA	NA	NA	NA
E01-0084	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/22/2022 09:00 AM	03/23/2022 09:00 AM	0	14607.9836413264	2.17	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	14607.9836413264	7303.9918206632	0	119994.939961898	59997.469980949	62649.2697084102	49730.0514721623	69606.4695249152	73863.7758294793	82934.2987462879	180284.27425043	818493.44574985	525031.489397501	873661.246380185	776661.297761148	930041.03533799	1801917.85246564	58992.8796747908	45648.4901808075	64632.0906729863	67778.6797244749	75288.1857287139	163299.983891483	789177.809939904	522199.022494542	834687.074485158	782677.992969171	853697.67675867	1683048.64916483	55336.4896411715	42906.6546225235	59657.7118210573	64056.68517977	67642.0727111398	148061.163851439	759862.174129959	538664.763927228	795712.902590131	821396.954176334	777354.31817935	1590617.59164777
G01-0018	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	11/28/2021 09:00 AM	11/29/2021 08:00 AM	59855.63792	65560.63101	0.581	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	59855.63792	65560.63101	62708.134465	131641.893726812	144189.017442539	137915.455584675	110691.012920067	174212.302440326	146486.0040891	277256.454317062	273662.469028	692170.832490555	1298901.73838515	51413093.0029303	1298901.73838515	51413093.0029303	1298901.73838515	51413093.0029303	95434.8994413667	151762.248033376	127854.43410355	241396.002066103	238368.508222	602877.045367984	1126027.44321181	44997417.841858	1126027.44321181	44997417.841858	1126027.44321181	44997417.841858	80178.7859626667	129524.495094791	109222.864118	205641.062321552	203074.547416	513874.522507607	953153.148038479	38581742.6807856	953153.148038479	38581742.6807856	953153.148038479	38581742.6807856
A02-0016	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/16/2021 09:28 AM	08/18/2021 09:23 AM	24876.35112	26340.43992	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	24876.35112	26340.43992	25608.39552	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	510.49581	4136.91947817108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1020.99162	8273.83895634216	NA	NA	NA	NA	NA	NA
A02-0151	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	08/09/2021 09:00 AM	08/10/2021 09:00 AM	0	1357.84701	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	1357.84701	678.923505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0029	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	01/31/2022 06:20 AM	02/01/2022 06:25 AM	502366.0576	516027.4673	5.394	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	502366.0576	516027.4673	509196.76245	10257562.1207493	10536507.6357474	10397034.8782483	541406.288180667	362865.844411955	749732.077318	460826.751655546	725699.5175	531922.830002195	14426354.6585451	10926278.7994787	20008537.1858628	14814808.6680745	21109762.3129427	30740654.913278	541110.397398667	365922.74943805	747754.991944	469251.410532985	711553.24213	572913.13171644	14438665.7031304	11083551.8794321	19987304.269628	15156555.9157179	20895845.0743099	32214559.7394314	540814.506616667	369718.547881179	745777.90657	479035.755137851	697406.96676	616369.089633837	14450976.7477158	11254848.7736375	19966071.3533933	15520876.7441133	20681927.835677	33708282.1020766
A03-0196	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	02/28/2022 06:00 AM	02/28/2022 02:00 PM	0	0	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	37714.3622544444	63551.1987306636	8961.568865	15652.1368876117	4438.06609	35964.8829500316	NA	NA	NA	NA	NA	NA	37321.0829435556	60259.3337279021	10385.123407	16380.162469359	5270.24314133333	33112.1289526011	NA	NA	NA	NA	NA	NA	36927.8036326667	57090.6694634078	11808.677949	17649.7912315691	6102.42019266667	31469.180762141	NA	NA	NA	NA	NA	NA
A02-0367	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	02/21/2022 09:00 AM	02/23/2022 09:00 AM	8691.479797	0	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8691.479797	0	4345.7398985	NA	NA	NA	190025.314771111	328560.397808118	65293.2581466667	100537.681577111	27338.7728066667	47694.0041281509	NA	NA	NA	NA	NA	NA	188233.385947778	335780.870913202	63057.7298791667	103665.274804091	21632.3358016667	31122.8626670758	NA	NA	NA	NA	NA	NA	186441.457124444	343478.944120807	60822.2016116667	107377.00246511	15925.8987966667	35657.6704566062	NA	NA	NA	NA	NA	NA
A0244	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/16/2020 12:00 AM	11/16/2020 11:59 PM	66502.8	71240.4	6.501	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	66502.8	71240.4	68871.6	1636564.10732615	1753151.47078856	1694857.78905736	NA	NA	201681.12	462085.774229385	370009.44	1210756.76046009	NA	NA	5309942.28265784	12077853.3379679	9782915.48768697	31567619.5285654	NA	NA	169976.82	373270.827550669	312300.84	971225.253978318	NA	NA	4496408.95149431	9757932.60156868	8295096.37791263	25296085.6162632	NA	NA	138272.52	284975.270463168	254592.24	732349.825635588	NA	NA	3682875.62033079	7456954.41293208	6807277.2681383	19054742.8718134
B01-0007	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	09/30/2021 07:00 AM	10/01/2021 07:00 AM	69895.92701	52408.88029	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69895.92701	52408.88029	61152.40365	NA	NA	NA	NA	NA	36359.474906	30323.2019475632	43078.447016	71467.4757046799	NA	NA	NA	NA	NA	NA	NA	NA	30162.0936831	20825.2891162815	34185.941251	46188.6622920523	NA	NA	NA	NA	NA	NA	NA	NA	23964.7124602	16872.7051992502	25293.435486	37650.4457084972	NA	NA	NA	NA	NA	NA
H01-0189	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/15/2022 08:00 AM	04/16/2022 08:00 AM	29071.7449039221	16956.0681469739	2.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	29071.7449039221	16956.0681469739	23013.906525448	242106.642528863	141208.47383332	191657.558181092	7446.81417848915	11215.4306049378	6068.08274332435	16103.7685901867	1002.37398594618	4127.71872566797	75922.1355824382	129220.378067654	74714.8593867413	201242.221119737	9485.99127535129	39062.769353327	7665.32736178488	11099.2289170045	5534.81030557306	14810.4160694459	770.309306681155	2084.24425533761	76197.5656975417	122598.588964831	68455.6193832917	185221.274770573	7391.71521126314	19847.5830118412	7883.84054508061	11228.9159854741	5001.53786782176	13570.2418237892	538.244627416134	2216.46058130548	76472.9958126451	117678.35432972	62196.3793798422	169594.771949901	5297.439147175	21814.5513276069
C01-0136	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/28/2022 07:00 AM	03/29/2022 07:00 AM	9408.15534442664	15681.4328022301	7.857	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9408.15534442664	15681.4328022301	12544.7940733284	279817.039857673	466396.647037343	373106.843447508	27431.623679378	45437.3571371603	8452.74408906698	3860.21634937866	7237.64761537313	9091.12836178458	1264351.34187999	2331534.14836923	279081.130790596	123562.33212803	228406.908205103	250320.371819103	22328.2532204663	35895.8117296373	8767.8320039995	4102.09649649595	8129.39839717001	7967.01177705849	1012242.50811364	1846301.06156985	291797.775959122	139233.734266857	258866.099488433	198377.864295212	17224.8827615547	26652.4427954871	9082.91991893202	5425.63640611891	9021.14917896688	8441.01624643813	760133.674347288	1370853.73774674	304514.421127648	188253.90360045	289325.290771763	215076.400302626
A1019	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/31/2021 12:00 PM	03/31/2021 12:00 PM	16560	11040	9.229	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16560	11040	13800	578532.6896184	385688.4597456	482110.574682	8436.6	8367.29303538434	10068.9	12104.0979898364	12176.4	23235.7923860133	295966.54700707	286226.251051776	363973.775147745	418323.397290099	429912.849077412	716336.872822465	9460.1	7401.19712682145	11943.15	10220.339184508	14464.2	13259.8909621108	335802.913672047	263930.027695795	433977.674763341	367667.27896888	515043.609884556	397685.291359795	10483.6	7396.00856165624	13817.4	9824.3285359484	16752	6542.1190833542	375639.280337024	271385.273979368	503981.574378936	362513.999218529	600174.3706917	180479.376085763
L01-0066	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	03/15/2022 09:00 AM	03/16/2022 09:00 AM	10412.4299995601	17355.486843735	0.4	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10412.4299995601	17355.486843735	13883.9584216476	15766.1266578539	26279.0533812572	21022.5900195555	31170.3516789659	15207.8776980548	25766.0097084488	16855.6056645999	11510.1203368977	17101.9771231748	45870.5393543641	29395.50753617	28850.5468905597	16148.6617548059	16487.6628494102	25372.5482145563	35252.6320059474	18489.5259600482	29103.0242199212	21932.0326783082	10118.0993998423	16370.4345244163	51079.0477193803	33925.9558991466	32039.701189004	21458.3890524647	14398.4966384107	23770.2757811047	39334.912332929	22381.674226971	32440.0387313935	27996.0048598428	8726.07846278698	16466.5291206791	56287.5560843965	38938.5652832048	35228.8554874484	28057.2582521509	12309.3304274112	23228.5829306595
A02-0274	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	01/08/2022 09:00 AM	01/10/2022 09:00 AM	0	5782.92721	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	5782.92721	2891.463605	NA	NA	NA	10290.3184513333	19240.3460332148	14264.3135811667	32715.4525484519	18415.06727	149230.706675328	NA	NA	NA	NA	NA	NA	12763.3085368889	25101.8350443225	18017.591079	42614.8577203824	24592.2336358333	191480.163819415	NA	NA	NA	NA	NA	NA	15236.2986224444	31054.3785103964	21770.8685768333	52669.4929684061	30769.4000016667	233798.329541153	NA	NA	NA	NA	NA	NA
D01-0059	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/28/2022 07:40 AM	03/01/2022 07:40 AM	149468.1662	65326.74529	1.28	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	149468.1662	65326.74529	107397.455745	724221.812499382	316529.29905692	520375.555778151	242158.959836667	112659.607423399	178916.431775	127491.882987552	207139.9945	173798.06454923	1196277.23860851	692777.517417186	1107835.3826621	782747.363207274	746706.611257326	1313276.36009572	188419.157318667	84416.0472544817	136404.740038	93085.4460636911	175206.521509	169448.287202583	975288.099551948	554769.719807608	893946.981121692	639139.915997038	645184.36565257	1164437.61320636	134679.354800667	73364.2863459122	93893.048301	87038.1031137425	143273.048518	189556.483995231	754298.960495382	462192.469862835	680058.579581285	545467.834545447	543662.120047813	1102904.96566537
M03-0016	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/11/2022 12:00 PM	03/12/2022 12:00 PM	0	0	0.283	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	0	0	0	57224.5929518191	62053.7694781343	52849.5810487286	75678.0553336027	18204.7942134573	49722.1205359036	58784.2251408128	67355.2346879347	45208.3184636664	57319.3020293648	18949.8010038999	38095.8835641144	47815.6071514839	47754.8155842006	49771.9146022259	66316.6514170715	18495.1212724518	53404.0905929859	48245.988741946	46255.55834499	42470.2461685505	50239.5802332305	18380.0057514062	38239.1233012859	38406.6213511488	38318.4181437391	46694.2481557231	58884.6080926849	18785.4483314463	57705.0039601317	37707.7523430792	31259.2008471794	39732.1738734347	45080.9816711808	17810.2104989125	41403.0358293444
K01-0074	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/21/2022 06:24 AM	04/22/2022 06:47 AM	11894.0792419016	8920.24330794812	5.962	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11894.0792419016	8920.24330794812	10407.1612749249	268432.888291403	201317.531749666	234875.210020535	10143.1925967336	3692.7255859959	10912.1632757597	5200.92453880644	12322.2807822749	13085.5602177837	263783.097884946	99307.6897479625	306590.952986878	130117.601723138	315867.243791203	323933.814945214	8455.1975983195	2887.80723153954	9133.2389996387	4199.14068170069	8318.41050926596	9567.82656164331	225844.275720126	92951.4155376922	265069.945961477	128691.832010032	209735.356925862	227652.416030946	6767.20259990543	4018.71584640155	7354.31472351775	6091.20241399331	4314.54023625702	8720.14948117637	187905.453555306	130039.17954661	223548.938936076	197517.865647096	103603.47006052	212689.461627835
A02-0178	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/18/2021 09:49 AM	10/20/2021 09:40 AM	0	0	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	269671.654277111	818246.138688411	14005.7507908333	32877.2935344295	20649.6526936667	151735.062948057	NA	NA	NA	NA	NA	NA	284151.770649278	849598.319482386	18578.1719973333	23987.0716268643	21882.711544	90581.1992853558	NA	NA	NA	NA	NA	NA	298631.887021444	881128.750053094	23150.5932038333	31890.3325173097	23115.7703943333	80629.6936604417	NA	NA	NA	NA	NA	NA
P01-0029	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	03/04/2022 10:30 AM	03/05/2022 10:30 AM	0	0	0.245	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	0	0	0	109687.6660094	98462.0176643354	129623.2220221	150730.068881447	148717.262812	280921.037755131	116465.719997937	93025.4100961216	122462.428640034	125189.600870079	136033.306563742	228750.566596446	95599.2368520333	82595.132401712	108341.44640755	126650.474419812	106229.405672	162635.367439771	106198.650897587	83931.943895177	104364.688651179	105887.360072048	99884.9878061753	127290.503521063	81510.8076946667	77011.3441315641	87059.670793	119013.120396647	63741.548532	69576.1437060452	95931.5817972363	85032.4828610233	86266.9486623228	101534.739192582	63736.669048608	54933.58985521
A03-0152	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	12/22/2021 06:00 AM	12/22/2021 11:15 AM	0	0	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	20895.1634566667	44260.7445463098	26240.8870316667	76496.7170111587	52481.7740633333	310820.79153424	NA	NA	NA	NA	NA	NA	18950.3376959444	38292.7719461144	22674.0506523333	66101.2750016528	44441.6854016667	273368.499949958	NA	NA	NA	NA	NA	NA	17005.5119352222	32568.0072640486	19107.214273	55891.9167877208	36401.59674	236340.345548906	NA	NA	NA	NA	NA	NA
A03-0047	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	10/27/2021 06:00 AM	10/27/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	NA	NA	1468.155358	4595.21319113861	1920.22372033333	15560.9718150147	NA	NA	NA	NA	NA	NA	NA	NA	1338.1303153	3605.39884961804	1440.1512895	11670.5951436619	NA	NA	NA	NA	NA	NA	NA	NA	1208.1052726	3051.9488549569	960.078858666667	7780.21847230909	NA	NA	NA	NA	NA	NA
