Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A02-0201	11925	OneStep RT-ddPCR	Human RNase P	9.86765027046204	10484.3784123659	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G4	AP0016	B04	JL	SARS-CoV-2 N1	1.97319895029068	0	1040.98007202148	2096.52388468385	SARS-CoV-2 N2	3.94656360149384	0	1205.93536376953	4193.2238265872																																					0.005	Sample		2021-11-02	10	NT04474	Kookaburra	Nanotrap	0.425		CP0031	D03	JL	WVU Morgantown	Sample	2021-11-02	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	G4	EP0031	B04	JL	OaklandE-02	EL	11/1/21 9:48	Composite	11/1/21 9:00	10/30/21 9:00			Pass	JL	11/1/21	6.78	Monongalia	Processing	Processing
H01-0065																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0232																																																																															WVU Morgantown												CollegePark-02	CA	11/22/2021 10:39 AM	Composite	11/22/2021 10:39 AM	11/20/2021 10:39 AM			Pass	AJ	11/19/2021	7.22	Monongalia		
A02-0003	16102	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ		QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	70.24583817	0	2236.361694	74636.199	SARS-CoV-2 N2	74.64317322	0	2276.707153	79308.37154																																				CDC N1/N2/RP Triplex	0.005	Sample		8/13/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	C06	JL	WVU Morgantown	Sample	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL	CollegePark-02	EL	8/12/21 9:59	Composite	8/12/21 9:00	8/11/21 9:00			Pass	JL	8/12/21		Monongalia	Processing	Complete
A02-0023	11003	OneStep RT-ddPCR	Human RNase P	10.50681472	11163.49064					8/20/21	Manual	DQ		QX One	BRSV Triplex	F4	AP000000	D01	JL	SARS-CoV-2 N1	56.79361343	0	3138.026123	29334.11992	SARS-CoV-2 N2	21.01840734	0	3336.080627	36673.0299																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425	7.16	CP0007	A04	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F4	EP0007	A04	JL	NorthHighSt-02 (MUB)	EL	8/20/21 9:56	Composite	8/20/21 9:56	8/18/21 9:56			Pass	Jl	8/20/21	7.16	Monongalia	Processing	Complete
A02-0224																																																																			Sample												WVU Morgantown	Sample											NorthHighSt-02 (MUB)	CA	11/17/21 10:37	Composite	11/17/21 10:37	11/15/21 10:37			Pass	JL	11/17/21	8.09	Monongalia	Processing	Processing
F01-0022	15262	OneStep RT-ddPCR	Human RNase P	9.25201296806336	9830.26377856732	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	K6	AP0016	F06	JL	SARS-CoV-2 N1	29.310531616211	0	1040.98007202148	31142.4398422242	SARS-CoV-2 N2	24.6801257133484	0	1205.93536376953	26222.6335704327																																					0.005			2021-11-03	10	NT04474	Halcyon	Nanotrap	0.425		CP0032	D04	JL			2021-11-03	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	K6	EP0032	B10	JL	WestonWWTP-01	BP	11/2/21 10:30	Composite	11/2/21 10:00	11/1/21 10:00			Pass	JL	11/3/21	7.07	Lewis	Processing	Processing
A02-0079																																																																			Sample		9/3/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0008	B04	JL	WVU Morgantown	Sample	9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J2	EP0008	A10	JL	NorthHighSt-02 (MUB)	EL	9/3/21 10:33	Grab	9/3/21 10:33	9/3/21 10:33			Pass	JL	9/3/21	7.98	Monongalia	Processing	Confirming
A03-0027	12856	OneStep RT-ddPCR	Human RNase P	0	0					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A2	AP0010	C02	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	0	0	1200.682373	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	C06	JL	K-12	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A2	EP0017	B06	JL	UniversityHS-01	BL	9/24/21 14:30	Composite	9/24/21 14:00	9/24/21 6:00			Pass	JL	9/27/21	8.71	Monongalia	Processing	Complete
A02-0132	10501	OneStep RT-ddPCR	Human RNase P	11.20608211	11906.46224					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B5	AP0010	D05	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	6.723009348	0	1200.682373	7143.197432																																				CDC N1/N2/RP Triplex	0.005	Sample		9/29/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0018	A05	JL	WVU Morgantown	Sample	9/29/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B5	EP0018	A05	JL	NorthHighSt-02 (MUB)	EL	9/29/21 10:14	Composite	9/29/21 10:14	9/27/21 10:14			Pass	JL	9/29/21	7.41	Monongalia	Processing	Complete
A0030	10315	OneStep RT-ddPCR	Human RNase P		26014.8					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				57250.8	SARS-CoV-2 N2				52029.6																																				CDC N1/N2/RP Triplex	0.005	Sample		12/4/20	100			PEG Precipitation	3.8				MS	WWTP	Sample	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	11/30/20 0:00	Composite	11/30/20 23:59	11/30/20 0:00			Pass	TD	12/4/20		Monongalia	Processing	Complete
A02-0045																																																																			Sample													Sample																									Unknown
F01-0024																																																																																											WestonWWTP-01	BP	11/3/21 14:00	Composite	11/3/21 10:00	11/2/21 10:00			Pass	JL	11/5/21	6.81	Lewis	Processing	Processing
A02-0086	16057	OneStep RT-ddPCR	Human RNase P	17.59098768	18690.42441					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L1	AP0007	B01	JL	SARS-CoV-2 N1	16.12456918	0	1303.838043	17132.35475	SARS-CoV-2 N2	7.327980399	0	1366.207123	7785.979174																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0010	A01	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L1	EP0010	A01	JL	Evansdale-01	EL	9/8/21 9:10	Composite	9/8/21 20:20	9/6/21 20:20			Pass	JL	9/8/21	6.31	Monongalia	Processing	Complete
A0239	10568	OneStep RT-ddPCR	Human RNase P		13350					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				86880	SARS-CoV-2 N2				106950																																				CDC N1/N2/RP Triplex	0.005	Sample		2/22/21	100			PEG Precipitation	5				AT	WWTP	Sample	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT	StarCityWWTP-01	GG	2/10/21 8:00	Composite	2/10/21 11:55	2/10/21 12:00	8.969 		Pass	TD	2/11/21		Monongalia	Processing	Complete
A01-0016	12456	OneStep RT-ddPCR	Human RNase P	7.101867199	7545.733899					9/2/21	Manual	DQ		QX One	BRSV Triplex	F3	AP000000	C01	JL	SARS-CoV-2 N1	104.9845505	0	3138.026123	111546.0849	SARS-CoV-2 N2	58.65873337	0	3336.080627	62324.9042																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	A03	JL	WWTP	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F3	EP0007	A03	JL	StarCityWWTP-01	GG	8/26/21 23:55	Composite	8/26/21 23:55	8/26/21 0:00	8.963 		Pass	JL	8/27/21	6.97	Monongalia	Processing	Complete
H01-0061																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
J01-0022																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A03-0024	10896	OneStep RT-ddPCR	Human RNase P	4.319304526	4589.261059					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K7	AP0010	A07	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	0	0	1200.682373	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	B01	JL	K-12	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K7	EP0017	A07	JL	NorthES-01	BL	9/23/21 11:15	Composite	9/22/21 14:00	9/22/21 6:00			Pass	JL	9/24/21	6.97	Monongalia	Processing	Complete
A01-0103		OneStep RT-ddPCR	Human RNase P			None				2021-11-01	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A5	AP0015	E05	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005			2021-10-28	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	A05	LW			2021-10-28	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A5	EP0030	A05	LW															
H01-0081																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A0234	18510	OneStep RT-ddPCR	Human RNase P		17172					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				75546	SARS-CoV-2 N2				51516																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	4.5				MS	WWTP	Sample	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GS	2/3/21 0:00	Composite	2/3/21 23:59	2/3/21 0:00	10.441 		Pass	TD	2/4/21		Monongalia	Processing	Complete
C01-0012	14752	OneStep RT-ddPCR	Human RNase P	18.22779894	19367.03637					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	E3	AP0011	C03	JL	SARS-CoV-2 N1	15.18880248	1355.395355	0	16138.10264	SARS-CoV-2 N2	31.90838814	1548.404388	0	33902.6624																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	E3	CP0019	D01	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	E3	EP0019	C03	JL	WheelingWWTP-01	MVC	9/30/21 7:00	Composite	9/30/21 7:00	9/29/21 7:00			Pass	JL	10/1/21		Ohio	Processing	Complete
A02-0016	17093	OneStep RT-ddPCR	Human RNase P	6.883769631	7314.005233					8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G1	AP000000	A01	JL	SARS-CoV-2 N1	23.41303587	0	1685.59967	24876.35112	SARS-CoV-2 N2	24.79100227	1.36802882	1874.414978	26340.43992																																				CDC N1/N2/RP Triplex	0.005	Sample		8/18/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	A01	JL	WVU Morgantown	Sample	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	Evansdale-01	EL	8/18/21 9:23	Composite	8/18/21 9:23	8/16/21 9:28			Pass	JL	8/18/21	6.91	Monongalia	Processing	Complete
B01-0005	10908	OneStep RT-ddPCR	Human RNase P	0	0					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	C1	AP0011	A01	JL	SARS-CoV-2 N1	0	1355.395355	0	0	SARS-CoV-2 N2	0	1548.404388	0	0																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	C1	CP0019	A01	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C1	EP0019	A01	JL	CharlestonWWTP-01	KM	9/24/21 7:15	Composite	9/24/21 7:00	9/23/21 7:00			Pass	JL	9/30/21		Kanawha	Processing	Complete
A1031	10841	OneStep RT-ddPCR	Human RNase P		32550					4/26/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				78180	SARS-CoV-2 N2				104250																																				CDC N1/N2/RP Triplex	0.005	Sample		4/23/21	100			PEG Precipitation	5				MVS	WWTP	Sample	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	EL	4/23/21 10:55	Composite	4/18/21 11:59	4/18/21 12:00	8.717		Pass	MVS	4/23/21		Monongalia	Processing	Complete
J01-0032																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0203	10373	OneStep RT-ddPCR	Human RNase P	4.53710228204728	4820.67117467523	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G5	AP0016	B05	JL	SARS-CoV-2 N1	0	0	1040.98007202148	0	SARS-CoV-2 N2	6.80598139762878	0	1205.93536376953	7231.35523498058																																					0.005	Sample		2021-11-02	10	NT04474	Kookaburra	Nanotrap	0.425		CP0031	A04	JL	WVU Morgantown	Sample	2021-11-02	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	G5	EP0031	B05	JL	NorthHighSt-02 (MUB)	EL	11/1/21 10:18	Composite	11/1/21 9:00	10/30/21 9:00			Pass	JL	11/1/21	6.89	Monongalia	Processing	Processing
A02-0138	11324	OneStep RT-ddPCR	Human RNase P	5.97427547	6347.667687					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	D5	AP0011	E02	JL	SARS-CoV-2 N1	0	1355.395355	0	0	SARS-CoV-2 N2	3.982674778	1548.404388	0	4231.591951																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	D5	CP0019	C01	JL	WVU Morgantown	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D5	EP0019	B05	JL	CollegePark-02	EL	10/1/21 10:58	Composite	10/1/21 10:58	9/29/21 10:58			Pass	JL	10/1/21		Monongalia	Processing	Complete
A02-0002	20957	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ		QX 200	BRSV Triplex		AP000000	C01	JL	SARS-CoV-2 N1	6.737446785	0	2236.361694	7158.53721	SARS-CoV-2 N2	5.614405274	0	2276.707153	5965.30548																																				CDC N1/N2/RP Triplex	0.005	Sample		8/13/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	C05	JL	WVU Morgantown	Sample	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C05	JL	OaklandE-02	EL	8/12/21 9:00	Composite	8/12/21 9:00	8/11/21 9:00			Pass	JL	8/13/21	6.65	Monongalia	Processing	Complete
J01-0019																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A0250	11742	OneStep RT-ddPCR	Human RNase P		36571.2					11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				45714	SARS-CoV-2 N2				54856.8																																				CDC N1/N2/RP Triplex	0.005	Sample		11/13/20	100			PEG Precipitation	3.8				MS	WWTP	Sample	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	DW	11/12/20 0:00	Composite	11/12/20 23:59	11/12/20 0:00			Pass	TD	11/13/20		Monongalia	Processing	Complete
I01-0002	13141	OneStep RT-ddPCR	Human RNase P	1.79060250520706	1902.5151617825	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	J8	AP0016	E08	JL	SARS-CoV-2 N1	5.37221610546112	0	1040.98007202148	5707.97961205244	SARS-CoV-2 N2	3.58134150505066	0	1205.93536376953	3805.17534911633																																					0.005	Sample		2021-11-03	10	NT04474	Halcyon	Nanotrap	0.425		CP0032	C04	JL	WWTP	Sample	2021-11-03	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	J8	EP0032	B04	JL	WarmSpringsWWTP-01	-	10/26/21 8:15	Composite	10/26/21 7:00	10/25/21 7:00			Pass	JL	10/29/21	6.95	Morgan	Processing	Processing
A02-0036	12144	OneStep RT-ddPCR	Human RNase P	168.1528473	178662.4002					8/25/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L2	AP0004	B02	JL	SARS-CoV-2 N1	1507.147675	-20	2835.271912	1601344.404	SARS-CoV-2 N2	1487.832184	-20	3151.898499	1580821.695																																				CDC N1/N2/RP Triplex	0.005	Sample		8/25/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0004	A02	JL	WVU Morgantown	Sample	8/25/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L2	EP0004	A02	JL	Evansdale-01	EL	8/25/21 9:13	Grab	8/25/21 9:13	8/25/21 9:13			Pass	JL	8/25/21	7.79	Monongalia	Processing	Complete
A1054	14814	OneStep RT-ddPCR		136.99		BRSV		325351.25		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.59			3776.25																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 7.02				WWTP	Sample	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	5/23/21 0:00	Composite	5/23/21 23:55	5/23/21 0:00	6.439 		Pass	JL	5/28/21	7.02	Monongalia	Processing	Complete
A1006	10779	OneStep RT-ddPCR	Human RNase P		55036.8					3/22/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample		3/19/21	100			PEG Precipitation	4.2				TD	WWTP	Sample	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD	StarCityWWTP-01	GG	3/15/21 11:59	Composite	3/15/21 11:59	3/15/21 12:01	8.658		Pass	JL	3/19/21		Monongalia	Processing	Complete
A1026	13203	OneStep RT-ddPCR	Human RNase P		21390					4/19/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				10680	SARS-CoV-2 N2				10680																																				CDC N1/N2/RP Triplex	0.005	Sample		4/16/21	100			PEG Precipitation	5				JL	WWTP	Sample	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL	StarCityWWTP-01	EL	4/11/21 12:00	Composite	4/12/21 12:00	4/11/21 12:00	8.109		Pass	MVS	4/16/21		Monongalia	Processing	Complete
A03-0023	10042	OneStep RT-ddPCR	Human RNase P	2.34321683645248	2489.66788873076	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	H5	AP0014	E04	JL	SARS-CoV-2 N1	0	0	2152.00729370118	0	SARS-CoV-2 N2	0	0	2493.55224609376	0																																					0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	B01	JL	K-12	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP0026	A05	JL	SuncrestES-01	BL	10/14/21 11:15	Composite	10/11/21 14:00	10/11/21 6:00			Pass	JL	10/18/21		Monongalia	Processing	Processing
A1025	14133	OneStep RT-ddPCR	Human RNase P		24990					4/12/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				59970	SARS-CoV-2 N2				34980																																				CDC N1/N2/RP Triplex	0.005	Sample		4/9/21	100			PEG Precipitation	5				MVS	WWTP	Sample	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	GG	4/8/21 11:55	Composite	4/8/21 11:55	4/8/21 12:00	8.828		Pass	Josh Lambert	4/9/21		Monongalia	Processing	Complete
A01-0042	10961	OneStep RT-ddPCR	Human RNase P	34.37146425	36519.68077					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K3	AP0010	A03	JL	SARS-CoV-2 N1	124.8361778	0	1097.667847	132638.4389	SARS-CoV-2 N2	1628.575592	0	1200.682373	1730361.567																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	A03	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K3	EP0017	A03	JL	StarCityWWTP-01	GG	9/20/21 23:55	Composite	9/20/21 23:55	9/20/21 0:00	7.360 		Pass	JL	9/24/21	6.57	Monongalia	Processing	Complete
J01-0028																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0206	11965	OneStep RT-ddPCR	Human RNase P	29.516305923462	31361.0750436784	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	K4	AP0016	F04	JL	SARS-CoV-2 N1	7.86739528179168	0	1040.98007202148	8359.10748690366	SARS-CoV-2 N2	5.90029954910278	0	1205.93536376953	6269.0682709217																																					0.005	Sample		2021-11-03	10	NT04474	Halcyon	Nanotrap	0.425		CP0032	D02	JL	WVU Morgantown	Sample	2021-11-03	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	K4	EP0032	B08	JL	NorthHighSt-02 (MUB)	CA	11/3/21 11:11	Composite	11/3/21 11:11	11/1/21 11:11			Pass	JL	11/3/21	7.12	Monongalia	Processing	Processing
A03-0029	14941	OneStep RT-ddPCR	Human RNase P	-20	0					9/24/21	CHECK	DQ	XXXXXX	QX 200	CDC nCov-2 Triplex	I6	AP0009	B06	JL	SARS-CoV-2 N1	-20	0	878.4640503	0	SARS-CoV-2 N2	-20	0	968.4371185	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	C02	JL	K-12	Sample	9/24/21	0.4	XXXXXX	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I6	EP0016	B02	JL	UniversityHS-01	BL	9/20/21 10:10	Composite	9/17/21 14:00	9/17/21 6:00			Pass	TD	9/21/21	7.27	Monongalia	Processing	Complete
A03-0042	11157	OneStep RT-ddPCR	Human RNase P	-20	0	None				2021-10-20	CHECK	DQ	58477038	QX One	CDC nCov-2 Triplex	H4	AP0014	D04	JL	SARS-CoV-2 N1	-20	0	2152.00729370118	0	SARS-CoV-2 N2	-20	0	2493.55224609376	0																																					0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	A04	JL	K-12	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP0026	A04	JL	MountainviewES-01	BL	10/14/21 10:35	Composite	10/11/21 14:00	10/11/21 6:00			Pass	JL	10/18/21		Monongalia	Processing	Processing
A01-0111																																																																																											StarCityWWTP-01												Monongalia		
A02-0071	9657	OneStep RT-ddPCR	Human RNase P	242.6992989	257868.005					9/2/21	Manual	DQ		QX One	BRSV Triplex	H6	AP000000	F03	JL	SARS-CoV-2 N1	2.51566112	0	3138.026123	2672.88994	SARS-CoV-2 N2	2.51566112	0	3336.080627	2672.88994																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	D04	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP0007	B10	JL	HonorsSummit-01 (MUB)	EL	9/1/21 10:20	Grab	9/1/21 10:20	9/1/21 10:20			Pass	JL	9/1/21	8.16	Monongalia	Processing	Complete
E01-0008																																																																																											PrincetonWWTP-01	-	11/16/2021 08:00 AM	Composite	11/16/2021 07:50 AM	11/15/2021 07:50 AM			Pass	AJ	11/19/2021	6.72	Mercer		
A02-0095	12903	OneStep RT-ddPCR	Human RNase P	25.54371834	27140.20073					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A8	AP0008	A08	JL	SARS-CoV-2 N1	3.647405207	0	1320.22522	3875.368033	SARS-CoV-2 N2	7.295376062	0	1524.019623	7751.337066																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	B02	JL	WVU Morgantown	Sample	9/13/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A8	EP0011	A08	JL	CollegePark-02	EL	9/10/21 9:51	Composite	9/10/21 9:51	9/8/21 9:51			Pass	JL	9/13/21	6.69	Monongalia	Processing	Complete
