Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A01-0053	15194	OneStep RT-ddPCR	Human RNase P	45.48194408	48324.56559					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	F8	AP0012	H01	JL	SARS-CoV-2 N1	183.9378929	0	1593.187866	195434.0112	SARS-CoV-2 N2	159.6080971	0	2077.493896	169583.6031																																				CDC N1/N2/RP Triplex	0.005	Sample		10/5/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0020	B02	JL	WWTP	Sample	10/5/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F8	EP0020	A08	JL	StarCityWWTP-01	GG	10/2/21 23:55	Composite	10/2/21 23:55	10/2/21 0:00	7.465		Pass	JL	10/5/21	7.41	Monongalia	Processing	Complete
H01-0041	11498	OneStep RT-ddPCR	Human RNase P	4.09313947	7290.90468	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	C5	AP0022	C05	JL	SARS-CoV-2 N1	24.56952572	0	1092.976303	43764.46769	SARS-CoV-2 N2	28.66693974	0	1279.930573	51062.9864																																					0.005	Sample		2021-11-22	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0039	B01	AJ	WWTP	Sample	2021-11-22	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	C5	EP0039	A05	AJ	MoundsvilleWWTP-01	-	11/17/21 8:15	Composite	11/17/21 8:00	11/16/21 8:00			Pass	AJ	11/19/21	7.04	Marshall	Processing	Complete
A02-0027	11916	OneStep RT-ddPCR	Human RNase P	1076.219864	1143483.605					8/23/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I3	AP0004	C01	JL	SARS-CoV-2 N1	18.33246112	-20	2835.271912	19478.23994	SARS-CoV-2 N2	30.56180239	-20	3151.898499	32471.91504																																				CDC N1/N2/RP Triplex	0.005	Sample		8/23/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000002	A03	JL	WVU Morgantown	Sample	8/23/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000002	A03	JL	OaklandE-02	EL	8/23/21 9:35	Grab	8/23/21 9:35	8/23/21 9:35			Pass	JL	8/23/21	8.48	Monongalia	Processing	Complete
K01-0003																																																																																											ParkersburgWWTP-01												Wood		
A02-0003 0	16649	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ		QX 200	BRSV Triplex	0k	AP000000	B06	JL	SARS-CoV-2 N1	76.44022465	0	2236.361694	81217.73869	SARS-CoV-2 N2	93.46072197	0	2276.707153	99302.01709																																				CDC N1/N2/RP Triplex	0.005	Sample		8/13/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425	Labeled 0	CP000000	C02	JL		Sample	8/13/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	Labeled 0	EP000000	C02	JL														Rejected	Test
K01-0023																																																																																											ParkersburgWWTP-01												Wood		
A02-0327																																																																																											WVU-Morgantown												Monongalia		
K01-0013																																																																																											ParkersburgWWTP-01												Wood		
B01-0070	7346	OneStep RT-ddPCR	Human RNase P	3.20324152708054	5705.77397011221	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	NAB16 I1	AP0023	G01	JL	SARS-CoV-2 N1	6.40691936016082	0	1030.21682739258	11412.3251102865	SARS-CoV-2 N2	6.40691936016082	0	1109.43168640137	11412.3251102865																																					0.005	Sample		2021-11-30	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0041	C05	AJ	WWTP	Sample	2021-11-30	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	I1	EP0041	C01	AJ	CharlestonWWTP-01	-	11/29/2021 07:25 AM	Composite	11/29/2021 07:00 AM	11/28/2021 07:00 AM			Pass	AJ	11/30/2021	7.17	Kanawha	Processing	Unknown
A02-0167	21646	OneStep RT-ddPCR	Human RNase P	69.98618603	74360.32265					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	D3	AP0013	C03	JL	SARS-CoV-2 N1	1.456462145	0	1707.766876	1547.491029	SARS-CoV-2 N2	36.43175364	0	1836.244965	38708.73824																																				CDC N1/N2/RP Triplex	0.005	Sample		10/13/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0024	C03	JL	WVU Morgantown	Sample	10/13/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D3	EP0024	B03	JL	HonorsSummit-01 (MUB)	EL	10/13/21 9:58	Composite	10/13/21 9:58	10/11/21 9:58			Pass	JL	10/13/21	7.65	Monongalia	Processing	Complete
B01-0075	18645	OneStep RT-ddPCR	Human RNase P	6.310691237	11240.91877	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D7	AP0022	D07	JL	SARS-CoV-2 N1	6.310691237	0	1092.976303	11240.91877	SARS-CoV-2 N2	6.310691237	0	1279.930573	11240.91877																																				CDC N1/N2/RP Triplex	0.005	Sample		2021-11-22	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0039	D03	AJ	WWTP	Sample	2021-11-22	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	D7	EP0039	B07	AJ	CharlestonWWTP-01	-	11/17/21 7:40	Composite	11/17/21 7:00	11/16/21 7:00			Pass	AJ	11/19/21	6.98	Kanawha	Processing	Complete
A02-0182		OneStep RT-ddPCR	Human RNase P			None				11/1/21	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A5	AP0015	A05	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	A05	JL	WVU Morgantown	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A5	EP0028	A05	JL	OaklandE-02	EL	10/22/21 9:36	Composite	10/22/21 9:37	10/20/21 9:37			Pass	JL	10/25/21	7.57	Monongalia	Processing	Processing
H01-0026	13546	OneStep RT-ddPCR	Human RNase P	10.42431355	11075.83314	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	J6	AP0016	E06	JL	SARS-CoV-2 N1	6.949028969	0	1040.980072	7383.343279	SARS-CoV-2 N2	13.90011072	0	1205.935364	14768.86764																																					0.005	Sample	SAMPLE H01-0023 HAD SAME DATES	11/3/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0032	C02	JL	WWTP	Sample	11/3/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	J6	EP0032	B02	JL	MoundsvilleWWTP-01	DRC	10/26/21 8:15	Composite	10/26/21 8:00	10/25/21 8:00			Pass	JL	10/29/21	7.01	Marshall	Processing	Complete
A02-0179	13652	OneStep RT-ddPCR	Human RNase P	0	0	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	L4	AP0014	D07	JL	SARS-CoV-2 N1	0	0	2152.007294	0	SARS-CoV-2 N2	0	0	2493.552246	0																																					0.005	Sample		10/20/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0027	C04	JL	WVU Morgantown	Sample	10/20/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L4	EP0027	B04	JL	NorthHighSt-02 (MUB)	CA	10/20/21 9:49	Composite	10/20/21 9:49	10/18/21 9:49			Pass	JL	10/20/21		Monongalia	Processing	Complete
J01-0022																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A1088	12001	OneStep RT-ddPCR		88.39		BRSV		209926.25		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	3.92			9310	SARS-CoV-2 N2	1.96			4655																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.54				WWTP	Sample	7/9/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	7/8/21 23:55	Composite	7/8/21 23:55	7/8/21 0:00	8.773		Pass	JL	7/9/21	6.54	Monongalia	Processing	Complete
A02-0041	15702	OneStep RT-ddPCR	Human RNase P	14.67508674	15592.27966					8/25/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L7	AP0004	G02	JL	SARS-CoV-2 N1	50.34184933	-20	2835.271912	53488.21491	SARS-CoV-2 N2	54.5404768	-20	3151.898499	57949.2566																																				CDC N1/N2/RP Triplex	0.005	Sample		8/25/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0004	B01	JL	WVU Morgantown	Sample	8/25/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L7	EP0004	A07	JL	OaklandE-02	EL	8/25/21 9:48	Composite	8/23/21 9:48	8/25/21 9:48			Pass	JL	8/25/21	7.22	Monongalia	Processing	Complete
C01-0047	13544	OneStep RT-ddPCR	Human RNase P	24.334180355072	43345.258757472	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G5	AP0023	C05	JL	SARS-CoV-2 N1	67.8507661819458	0	1030.21682739258	120859.177261591	SARS-CoV-2 N2	34.7708249092102	0	1109.43168640137	61935.5318695307																																					0.005			2021-11-30	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0041	A05	AJ	WWTP		2021-11-30	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	G5	EP0041	A05	AJ	WheelingWWTP-01	-	11/29/2021 07:00 AM	Composite	11/29/2021 07:00 AM	11/28/2021 07:00 AM						6.67	Ohio	Processing	Complete
A03-0093	17109	OneStep RT-ddPCR	Human RNase P	8.25303792953492	14700.7238119841	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	E5	AP0023	E05	JL	SARS-CoV-2 N1	79.9008893966674	0	1030.21682739258	142323.459237814	SARS-CoV-2 N2	71.6226863861084	0	1109.43168640137	127577.910125256																																					0.005			2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	A05	LW			2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	E5	EP0042	A05	LW														Processing	Complete
H01-0009	15592	OneStep RT-ddPCR	Human RNase P	0	0					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	A3	AP0012	C06	JL	SARS-CoV-2 N1	18.73213887	0	1593.187866	19902.89755	SARS-CoV-2 N2	28.10452223	0	2077.493896	29861.05487																																				CDC N1/N2/RP Triplex	0.005	Sample		10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	D01	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A3	EP0022	C03	JL	MoundsvilleWWTP-01	DRC	10/7/21 8:15	Composite	10/7/21 8:00	10/6/21 8:00			Pass	JL	10/8/21	6.97	Marshall	Processing	Complete
H01-0030	15984	OneStep RT-ddPCR	Human RNase P	10.4	11050					11/18/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G3	AP0020	D03	JL	SARS-CoV-2 N1	29.4	0	1193.4	31237.5	SARS-CoV-2 N2	38.4	0	1245	40800																																					0.005	Sample		11/12/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0035	A03	AJ	WWTP	Sample	11/12/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G3	EP0035	A03	AJ	MoundsvilleWWTP-01	DRC	11/4/21 8:15	Composite	11/4/21 8:00	11/3/21 8:00			Pass	AJ	11/11/21	6.82	Marshall	Processing	Complete
A0041	11546	OneStep RT-ddPCR	Human RNase P		34248					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				73416	SARS-CoV-2 N2				83208																																				CDC N1/N2/RP Triplex	0.005	Sample		12/14/20	100			PEG Precipitation	4				AT	WWTP	Sample	12/21/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	GG	12/15/20 0:00	Composite	12/15/20 11:59	12/15/20 12:00	6.989 		Pass	TD	12/18/20		Monongalia	Processing	Complete
A03-0107	16047	OneStep RT-ddPCR	Human RNase P	4.399254322052	7836.17176115512	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F7	AP0023	F07	JL	SARS-CoV-2 N1	0	0	1030.21682739258	0	SARS-CoV-2 N2	0	0	1109.43168640137	0																																					0.005	Sample		2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	C03	LW	K-12	Sample	2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	F7	EP0042	B07	LW	NorthES-01	BL	10/15/21 15:15	Composite	10/15/21 14:00	10/15/21 6:00			Pass	JL	10/22/21		Monongalia	Processing	Confirming
B01-0060																																																																			Sample												WWTP	Sample											CharlestonWWTP-01	-	11/30/2021 07:50 AM	Composite	11/30/2021 07:00 AM	11/29/2021 07:00 AM			Pass	AJ	12/03/2021	7.31	Kanawha		Unknown
A02-0264																																																																																											WVU-Morgantown												Monongalia		
K01-0031																																																																																											ParkersburgWWTP-01												Wood		
A1017	12768	OneStep RT-ddPCR	Human RNase P		33180					4/12/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				5520	SARS-CoV-2 N2				11070																																				CDC N1/N2/RP Triplex	0.005	Sample		4/9/21	100			PEG Precipitation	5				MVS	WWTP	Sample	4/12/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MVS	StarCityWWTP-01	GG	3/29/21 11:55	Composite	3/29/21 11:55	3/29/21 12:00	10.313		Pass	Josh Lambert	4/9/21		Monongalia	Processing	Complete
C01-0018	11679	OneStep RT-ddPCR	Human RNase P	2.014763206	2140.685907	None				11/8/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G6	AP0017	D06	AJ	SARS-CoV-2 N1	22.17189074	0	560.2787018	23557.63391	SARS-CoV-2 N2	16.12293839	0	653.7683868	17130.62204																																					0.005	Sample		10/15/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0025	D04	JL	WWTP	Sample	10/15/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G6	EP0025	D04	JL	WheelingWWTP-01	MVC	10/12/21 7:00	Composite	10/12/21 7:00	10/11/21 7:00			Pass	JL	10/15/21	6.57	Ohio	Processing	Complete
F01-0006	6005	OneStep RT-ddPCR	Human RNase P	0	0					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	F1	AP0012	A01	JL	SARS-CoV-2 N1	77.86288261	0	1593.187866	82729.31278	SARS-CoV-2 N2	30.25224209	0	2077.493896	32143.00722																																				CDC N1/N2/RP Triplex	0.005	Sample		10/5/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0020	A01	JL	WWTP	Sample	10/5/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F1	EP0020	A01	JL	WestonWWTP-01	BP	10/1/21 23:50	Composite	10/1/21 10:00	9/30/21 10:00			Pass	JL	10/4/21	6.87	Lewis	Processing	Complete
J01-0044																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A01-0083	14231	OneStep RT-ddPCR	Human RNase P	11.6	12325					11/18/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	E8	AP0020	C08	JL	SARS-CoV-2 N1	142.6	0	1193.4	151512.5	SARS-CoV-2 N2	104.4	0	1245	110925																																					0.005	Sample		11/11/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0034	D04	JL	WWTP	Sample	11/11/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E8	EP0034	B08	JL	StarCityWWTP-01	GG	11/7/21 23:55	Composite	11/7/21 23:55	11/7/21 0:00			Pass	JL	11/10/21	7.04	Monongalia	Processing	Complete
a02-0237																																																																															WWTP												WVU-Morgantown	-	12/01/2021 10:00 AM	Composite	12/01/2021 09:00 AM	11/29/2021 09:00 AM			Pass	AJ	12/02/2021	7.56	Monongalia		
B01-0052	11398	OneStep RT-ddPCR	Human RNase P	2	2125					11/18/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	E4	AP0020	C04	JL	SARS-CoV-2 N1	4.2	0	1193.4	4462.5	SARS-CoV-2 N2	2	0	1245	2125																																				CDC N1/N2/RP Triplex	0.005	Sample		11/11/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0034	C04	JL	WWTP	Sample	11/11/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E4	EP0034	B04	JL	CharlestonWWTP-01	-	11/8/21 7:20	Composite	11/8/21 7:00	11/7/21 7:00			Pass	JL	11/9/21	6.79	Kanawha	Processing	Complete
H01-0069																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0202	11179	OneStep RT-ddPCR	Human RNase P	4.209950268	4473.07216	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G7	AP0016	B07	JL	SARS-CoV-2 N1	6.315208077	0	1040.980072	6709.908582	SARS-CoV-2 N2	16.84432149	0	1205.935364	17897.09158																																					0.005	Sample		11/2/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0031	C04	JL	WVU Morgantown	Sample	11/2/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G7	EP0031	B07	JL	HonorsSummit-01 (MUB)	EL	11/1/21 10:04	Composite	11/1/21 9:00	10/30/21 9:00			Pass	JL	11/1/21	6.94	Monongalia	Processing	Complete
A02-0028	15032	OneStep RT-ddPCR	Human RNase P	17.57766604	18676.27017					8/23/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I4	AP0004	D01	JL	SARS-CoV-2 N1	13.18237185	-20	2835.271912	14006.2701	SARS-CoV-2 N2	13.18237185	-20	3151.898499	14006.2701																																				CDC N1/N2/RP Triplex	0.005	Sample		8/23/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000002	A04	JL	WVU Morgantown	Sample	8/23/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000002	A04	JL	HonorsSummit-01 (MUB)	EL	8/23/21 9:45	Composite	8/23/21 9:00	8/21/21 9:00			Pass	JL	8/23/21	7.41	Monongalia	Processing	Complete
A1026	13203	OneStep RT-ddPCR	Human RNase P		21390					4/19/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				10680	SARS-CoV-2 N2				10680																																				CDC N1/N2/RP Triplex	0.005	Sample		4/16/21	100			PEG Precipitation	5				JL	WWTP	Sample	4/19/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				JL	StarCityWWTP-01	EL	4/11/21 12:00	Composite	4/12/21 12:00	4/11/21 12:00	8.109		Pass	MVS	4/16/21		Monongalia	Processing	Complete
A1013	12334	OneStep RT-ddPCR	Human RNase P		64128					3/30/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				9168	SARS-CoV-2 N2				9168																																				CDC N1/N2/RP Triplex	0.005	Sample		3/26/21	100			PEG Precipitation	4				MVS	WWTP	Sample	3/29/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MVS	StarCityWWTP-01	EL	3/26/21 10:53	Composite	3/23/21 12:00	3/23/21 12:00	9.556		Pass	MVS	3/26/21		Monongalia	Processing	Complete
A1086	12032	OneStep RT-ddPCR		86.2		BRSV		204725		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	1.96			4655	SARS-CoV-2 N2	1.96			4655																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.52				WWTP	Sample	7/9/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	7/6/21 23:55	Composite	7/6/21 23:55	7/6/21 0:00	6.793		Pass	JL	7/9/21	6.52	Monongalia	Processing	Complete
A01-0031	17045	OneStep RT-ddPCR	Human RNase P	24.86085176	26414.655					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K3	AP0007	A03	JL	SARS-CoV-2 N1	64.96977329	0	1303.838043	69030.38412	SARS-CoV-2 N2	64.96977329	0	1366.207123	69030.38412																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A03	JL	WWTP	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K3	EP0009	A03	JL	StarCityWWTP-01	GG	9/6/21 23:55	Composite	9/6/21 23:55	9/6/21 0:00	9.768		Pass	JL	9/7/21	6.56	Monongalia	Processing	Complete
A02-0063	14806	OneStep RT-ddPCR	Human RNase P	1192.122955	1266630.64					8/30/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E5	AP0005	E04	JL	SARS-CoV-2 N1	78.61941338	0	2615.09491	83533.12671	SARS-CoV-2 N2	123.8829136	0	2786.116028	131625.5957																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	XXXXXX	Halcyon	Ceres Nanotrap	0.425		CP000000	A05	JL	WVU Morgantown	Sample	8/30/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E5	EP0006	A05	JL	NorthHighSt-02 (MUB)	EL	8/30/21 10:19	Grab	8/30/21 10:19	8/30/21 10:19			Pass	JL	8/30/21	8.58	Monongalia	Processing	Complete
G01-0018																																																																															WWTP												KeyserWWTP-01	-	11/29/2021 08:10 AM	Composite	11/29/2021 08:00 AM	11/28/2021 09:00 AM			Pass	AJ	12/02/2021	7.32	Mineral		
A02-0145																																																																			Sample													Sample																									Unknown
A03-0104	9086	OneStep RT-ddPCR	Human RNase P	2.58977621793746	4613.0388882011	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	E4	AP0023	E04	JL	SARS-CoV-2 N1	0	0	1030.21682739258	0	SARS-CoV-2 N2	0	0	1109.43168640137	0																																					0.005	Sample		2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	A04	LW	K-12	Sample	2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	E4	EP0042	A04	LW	SuncrestES-01	BL	10/26/21 12:15	Composite	10/25/21 14:00	10/25/21 6:00			Pass	JL	10/27/21		Monongalia	Processing	Complete
E02-0014	16533	OneStep RT-ddPCR	Human RNase P	15.6601750850677	27894.6868702769	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	I4	AP0023	G04	JL	SARS-CoV-2 N1	62.7033281326294	0	1030.21682739258	111690.303236246	SARS-CoV-2 N2	11.3881838321686	0	1109.43168640137	20285.2024510503																																					0.005			2021-11-30	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0041	D02	AJ	WWTP		2021-11-30	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	I4	EP0041	C04	AJ	AthensWWTP-01	-	11/23/2021 08:00 AM	Composite	11/23/2021 08:00 AM	11/22/2021 08:00 AM			Pass	AJ	11/30/2021	6.60	Mercer	Processing	Complete
A03-0012																																																																			Sample													Sample																									Unknown
A0237	11622	OneStep RT-ddPCR	Human RNase P		24288					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				497808	SARS-CoV-2 N2				390048																																				CDC N1/N2/RP Triplex	0.005	Sample		2/22/21	100			PEG Precipitation	4				AT	WWTP	Sample	2/24/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	GG	2/8/21 8:00	Composite	2/8/21 11:55	2/8/21 12:00	9.712		Pass	TD	2/11/21		Monongalia	Processing	Complete
A02-0294																																																																																											WVU-Morgantown												Monongalia		
H01-0090																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0266																																																																																											WVU-Morgantown												Monongalia		
L01-0026																																																																																											WestUnionWWTP-01												Doddridge		
A02-0271																																																																																											WVU-Morgantown												Monongalia		
H01-0066																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0323																																																																																											WVU-Morgantown												Monongalia		
