Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
G01-0003	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/6/21 9:00	10/7/21 8:00	10/7/21 8:30	ML		17930	SARS-CoV-2 N1	487.7756119	0	1707.766876	518261.5876	SARS-CoV-2 N2	522.0035934	0	1836.244965	554628.818					Human RNase P	18844.30476	17.73581624	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/8/21	6.39	10/11/21	NT04474	Halcyon		CP0023	A02	JL	10/11/21	2108255	Halcyon	B2	EP0023	A02	JL	10/14/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	B2	AP0013	B01	JL	
A01-0133	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01		Processing	Processing																																																																																																
C01-0029	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/27/21 7:00	10/28/21 7:00	10/28/21 7:00	GZ		14211	SARS-CoV-2 N1	38.11236858	0	1040.980072	40494.39162	SARS-CoV-2 N2	33.13768625	0	1205.935364	35208.79164	None				Human RNase P	12317.43805	11.59288287	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/21	6.99	11/2/21	NT04474	Kookaburra		CP0031	C05	JL	11/2/21	21108255	Kookaburra	H3	EP0031	C03	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H3	AP0016	C03	JL	
H01-0082	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/3/21 8:00	12/4/21 8:00	12/4/21 8:15		1.2	17018	SARS-CoV-2 N1	19.36463356	0	721.9914246	34493.25353	SARS-CoV-2 N2	29.05292988	0	850.2881622	51750.53135					Human RNase P	34493.25353	19.36463356	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/21		12/10/21	NT04474	Halcyon		CP0047	D05	AJ	12/10/21	2108255	Halcyon	G7	EP0047	C07	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	G7	AP0027	E07	JL	
A02-0301	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
G01-0014	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/5/21 9:00	12/6/21 8:00	12/6/21 9:30	-	0.534	10687	SARS-CoV-2 N1	37.45845079	0	721.9914246	66722.86548	SARS-CoV-2 N2	11.01100326	0	850.2881622	19613.34955					Human RNase P	11766.90789	6.605983377	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/9/21	7.3	12/10/21	NT04474	Halcyon		CP0047	A02	AJ	12/10/21	2108255	Halcyon	E2	EP0047	A02	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	E2	AP0027	C02	JL	
J01-0013	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A1010	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	3/21/21 12:00	3/21/21 12:00	3/26/21 12:00	EL	9.905	10115	SARS-CoV-2 N1				0	SARS-CoV-2 N2				11184					Human RNase P	33504		100	PEG Precipitation	8	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	3/26/21		3/26/21						MVS	3/29/21						MVS	3/30/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A1034	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	4/21/21 12:00	4/21/21 11:59	4/23/21 10:57	EL	8.235	12606	SARS-CoV-2 N1				23520	SARS-CoV-2 N2				15666					Human RNase P	47040		100	PEG Precipitation	7	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	4/23/21		4/23/21						MVS	4/26/21						MVS	4/26/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A1006	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	3/15/21 12:01	3/15/21 11:59	3/15/21 11:59	GG	8.658	10779	SARS-CoV-2 N1				0	SARS-CoV-2 N2				0					Human RNase P	55036.8		100	PEG Precipitation	4.2	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	3/19/21		3/19/21						TD	3/21/21						TD	3/22/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A03-0146	Sample	Sample	K-12	Monongalia	MountainviewES-01		Processing	Processing																																																																																																
A1047	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	5/12/21 12:00	5/12/21 11:59	5/17/21 9:18	EL	10.836	13275	SARS-CoV-2 N1				0	SARS-CoV-2 N2				4779					Human RNase P	0		100	PEG Precipitation	4.5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	5/18/21		5/18/21						KD	5/19/21						KD	5/19/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A02-0291	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0042	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Grab	8/25/21 9:48	8/25/21 9:48	8/25/21 9:48	EL		14143	SARS-CoV-2 N1	1424.533081	0	2615.09491	1513566.399	SARS-CoV-2 N2	1206.389771	0	2786.116028	1281789.131					Human RNase P	1361691.122	1281.591644	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/25/21	8.31	8/27/21	NT04155	Kookaburra		CP0005	B04	JL	8/27/21	2102028	Kookaburra	C2	EP0005	A10	JL	8/27/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	C2	AP0005	B02	JL	
A02-0273	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A03-0120	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	12/3/21 6:00	12/3/21 14:00	12/3/21 13:25	GZ		16436	SARS-CoV-2 N1	17.18520641	0	721.9914246	30611.14892	SARS-CoV-2 N2	18.61787558	0	850.2881622	33163.09087					Human RNase P	107236.9829	60.20321846	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/14/21	8.9	2021-12-09	NT04474	Kookaburra		CP0046	B02	LW	2021-12-09	2110258	Kookaburra	H8	EP0046	A08	LW	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H8	AP0027	A08	JL	
H01-0030	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Rejected: No Flow	Complete	Composite	11/3/21 8:00	11/4/21 8:00	11/4/21 8:15	DRC		15984	SARS-CoV-2 N1	29.4	0	1193.4	31237.5	SARS-CoV-2 N2	38.4	0	1245	40800					Human RNase P	11050	10.4	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				AJ	11/11/21	6.82	11/12/21	NT04474	Kookaburra		CP0035	A03	AJ	11/12/21	2108255	Kookaburra	G3	EP0035	A03	AJ	11/18/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G3	AP0020	D03	JL	
A02-0236	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	11/27/21 9:00	11/29/21 9:00	11/29/21 10:55	BL		11326	SARS-CoV-2 N1	2.077560425	0	1030.216827	3700.654507	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	25911.44867	14.5467782	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	11/29/21	7.66	11/29/21	NT04474	Halcyon		CP0040	D01	AJ	11/29/21	2108255	Halcyon	F5	EP0040	B05	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F5	AP0023	B05	JL	
H01-0097	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A02-0078	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	9/1/21 10:32	9/3/21 10:32	9/3/21 10:32	WL		15687	SARS-CoV-2 N1	254.8636055	0	1303.838043	270792.5808	SARS-CoV-2 N2	66.08967781	0	1366.207123	70220.28267					Human RNase P	15941.84443	15.00408888	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/3/21	6.92	9/3/21	NT04155	Halcyon		CP0008	A05	JL	9/3/21	2102028	Halcyon	I5	EP0008	A05	JL	9/9/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	I5	AP0007	B07	JL	
A02-0276	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
H01-0036	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/11/21 8:00	11/12/21 8:00	11/12/21 8:15	-	1.5	9815	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	26.38499022	0	1109.431686	46998.26382	None				Human RNase P	8541.219486	4.795070589	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/21	6.84	11/22/21	NT04474	Halcyon		CP0039	A01	AJ	11/22/21	2108255	Halcyon	C1	EP0039	A01	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C1	AP0023	H03	JL	
F01-0010	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/7/21 10:00	10/8/21 10:00	10/8/21 13:30	BP		20839	SARS-CoV-2 N1	272.7396393	0	1707.766876	289785.8667	SARS-CoV-2 N2	275.7666779	0	1836.244965	293002.0952					Human RNase P	12754.95924	12.00466752	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/11/21	6.82	10/11/21	NT04474	Halcyon		CP0023	B04	JL	10/11/21	2108255	Halcyon	B8	EP0023	A08	JL	10/14/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	B8	AP0013	H01	JL	
L01-0027	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A02-0132	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	9/27/21 10:14	9/29/21 10:14	9/29/21 10:14	EL		10501	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	6.723009348	0	1200.682373	7143.197432					Human RNase P	11906.46224	11.20608211	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/29/21	7.41	9/29/21	NT04474	Halcyon		CP0018	A05	JL	9/29/21	2105049	Halcyon	B5	EP0018	A05	JL	9/29/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	B5	AP0010	D05	JL	
K01-0024	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
G01-0061	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/25/21 9:00	10/26/21 8:00	10/26/21 8:40	KK		15110	SARS-CoV-2 N1	120.2115631	0	1040.980072	127724.7858	SARS-CoV-2 N2	109.2578316	0	1205.935364	116086.446	None				Human RNase P	13239.77143	12.46096134	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/27/21	6.94	11/2/21	NT04474	Kookaburra		CP0031	C01	JL	11/2/21	21108255	Kookaburra	F3	EP0031	A03	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F3	AP0016	A03	JL	
A01-0116	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/3/21 0:00	12/3/21 23:55	12/4/21 0:00	GG	6.478	15510	SARS-CoV-2 N1	53.15667152	0	584.9592972	94685.32115	SARS-CoV-2 N2	47.0755434	0	645.5539703	83853.31169	None				Human RNase P	54079.70153	30.36053419	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/6/21	7.33	12/8/21	NT04474	Halcyon		CP0045	A01	AJ	12/8/21	2110258	Halcyon	NAB_17 C1	EP0045	A01	AJ	12/9/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	NAB_17 C1	AP0025	C01	JL	
A02-0246							Processing	Complete							17503	SARS-CoV-2 N1	0	0	368.726463317872	0	SARS-CoV-2 N2	2.68876820802688	0	319.80276107788	4789.36837054788	None				Human RNase P	81493.7894046307	45.7508993148804	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																							2021-12-17	NT04474	Halcyon		CP0051	C01	AJ	2021-12-17	2108255	Halcyon	D1	EP0051	B01	AJ	2021-12-21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D1	AP0028	F01	JL	
G01-0052	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/12/21 9:00	10/13/21 8:00	10/13/21 8:00	TD		12136	SARS-CoV-2 N1	77.68053055	0	2152.007294	82535.56371	SARS-CoV-2 N2	52.40621567	0	2493.552246	55681.60415	None				Human RNase P	6180.724278	5.817152262	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21	7.2	10/15/21	NT04474	Halcyon		CP0025	A06	JL	10/15/21	2108255	Halcyon	E6	EP0025	A06	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	E6	AP0014	F01	JL	
A0214	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	1/6/21 0:00	1/6/21 23:59	1/6/21 0:00	GS	10.083	16742	SARS-CoV-2 N1				131712	SARS-CoV-2 N2				101280					Human RNase P	3384		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	1/8/21		2/5/21						MS	2/17/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
A01-0074	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/27/21 0:00	10/27/21 23:55	10/27/21 23:55	GG	8.634	13106	SARS-CoV-2 N1	35.93374491	0	1040.980072	38179.60396	SARS-CoV-2 N2	5.386564732	0	1205.935364	5723.225027	None				Human RNase P	20991.567	19.75676894	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/21	6.94	11/2/21	NT04474	Kookaburra		CP0031	A02	JL	11/2/21	21108255	Kookaburra	F5	EP0031	A05	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F5	AP0016	A05	JL	
A02-0153	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	8/9/21 9:00	8/10/21 9:00	8/10/21 9:07	EL		17313	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	1.359099597	0	2276.707153	1444.04335	BRSV	540.2661514		574032.7859				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	8/10/21	7.43	8/13/21	NT04155	Kookaburra		CP000000	B01	JL	8/13/21	2102028	Kookaburra		EP000000	B01	JL	8/13/21	OneStep RT-ddPCR	Manual	DQ		QX 200		AP000000	A07	JL	Was A06-0005
C01-0001	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	9/12/21 7:00	9/13/21 7:00	9/13/21 7:00	MVC		17369	SARS-CoV-2 N1	13.55068684	0	878.4640503	14397.60476	SARS-CoV-2 N2	8.129475713	0	968.4371185	8637.567945					Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/17/21	6.28	9/17/21	NT04155	Halcyon		CP0013	B01	JL	9/17/21	2105033	Halcyon	F5	EP0012	A05	JL	9/24/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H1	AP0009	A01	JL	Water was very dirty with solid matter; water was colored black essentially when unsettled.
A01-0090	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/15/21 0:00	11/15/21 23:55	11/15/21 23:55	GG	9.758	11354	SARS-CoV-2 N1	37.33181953	1109.141006	0	39665.05826	SARS-CoV-2 N2	26.95592642	1229.36615	0	28640.67182	None				Human RNase P	57314.19414	53.94277096	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/16/21	7.2	11/17/21	NT04474	Halcyon		CP0037	A04	JL	11/17/21	2108255	Halcyon	K4	EP0037	A04	JL	11/22/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K4	AP0021	C04	JL	NO FLOW
C01-0025	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Confirming	Composite	10/17/21 7:00	10/18/21 7:00	10/18/21 7:00	OR			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/27/21	6.89	10/27/21	NT04474	Kookaburra		CP0029	B03	JL	10/27/21	2108255	Halcyon	D7	EP0029	A07	JL	11/1/21	OneStep RT-ddPCR	CHECK	ABS	58477038	QX 200	D7	AP0015	D07	JL	
A03-0080	Sample	Sample	K-12	Monongalia	MountainviewES-01	Pass	Rejected: No Flow	Complete	Composite	11/10/21 6:00	11/10/21 14:00	11/11/21 9:40	BL		16746	SARS-CoV-2 N1	0	0	1092.976303	0	SARS-CoV-2 N2	7.026431561	0	1279.930573	7465.583533	None				Human RNase P	40340.662	37.96768188	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/12/21	6.06	11/15/21	NT04474	Halcyon		CP0035	B06	LW	11/15/21	2108255	Halcyon	D4	EP0035	B04	JL	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D4	AP0022	F04	JL	
K01-0034	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
A03-0002	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Rejected: No Flow	Complete	Composite	9/20/21 6:00	9/20/21 14:00	9/21/21 9:00	BL		16149	SARS-CoV-2 N1	0	0	878.4640503	0	SARS-CoV-2 N2	0	0	968.4371185	0					Human RNase P	20133.19053	18.9488852	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/21/21	8.62	9/24/21		Halcyon		CP0016	B04	JL	9/24/21	XXXXXX	Halcyon	I2	EP0016	A10	JL	9/24/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I2	AP0009	B02	JL	
A03-0076	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	11/10/21 6:00	11/10/21 14:00	11/11/21 9:50	BL		11042	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	4.262188375	0	1109.431686	4528.575148	None				Human RNase P	4528.575148	4.262188375	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/12/21	6.83	11/15/21	NT04474	Halcyon		CP0035	B05	LW	11/15/21	2108255	Halcyon	D3	EP0035	B03	JL	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D3	AP0023	H07	JL	
A01-0122	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	12/10/21 0:00	12/11/21 0:00	12/11/21 0:00	GG	12.3	17937	SARS-CoV-2 N1	51.215147972107	0	368.726463317872	91226.9823253156	SARS-CoV-2 N2	43.3286333084106	0	319.80276107788	77179.1280806064	None				Human RNase P	51436.9580894708	28.8768887519836	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/14/21		2021-12-15	NT04474	Halcyon		CP0049	A01	AJ	2021-12-15	2108255	Halcyon	NAB_17 K1	EP0049	A01	AJ	2021-12-21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	NAB_17 K1	AP0028	A01	JL	
H01-0063	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
K01-0046	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
A1055	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	5/24/21 0:00	5/24/21 23:55	5/24/21 23:55	EL	7.396	15989	SARS-CoV-2 N1	2.94			6982.5	SARS-CoV-2 N2	2.94			6982.5	BRSV			311932.5			131.34	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	5/28/21	6.88				pH - 6.88				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
L01-0034	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A1074	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	6/20/21 0:00	6/20/21 23:55	6/20/21 23:55	EL	7.122	10295	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	4.57			10853.75	BRSV			206648.75			87.01	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	6/25/21	6.47	7/7/21			pH - 6.47				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
