Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0456	1.1	A02-0456	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Processing	Composite	04/13/2022 09:00 AM	04/14/2022 09:00 AM	04/14/2022 11:06 AM	GZ		7672	SARS-CoV-2 N1	0	0	60.10069847	0	SARS-CoV-2 N2	0	0	36.04199409	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/18/2022	7.19	4/18/22	NT04473	Halcyon		CP000120	A05	AJ	4/18/22	2108255	Halcyon	D5	EP000121	A05	AJ	4/19/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	D5	AP0066	A05	JL	
A02-0456	1.2	A02-0456	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Processing	Composite	04/13/2022 09:00 AM	04/14/2022 09:00 AM	04/14/2022 11:06 AM	GZ		5217	SARS-CoV-2 N1	0	0	82.14226723	0	SARS-CoV-2 N2	0	0	74.92531776	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/18/2022	7.19	4/18/22	NT04473	Halcyon		CP000120	A05	AJ	4/18/22	2108255	Halcyon	D5	EP000121	A05	AJ	4/21/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A5	AP0068	G02	JL	
A03-0102	1.1	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Processing	Complete	Composite	10/20/2021 06:00 AM	10/20/2021 02:00 PM	10/21/2021 01:55 PM	BL		12953	SARS-CoV-2 N1	0	0	368.7264633	0	SARS-CoV-2 N2	0	0	319.8027611	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	10/22/2021		12/15/21	NT04474	Halcyon		CP0049	D03	AJ	12/15/21	2108255	Halcyon	NAB_14 J1	EP0049	C01	AJ	12/21/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	NAB_14 J1	AP0028	G01	JL	
E02-0115	1.1	E02-0115	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	04/26/2022 08:00 AM	04/27/2022 08:00 AM	04/27/2022 08:00 AM		0.114	16475	SARS-CoV-2 N1	0	0	31.75266504	0	SARS-CoV-2 N2	2.856551111	0	30.3712225	5088.231666					Human RNase P	20356.63415	11.42828584	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/29/2022	6.6	4/29/22	NT04473	Kookaburra		CP000132	B02	AJ	4/29/22	2108255	Kookaburra	C8	EP0000132	A08	AJ	5/2/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C8	AP0074	A08	JL	
R01-0058	1.2	R01-0058	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	06/13/2022 09:00 AM	06/14/2022 08:30 AM	06/14/2022 08:45 AM		0.134	10968	SARS-CoV-2 N1	0	0	117.91332244873	0	SARS-CoV-2 N2	0	0	172.757110595703	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/15/2022	7.1	2022-06-15	NT04473	Halcyon		CP000167	B02	AJ	2022-06-14	2108255	Halcyon	C8	EP000168	A08	AJ	2022-06-20	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C8	AP0092	B07	JL	
R01-0058	1.1	R01-0058	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	06/13/2022 09:00 AM	06/14/2022 08:30 AM	06/14/2022 08:45 AM		0.134	18235	SARS-CoV-2 N1	5.16193985939026	0	146.874227523804	9194.7053745389	SARS-CoV-2 N2	6.45260155200958	0	184.92654800415	11493.6965145171					Human RNase P	13792.8139977157	7.74333417415618	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/15/2022	7.1	2022-06-15	NT04473	Halcyon		CP000167	B02	AJ	2022-06-14	2108255	Halcyon	C8	EP000168	A08	AJ	2022-06-15	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C8	AP0091	H01	JL	
A01-0075	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	10/28/2021 12:00 AM	10/28/2021 11:55 PM	10/28/2021 11:55 PM	GG	7.845	10153	SARS-CoV-2 N1	30.14659166	0	1040.980072	32030.75364	SARS-CoV-2 N2	25.5061388	0	1205.935364	27100.27248	None				Human RNase P	7388.070859	6.953478456	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/2021	6.71	11/2/21	NT04474	Kookaburra		CP0031	B02	JL	11/2/21	21108255	Kookaburra	F6	EP0031	A06	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F6	AP0016	A06	JL	
R02-0109	1.1	Sample	Sample	WWTP	Randolph	ElkinsWWTP-01	Pass	Processing	Complete	Composite	07/21/2022 06:00 AM	07/22/2022 06:00 AM	07/22/2022 06:00 AM		1.89	19773	SARS-CoV-2 N1	69.1200828552246	0	174.335155487061	123120.147585869	SARS-CoV-2 N2	42.878212928772	0	166.67293548584	76376.8167793751					Human RNase P	4239.50701486318	2.3800741136074	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/27/2022		2022-07-27	NT04473	Halcyon		CP0195	D05	AJ	2022-07-27	NT04473	Halcyon		EP0196	C07	AJ	2022-07-28	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H7	AP0103	G04	JL	
A02-0187	1.1	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Processing	Composite	10/23/2021 10:00 AM	10/25/2021 10:00 AM	10/25/2021 10:00 AM	CA			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.46	10/25/21	NT04474	Halcyon		CP0028	B04	JL	10/25/21	2108255	Halcyon	B2	EP0028	B02	JL	11/1/21	OneStep RT-ddPCR	CHECK	ABS	58477038	QX 200	B2	AP0015	B02	JL	
L01-0059	1.1	L01-0059	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	03/29/2022 09:00 AM	03/30/2022 09:00 AM	03/30/2022 09:00 AM		0.303	17530	SARS-CoV-2 N1	0	0	0	0	SARS-CoV-2 N2	0	0	0	0	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/06/2022	7.05	4/6/22	NT04473	Halcyon		CP000113	A05	AJ	4/6/22	2110258	Kookaburra	G5	EP000114	A05	AJ	4/7/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	G5	AP0062	A05	JL	
A02-0365	1.1	A02-0365	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)		Processing	Complete	Composite	02/21/2022 09:00 AM	02/23/2022 09:00 AM	02/23/2022 09:57 AM	GZ		16302	SARS-CoV-2 N1	20.21551132	0	433.4650803	36008.87954	SARS-CoV-2 N2	12.99369335	0	449.5413208	23145.01628					Human RNase P	190684.0342	107.0506859	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																						6.83	2/23/22	NT04473	Halcyon		CP000083	D05	AJ	2/23/22	2108255	Halcyon	C7	EP000084	C07	AJ	2/24/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX One	C7	AP0048	C07	JL	
E01-0061	1.1	E01-0061	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	02/09/2022 09:40 AM	02/10/2022 09:40 AM	02/10/2022 09:45 AM		3.136	16471	SARS-CoV-2 N1	223.9136124	0	207.9195595	398846.122	SARS-CoV-2 N2	163.4192657	0	249.3927956	291090.5671					Human RNase P	12724.82838	7.143763304	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/17/2022	6.61	2/18/22	NT04473	Kookaburra		CP0080	C03	AJ	2/18/22	2108255	Halcyon	F7	EP0081	B07	AJ	2/22/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F7	AP0047	B07	JL	
E01-0134	1.1	E01-0134	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	06/30/2022 08:30 AM	07/01/2022 08:30 AM	07/01/2022 09:00 AM		2.134	18362	SARS-CoV-2 N1	268.0562210083	0	228.802185058594	477475.143671034	SARS-CoV-2 N2	248.622741699218	0	265.484409332276	442859.258651732					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/07/2022	7.11	2022-07-07	NT04473	Kookaburra		CP000182	B06	AJ	2022-07-07	2108255	Kookaburra	K4	EP000182	B04	AJ	2022-07-11	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K4	AP0098	D02	JL	
M03-0055	1.1	M03-0055	Sample	WWTP	Marion	ManningtonWWTP-01	Pass	Processing	Complete	Composite	04/21/2022 11:00 AM	04/22/2022 11:00 AM	04/22/2022 11:00 AM		0.225	15035	SARS-CoV-2 N1	1.565027833	0	60.42012691	2787.705828	SARS-CoV-2 N2	4.695395827	0	51.98009491	8363.673817					Human RNase P	2787.705828	1.565027833	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/27/2022	7.08	4/27/22	NT04473	Halcyon		CP000129	A04	AJ	4/27/22	2108255	Halcyon	F4	EP000130	A04	AJ	4/28/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F4	AP0072	A04	JL	
R01-0090	1.1	Sample	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	07/21/2022 09:00 AM	07/22/2022 08:30 AM	07/22/2022 08:30 AM		0.113	16755	SARS-CoV-2 N1	11.2372577190399	0	174.335155487061	20016.3653120399	SARS-CoV-2 N2	16.857898235321	0	166.67293548584	30028.1312316656					Human RNase P	2501.52277294546	1.40436366200447	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/27/2022		2022-07-27	NT04473	Kookaburra		CP0196	C05	AJ	2022-07-27	NT04473	Halcyon		EP0196	F01	AJ	2022-07-28	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K1	AP0103	A07	JL	
A03-0238	1.1	A03-0238	Sample	K-12	Monongalia	NorthES-01	Pass	Processing	Complete	Composite	02/09/2022 06:00 AM	02/09/2022 02:00 PM	02/10/2022 09:38 AM	Gz		14872	SARS-CoV-2 N1	0	0	207.9195595	0	SARS-CoV-2 N2	0	0	249.3927956	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/10/2022	7.76	2/18/22	NT04473	Halcyon		CP0081	C03	AJ	2/18/22	2108255	Halcyon	I3	EP0081	E03	AJ	2/22/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	I3	AP0047	H03	JL	
C01-0056	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	12/09/2021 07:00 AM	12/10/2021 07:00 AM	12/10/2021 07:00 AM		6.696	18316	SARS-CoV-2 N1	51.44167423	0	368.7264633	91630.48223	SARS-CoV-2 N2	51.44167423	0	319.8027611	91630.48223	None				Human RNase P	43499.49941	24.4207716	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	12/14/2021	6.81	12/15/21	NT04474	Halcyon		CP0049	B04	AJ	12/15/21	2108255	Halcyon	K8	EP0049	A08	AJ	12/21/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K8	AP0028	A08	JL	
L01-0005	1.1	SAMPLE	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	02/04/2022 09:10 AM	02/05/2022 09:10 AM	02/05/2022 09:10 AM		0.328	16656	SARS-CoV-2 N1	178.6729431	0	299.8709679	318261.1799	SARS-CoV-2 N2	202.8838158	0	334.8871231	361386.7968					Human RNase P	5032.934742	2.825507224	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	02/09/2022	7.16	2/10/22	NT04474	Halcyon		CP000074	D06	AJ	2/10/22	2108255	Halcyon	B8	EP000074	C08	AJ	2/16/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	B8	AP000045	A08	JL	
A04-0054	1.1	A04-0054	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	04/11/2022 08:00 AM	04/12/2022 08:00 AM	04/12/2022 08:00 AM		0.758	13618	SARS-CoV-2 N1	43.23512077	0	95.19289017	77012.55888	SARS-CoV-2 N2	12.09782839	0	110.6279945	21549.25682					Human RNase P	9234.038461	5.184021592	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	04/12/2022	7.16	4/13/22	NT04473	Kookaburra		CP000119	A01	JL	4/13/22	2110258	Kookaburra	NAB 34 J1	EP000119	A01	AJ	4/14/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	NAB 34 J1	AP0064	D01	JL	
E01-0018	1.1	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	12/08/2021 09:30 AM	12/09/2021 09:30 AM	12/09/2021 09:30 AM	TS	1.653	16022	SARS-CoV-2 N1	83.8576889	0	368.7264633	149371.5084	SARS-CoV-2 N2	52.92796612	0	319.8027611	94277.93965	None				Human RNase P	23549.61187	13.22083473	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/16/2021	7.06	12/16/21	NT04474	Halcyon		CP0050	B01	AJ	12/16/21	2108355	Halcyon	A6	EP0050	A06	AJ	12/21/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A6	AP0028	C06	JL	
L01-0149	1.1	L01-0149	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	06/10/2022 09:00 AM	06/11/2022 09:00 AM	06/11/2022 09:00 AM		0.207	20306	SARS-CoV-2 N1	592.563972473144	0	146.874227523804	1055504.57596779	SARS-CoV-2 N2	569.99713897705	0	184.92654800415	1015307.40380287					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/15/2022	7.51	2022-06-14	NT04473	Kookaburra		CP0000168	A06	AJ	2022-06-14	2108255	Halcyon	F6	EP000168	D06	AJ	2022-06-15	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F6	AP0091	F04	JL	
L01-0110	1.1	L01-0110	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	05/15/2022 09:00 AM	05/16/2022 09:00 AM	05/16/2022 09:00 AM		0.395	17196	SARS-CoV-2 N1	4.10527974367142	0	10.0329482555389	7312.52954341472	SARS-CoV-2 N2	10.9490048885345	0	15.7679808139801	19502.9149577021					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	05/18/2022	7.27	2022-05-18	NT04473	Kookaburra		CP000146	D01	AJ	2022-05-18	2108255	Halcyon	I3	EP000146	F03	AJ	2022-05-19	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	I3	AP0082	C06	JL	
A02-0178	1.1	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	10/18/2021 09:49 AM	10/20/2021 09:40 AM	10/20/2021 09:40 AM	CA		16471	SARS-CoV-2 N1	0	0	2152.007294	0	SARS-CoV-2 N2	0	0	2493.552246	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/2021		10/20/21	NT04474	Halcyon		CP0027	C03	JL	10/20/21	2108255	Halcyon	L3	EP0027	B03	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	L3	AP0014	C07	JL	
K01-0044	1.1	K01-0044	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	02/24/2022 06:24 AM	02/25/2022 06:24 AM	02/25/2022 06:46 AM		8.424	14489	SARS-CoV-2 N1	109.0569973	0	373.429451	194257.7764	SARS-CoV-2 N2	87.85712242	0	425.8745956	156495.4993					Human RNase P	26042.0366	14.62009072	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/04/2022	7.11	3/4/22	NT04473	Halcyon		CP000089	A01	AJ	3/4/22	2110285	Kookaburra	NAB 27 G1	EP000090	A01	AJ	3/9/22	OneStep RT-ddPCR	Manual	DQ	58477039	QX 200	NAB 27 G1	AP0051	A01	JL	
E02-0051	1.1	E02-0051	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	03/31/2022 08:00 AM	04/01/2022 08:00 AM	04/01/2022 08:00 AM		0.196	14556	SARS-CoV-2 N1	8.083764315	0	0	14399.20519	SARS-CoV-2 N2	16.17030621	0	0	28803.35793	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/08/2022	6.51	4/8/22	NT04473	Halcyon		CP000115	C04	AJ	4/8/22	2110258	Halcyon	B8	EP000116	B08	AJ	4/11/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	B8	AP0063	B08	JL	
M04-0034	1.1	M04-0034	Sample	WWTP	Marion	FarmingtonWWTP-01	Pass	Processing	Complete	Composite	03/28/2022 10:00 AM	03/29/2022 10:00 AM	03/29/2022 10:00 AM		0.098	12916	SARS-CoV-2 N1	0	0	465.9441757	0	SARS-CoV-2 N2	0	0	440.8116531	0					Human RNase P	6490.400936	3.643733859	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/30/2022	7.26	3/30/22	NT04473	Kookaburra		CP000108	C01	AJ	3/30/22	2110258	Halcyon	F5	EP000108	E05	AJ	3/31/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F5	AP0059	E05	JL	
A04-0007	1.1	G	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	02/02/2022 09:00 AM	02/03/2022 09:00 AM	02/03/2022 09:00 AM		0.659	14945	SARS-CoV-2 N1	234.1726685	0	458.9422607	417120.0657	SARS-CoV-2 N2	226.223278	0	522.8712845	402960.214					Human RNase P	16829.7812	9.448298216	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/04/2022	7.18	2/7/22	NT04474	Kookaburra		CP000072	B04	AJ	2/7/22	2108255	Kookaburra	G2	EP000072	B02	AJ	2/10/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	G2	AP0042	D02	JL	
R01-0027	1.1	R01-0027	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	04/04/2022 09:00 AM	04/05/2022 08:30 AM	04/05/2022 08:45 AM		0.179	11325	SARS-CoV-2 N1	2.077744007	0	0	3700.981513	SARS-CoV-2 N2	2.077744007	0	0	3700.981513	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/06/2022	6.84	4/6/22	NT04473	Kookaburra		CP000114	C02	AJ	4/6/22	2110258	Kookaburra	K6	EP000114	E06	AJ	4/7/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	K6	AP0062	E06	JL	
L01-0096	1.1	L01-0096	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	04/20/2022 09:00 AM	04/21/2022 09:00 AM	04/20/2022 09:00 AM		0.31	16376	SARS-CoV-2 N1	0	0	60.42012691	0	SARS-CoV-2 N2	0	0	51.98009491	0					Human RNase P	2559.418757	1.436866671	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/27/2022	7.24	4/27/22	NT04473	Halcyon		CP000129	D05	AJ	4/27/22	2108255	Halcyon	H7	EP000130	C07	AJ	4/28/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H7	AP0072	C07	JL	
A01-0309	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	07/18/2022 12:00 AM	07/19/2022 12:00 AM	07/19/2022 12:00 AM		8.2	15710	SARS-CoV-2 N1	153.267030715942	0	100	273006.898462772	SARS-CoV-2 N2	153.267030715942	0	100	273006.898462772					Human RNase P	40036.7141515016	22.4767518043518	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/20/2022		2022-07-20	NT04473	Halcyon		CP000191	A02	AJ	2022-07-20	2108255	Halcyon	I2	EP000192	D02	AJ	2022-07-25	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	I2	AP0102	B05	JL	
A03-0035	1.1	Sample	Sample	K-12	Monongalia	CheatLakeES-01	Pass	Rejected: No Flow	Complete	Grab	09/30/2021 12:00 PM	09/30/2021 12:00 PM	09/30/2021 12:00 PM	BL		15054	SARS-CoV-2 N1	31.60509348	0	1593.187866	33580.41182	SARS-CoV-2 N2	26.33495331	0	2077.493896	27980.88789					Human RNase P	13054.27678	12.28637815	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/06/2021	8.56	10/7/21	NT04474	Halcyon		CP0021	D04	JL	10/7/21	2108052	Halcyon	I8	EP0021	B08	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	I8	AP0012	H03	JL	
A01-0287	1.1	A01-0287	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	06/22/2022 12:00 AM	06/23/2022 12:00 AM	06/23/2022 12:00 AM		9.1	18898	SARS-CoV-2 N1	116.077756881714	0	135.241823196411	206763.504445553	SARS-CoV-2 N2	101.067762374878	0	165.256328582764	180026.951730251					Human RNase P	8872.09220789373	4.98082369565964	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022	7.38	2022-06-29	NT04473	Halcyon		CP000178	A02	AJ	2022-06-29	2108255	Kookaburra	K2	EP000178	G02	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K2	AP0095	B07	JL	
