Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A0024	13430	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				23962.8	SARS-CoV-2 N2				7980																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.8				MS	Human RNase P	39968.4	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0024	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/23/20 0:00	Composite	11/23/20 23:59	11/23/20 0:00	TD	11/30/20		StarCityWWTP-01	Available
A0040	11665	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				81396	SARS-CoV-2 N2				81396																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4.2				AT	Human RNase P	15246	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0040	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/14/20 0:00	Composite	12/14/20 11:59	12/14/20 12:00	TD	12/18/20		StarCityWWTP-01	Available
A0048	16737	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				35424	SARS-CoV-2 N2				50616																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				6				MS	Human RNase P	10116	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0048	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/24/20 0:00	Composite	12/24/20 11:59	12/24/20 12:00	TD	1/7/21		StarCityWWTP-01	Available
A01-0046																																																																															Monongalia County																Pass	JT	09/02/2021 11:55 PM	Composite	09/02/2021 11:55 PM	09/02/2021 12:00 AM	JL	09/02/2021	6.74	StarCityWWTP-01	
A01-0010	18269	OneStep RT-ddPCR	None			08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H6	AP000000	A06	JL	SARS-CoV-2 N1		0	99.91557173	47941.2756	SARS-CoV-2 N2		0	99.91831254	56169.02781																																				Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.99	CP000000	A06	JL						Monongalia County	Primary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP000000	A06	JL		Pass	Pass	Pass	Pass	GG	08/19/2021 11:59 PM	Composite	08/19/2021 11:59 PM	08/19/2021 12:01 AM	Jl	08/20/2021	6.99	StarCityWWTP-01	
A02-0015	21184	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B04	JL	SARS-CoV-2 N1		0	99.94874319	105253.34692	SARS-CoV-2 N2		0	99.95073014	76826.7622	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B06	JL			Eric Lundstrum		8/16/21 10:33	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A12	JL		Pass	Pass	Pass	Pass	Alexander Brun	08/16/2021 10:15 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.18	CollegePark-02	
A02-0079																																																																															WVU Morgantown																Pass	EL	09/03/2021 10:33 AM	Grab	09/03/2021 10:00 PM	09/01/2021 10:00 PM	JL	09/03/2021	7.98	NorthHighSt-02 (MUB)	
A0049	16890	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				60192	SARS-CoV-2 N2				33456																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				8				MS	Human RNase P	26736	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0049	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/28/20 0:00	Composite	12/28/20 11:59	12/28/20 12:00	TD	1/14/21		StarCityWWTP-01	Available
A1009	14514	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				30639	SARS-CoV-2 N2				34062																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.5				TD	Human RNase P	115878	Josh Lambert	3/19/21 15:34	3/19/21 15:34	Monongalia County	A1009	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	3/18/21 11:59	Composite	3/18/21 11:59	3/18/21 12:01	JL	3/19/21		StarCityWWTP-01	Available
A0439	13221	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				34176	SARS-CoV-2 N2				29904																																				CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	21360	Mathilda Santee	3/3/21 11:44	3/3/21 11:44	Monongalia County	A0439		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/22/21 12:00	Composite	2/22/21 12:00	2/22/21 12:00				StarCityWWTP-01	Available
A1041	13729	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10290	SARS-CoV-2 N2				5130																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Human RNase P	20580	Josh Lambert	5/7/21 15:03	5/7/21 15:03	Monongalia County	A1041		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	GG	5/2/21 23:55	Composite	5/2/21 23:55	5/2/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available
A1057		OneStep RT-ddPCR	BRSV	240682.5												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.80						Josh Lambert		07/08/2021 11:31 AM		A1057	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/26/2021 11:55 PM	Composite	05/26/2021 11:55 PM	05/26/2021 12:00 AM	JL	05/28/2021	6.8	StarCityWWTP-01	Available
A1070		OneStep RT-ddPCR	BRSV	190332.5												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.37						Josh Lambert		07/09/2021 11:47 AM		A1070	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/14/2021 11:55 PM	Composite	06/14/2021 11:55 PM	06/14/2021 12:00 AM	JL	06/18/2021	6.37	StarCityWWTP-01	Available
A02-0014	19433	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B03	JL	SARS-CoV-2 N1		0	99.94874319	33470.65294	SARS-CoV-2 N2		0	99.95073014	32182.49166	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B05	JL			Eric Lundstrum		8/16/21 10:05	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A11	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	08/16/2021 10:05 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.83	NorthHighSt-02 (MUB)	
A04-0009	18412	OneStep RT-ddPCR	BRSV			08/13/2021	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1		0	99.9626002	0	SARS-CoV-2 N2		0	99.96326296	1357.84701																																				Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL			Eric Lundstrum		8/10/21 10:00	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Pass	Pass	Pass	EL	08/10/2021 10:00 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.29	NorthHighSt-02 (MUB)	
A1040	12025	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				4692	SARS-CoV-2 N2				4692																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				2				KED	Human RNase P	14088	Mathilda Santee	4/30/21 11:12	4/30/21 11:12	Monongalia County	A1040	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	Not Assessed	Not Assessed	Pass	EL	4/30/21 11:11	Composite	4/30/21 11:59	4/29/21 11:59	MVS	4/30/21		StarCityWWTP-01	Available
A0220	12903	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				43776	SARS-CoV-2 N2				52536																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	0	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0220	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/14/21 0:00	Composite	1/14/21 23:59	1/14/21 0:00	TD	1/15/21		StarCityWWTP-01	Available
A02-0089																																																																															WVU Morgantown																Pass	EL	09/08/2021 09:55 AM	Composite	09/08/2021 08:48 AM	09/06/2021 08:48 AM	JL	09/08/2021	7.26	NorthHighSt-02 (MUB)	
A0043	13397	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				60100.8	SARS-CoV-2 N2				44072.4																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				3.8				AT	Human RNase P	20018.4	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0043	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/17/20 0:00	Composite	12/17/20 11:59	12/17/20 12:00	TD	12/18/20		StarCityWWTP-01	Available
A0229	13863	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				61140	SARS-CoV-2 N2				50940																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Human RNase P	0	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0229	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/27/21 0:00	Composite	1/27/21 23:59	1/27/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A0231	15227	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				122496	SARS-CoV-2 N2				127578																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5.5				MS	Human RNase P	10197	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0231	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/31/21 0:00	Composite	1/31/21 23:59	1/31/21 0:00	TD	2/4/21		StarCityWWTP-01	Available
A1044	14661	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				4800	SARS-CoV-2 N2				4800																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Human RNase P	19260	Josh Lambert	5/7/21 15:24	5/7/21 15:24	Monongalia County	A1044		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	GG	5/5/21 23:55	Composite	5/5/21 23:55	5/5/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available
A02-0021	15351	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H1	AP0004	C03	JL	SARS-CoV-2 N1	306900	5920	239240	326081250	SARS-CoV-2 N2	306680	5920	235960	325847500																																				Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.74	CP000000	A01	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP000000	A01	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/20/2021 09:30 AM	Composite	08/20/2021 09:30 AM	08/18/2021 09:30 AM	Jl	08/20/2021	7.74	OaklandE-02	
A02-0075																																																																															WVU Morgantown																Pass	EL	09/03/2021 09:51 AM	Grab			JL	09/03/2021	8.39	OaklandE-02	
A02-0086																																																																															WVU Morgantown																Pass	EL	09/08/2021 09:10 AM	Composite	09/08/2021 08:20 PM	09/06/2021 08:20 PM	JL	09/08/2021	6.31	Evansdale-01	
A0248	13948	OneStep RT-ddPCR				11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				85080	SARS-CoV-2 N2				109416																																				CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				4				MS	Human RNase P	4056	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0248	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/10/20 0:00	Composite	11/10/20 23:59	11/10/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A1050		OneStep RT-ddPCR	BRSV	272935												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.98						Josh Lambert		07/08/2021 11:12 AM		A1050	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/17/2021 11:55 PM	Composite	05/17/2021 11:55 PM	05/17/2021 12:00 AM	JL	05/21/2021	6.98	StarCityWWTP-01	Available
A1068		OneStep RT-ddPCR	BRSV	0												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.48						Josh Lambert		07/09/2021 11:43 AM		A1068	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/10/2021 11:55 PM	Composite	06/10/2021 11:55 PM	06/10/2021 12:00 AM	JL	06/11/2021	6.48	StarCityWWTP-01	Available
A0020	12727	OneStep RT-ddPCR				11/20/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				3996	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		11/19/20 17:00	100				3.6				MS	Human RNase P	35942.4	Timothy Driscoll	11/19/20 19:22	11/19/20 19:22	Monongalia County	A0020	11/20/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/17/20 0:00	Composite	11/17/20 23:59	11/17/20 0:00	TD	11/19/20		StarCityWWTP-01	Available
A02-0023	17741	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H3	AP0004	E03	JL	SARS-CoV-2 N1	353960	5920	239240	376082500	SARS-CoV-2 N2	354020	5920	235960	376146250																																				Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A03	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H3	EP000000	A03	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/20/2021 09:56 AM	Composite	08/20/2021 09:56 AM	08/18/2021 09:56 AM	Jl	08/20/2021	7.16	NorthHighSt-02 (MUB)	
A1008	11651	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.6				TD	Human RNase P	74217.6	Josh Lambert	3/19/21 15:33	3/19/21 15:33	Monongalia County	A1008	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	3/17/21 11:59	Composite	3/17/21 11:59	3/17/21 12:01	JL	3/19/21		StarCityWWTP-01	Available
A1097		OneStep RT-ddPCR	BRSV	123143.75												SARS-CoV-2 N1				0	SARS-CoV-2 N2				4560																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1097		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/21/21 23:55	Composite	7/21/21 23:55	7/21/21 0:00	JL			StarCityWWTP-01	Available
A02-0036	12144	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L2	AP0004	B02	JL	SARS-CoV-2 N1	228400	5920	239240	242675000	SARS-CoV-2 N2	228580	5920	235960	242866250																																				Multiplex	0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A02	JL						WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L2	EP0004	A02	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/25/2021 09:13 AM	Grab			JL	08/25/2021	7.79	Evansdale-01	
A1083		OneStep RT-ddPCR	BRSV	184513.75												SARS-CoV-2 N1				4275	SARS-CoV-2 N2				8573.75																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.49						Josh Lambert		07/09/2021 12:16 PM		A1083	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	07/01/2021 11:55 PM	Composite	07/01/2021 11:55 PM	07/01/2021 12:00 AM	JL	07/09/2021	6.49	StarCityWWTP-01	Available
A02-0090																																																																															WVU Morgantown																Pass	EL	09/08/2021 10:07 AM	Composite	09/08/2021 09:00 AM	09/06/2021 09:00 AM	JL	09/08/2021	7.07	CollegePark-02	
A0246	13754	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				119184	SARS-CoV-2 N2				49296																																				CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				4				MS	Human RNase P	36960	Timothy Driscoll	11/13/20 17:12	11/13/20 17:12	Monongalia County	A0246	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/8/20 0:00	Composite	11/8/20 23:59	11/8/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A02-0084																																																																															WVU Morgantown																Pass	EL	09/06/2021 08:48 AM	Composite	09/06/2021 08:48 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.89	NorthHighSt-02 (MUB)	
A0236	11600	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				6090	SARS-CoV-2 N2				48690																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Human RNase P	12180	Timothy Driscoll	2/24/21 10:39	2/24/21 10:39	Monongalia County	A0236	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/7/21 8:00	Composite	2/7/21 11:55	2/7/21 12:00	TD	2/11/21		StarCityWWTP-01	Available
A1065		OneStep RT-ddPCR	BRSV	274645												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.33						Josh Lambert		07/09/2021 11:37 AM		A1065	06/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/07/2021 11:55 PM	Composite	06/07/2021 11:55 PM	06/07/2021 12:00 AM	JL	06/11/2021	6.33	StarCityWWTP-01	Available
A1069		OneStep RT-ddPCR	BRSV	371165												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.42						Josh Lambert		07/09/2021 11:45 AM		A1069	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/13/2021 11:55 PM	Composite	06/13/2021 11:55 PM	06/13/2021 12:00 AM	JL	06/18/2021	6.42	StarCityWWTP-01	Available
A0101	13937	OneStep RT-ddPCR				11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				8517.6	SARS-CoV-2 N2				12776.4																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				4.2				MS	Human RNase P	17010	Timothy Driscoll	11/9/20 16:54	11/9/20 16:54	Monongalia County	A0101	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/2/20 0:00	Composite	11/2/20 23:59	11/2/20 0:00	TD	11/9/20		StarCityWWTP-01	Available
A1042	14297	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Human RNase P	39510	Josh Lambert	5/7/21 15:21	5/7/21 15:21	Monongalia County	A1042		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	GG	5/3/21 23:55	Composite	5/3/21 23:55	5/3/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available
A1106	18310	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A02	JL	SARS-CoV-2 N1		0	99.9626002	1185.207039	SARS-CoV-2 N2		0	99.96326296	1630.482818																																				Multiplex	0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL								8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL		Pass	Pass	Pass											
A02-0037	19154	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L3	AP0004	C02	JL	SARS-CoV-2 N1	382840	5920	239240	406767500	SARS-CoV-2 N2	382700	5920	235960	406618750																																				Multiplex	0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A03	JL						WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0004	A03	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/25/2021 09:24 AM	Composite	08/23/2021 09:35 AM	08/25/2021 09:35 AM	JL	08/25/2021	7.43	OaklandE-02	
A1080		OneStep RT-ddPCR	BRSV	158080												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.40						Josh Lambert		07/09/2021 12:12 PM		A1080	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/28/2021 11:55 PM	Composite	06/28/2021 11:55 PM	06/28/2021 12:00 AM	JL	07/09/2021	6.4	StarCityWWTP-01	Available
A02-0062																																																																															WVU Morgantown																Pass	EL	08/30/2021 10:04 AM	Grab			JL	08/30/2021	7.45	HonorsSummit-01 (MUB)	
A02-0017	3089	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	G2	AP0004	A03	JL	SARS-CoV-2 N1	61780	5920	239240	65641250	SARS-CoV-2 N2	61780	5920	235960	65641250																																				Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL			Eric Lundstrum		8/18/21 9:38	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL		Fail: Droplet Counts Below Threshold	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/18/2021 09:38 AM	Composite	08/18/2021 09:38 AM	08/16/2021 09:41 AM	JL	08/18/2021	7.15	OaklandE-02	
A1049		OneStep RT-ddPCR	BRSV	185321.25												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		06/04/2021	10				0.95	pH -  6.58						Mathilda Santee		06/04/2021 09:12 AM		A1049		0.4			Thermo MagMax Microbiome Ultra	0.05					Monongalia County					EL	05/16/2021 11:55 PM	Composite	05/16/2021 11:59 PM	05/16/2021 12:00 AM	MVS	06/04/2021	6.58	StarCityWWTP-01	Available
