assay_id	extraction_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_target	assay_target_category	assay_target_genetic_locus	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_calculated_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
A02-0494.a3	A02-0494.e1	AP77	F02	5	Human	Internal Control	RNase P	RNA	HEX	12513	0	1.880472451	
A02-0495.a1	A02-0495.e1	AP77	F01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12567	0	9.363449216	
A02-0495.a2	A02-0495.e1	AP77	F01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12567	0	13.10987353	
A02-0495.a3	A02-0495.e1	AP77	F01	5	Human	Internal Control	RNase P	RNA	HEX	12567	0	18.73062611	
A02-0496.a1	A02-0496.e1	AP79	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A02-0496.a2	A02-0496.e1	AP79	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A02-0497.a1	A02-0497.e1	AP79	A07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A02-0497.a2	A02-0497.e1	AP79	A07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A02-0498.a1	A02-0498.e1	AP79	A08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A02-0498.a2	A02-0498.e1	AP79	A08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A02-0499.a1	A02-0499.e1	AP79	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A02-0499.a2	A02-0499.e1	AP79	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A02-0500.a1	A02-0500.e1	AP79	B02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A02-0500.a2	A02-0500.e1	AP79	B02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A02-0501.a1	A02-0501.e1	AP79	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A02-0501.a2	A02-0501.e1	AP79	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A02-0501.a2.a1	A02-0501.e1	AP80	F08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11772	0	180.5796432	
A02-0501.a2.a2	A02-0501.e1	AP80	F08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11772	0	144.3526745	
A02-0501.a2.a3	A02-0501.e1	AP80	F08	5	Human	Internal Control	RNase P	RNA	HEX	11772	0	42.01146126	
A02-0501.a3.a1	A02-0501.e1	AP81	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14487	0	0	
A02-0501.a3.a2	A02-0501.e1	AP81	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14487	0	0	
A02-0501.a3.a3	A02-0501.e1	AP81	A04	5	Human	Internal Control	RNase P	RNA	HEX	14487	0	0	
A02-0505.a1	A02-0505.e1	AP84	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16605	0	1.417050213	
A02-0505.a2	A02-0505.e1	AP84	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16605	0	1.417050213	
A02-0505.a3	A02-0505.e1	AP84	A04	5	Human	Internal Control	RNase P	RNA	HEX	16605	0	1.417050213	
A02-0511.a1	A02-0511.e1	AP85	F06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19031	0	0	
A02-0511.a2	A02-0511.e1	AP85	F06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19031	0	0	
A02-0511.a3	A02-0511.e1	AP85	F06	5	Human	Internal Control	RNase P	RNA	HEX	19031	0	2.472875565	
A02-0516.a1	A02-0516.e1	AP85	G06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10457	0	96.95425034	
A02-0516.a2	A02-0516.e1	AP85	G06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10457	0	56.32012844	
A02-0516.a2.a1	A02-0516.e1	AP87	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	7418	0	159.1336536	
A02-0516.a2.a2	A02-0516.e1	AP87	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	7418	0	143.1717682	
A02-0516.a2.a3	A02-0516.e1	AP87	A05	5	Human	Internal Control	RNase P	RNA	HEX	7418	0	12.69116163	
A02-0516.a3	A02-0516.e1	AP85	G06	5	Human	Internal Control	RNase P	RNA	HEX	10457	0	0	
A02-0521.a1	A02-0521.e1	AP85	G03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20169	0	1.166641563	
A02-0521.a2	A02-0521.e1	AP85	G03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20169	0	3.500098586	
A02-0521.a3	A02-0521.e1	AP85	G03	5	Human	Internal Control	RNase P	RNA	HEX	20169	0	0	
A02-0525.a1	A02-0525.e1	AP85	H06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16987	0	894.9877167	
A02-0525.a2	A02-0525.e1	AP85	H06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16987	0	851.8619537	
A02-0525.a3	A02-0525.e1	AP85	H06	5	Human	Internal Control	RNase P	RNA	HEX	16987	0	12.46958375	
A02-0526.a1	A02-0526.e1	AP85	H03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20429	0	0	
A02-0526.a2	A02-0526.e1	AP85	H03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20429	0	0	
A02-0526.a3	A02-0526.e1	AP85	H03	5	Human	Internal Control	RNase P	RNA	HEX	20429	0	0	
A02-0529.a1	A02-0529.e1	AP82	H06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14571	0	4036.471863	
A02-0529.a2	A02-0529.e1	AP82	H06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14571	0	4196.124268	
A02-0529.a3	A02-0529.e1	AP82	H06	5	Human	Internal Control	RNase P	RNA	HEX	14571	0	11.30639315	
A02-0530.a1	A02-0530.e1	AP80	F03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12205	0	27.00539351	
A02-0530.a2	A02-0530.e1	AP80	F03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12205	0	27.00539351	
A02-0530.a3	A02-0530.e1	AP80	F03	5	Human	Internal Control	RNase P	RNA	HEX	12205	0	7.7126652	
A02-0531.a1	A02-0531.e1	AP83	G05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19499	0	1.206729263	
A02-0531.a2	A02-0531.e1	AP83	G05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19499	0	1.206729263	
A02-0531.a3	A02-0531.e1	AP83	G05	5	Human	Internal Control	RNase P	RNA	HEX	19499	0	2.413520515	
A02-0532.a1	A02-0532.e1	AP83	H05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18039	0	11.74219966	
A02-0532.a2	A02-0532.e1	AP83	H05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18039	0	14.35237408	
A02-0532.a3	A02-0532.e1	AP83	H05	5	Human	Internal Control	RNase P	RNA	HEX	18039	0	2.60887146	
A02-0536.a1	A02-0536.e1	AP80	F04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12325	0	1.909157485	
A02-0536.a2	A02-0536.e1	AP80	F04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12325	0	0	
A02-0536.a3	A02-0536.e1	AP80	F04	5	Human	Internal Control	RNase P	RNA	HEX	12325	0	80.3182888	
A02-0537.a1	A02-0537.e1	AP80	F05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13087	0	0	
A02-0537.a2	A02-0537.e1	AP80	F05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13087	0	0	
A02-0537.a3	A02-0537.e1	AP80	F05	5	Human	Internal Control	RNase P	RNA	HEX	13087	0	0	
A02-0538.a1	A02-0538.e1	AP84	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18690	0	0	
A02-0538.a2	A02-0538.e1	AP84	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18690	0	0	
A02-0538.a3	A02-0538.e1	AP84	B04	5	Human	Internal Control	RNase P	RNA	HEX	18690	0	0	
A02-0539.a1	A02-0539.e1	AP81	E01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18636	0	18.94630194	
A02-0539.a2	A02-0539.e1	AP81	E01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18636	0	16.41924739	
A02-0539.a3	A02-0539.e1	AP81	E01	5	Human	Internal Control	RNase P	RNA	HEX	18636	0	2.525292337	
A02-0540.a1	A02-0540.e1	AP81	F01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17754	0	9.278943539	
A02-0540.a2	A02-0540.e1	AP81	F01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17754	0	10.60480595	
A02-0540.a3	A02-0540.e1	AP81	F01	5	Human	Internal Control	RNase P	RNA	HEX	17754	0	33.15589905	
A02-0541.a1	A02-0541.e1	AP81	G01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17609	0	1843.527832	
A02-0541.a2	A02-0541.e1	AP81	G01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17609	0	1754.100647	
A02-0541.a3	A02-0541.e1	AP81	G01	5	Human	Internal Control	RNase P	RNA	HEX	17609	0	22.72662878	
A02-0544.a1	A02-0544.e1	AP84	C04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16389	0	2.871541679	
A02-0544.a2	A02-0544.e1	AP84	C04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16389	0	2.871541679	
A02-0544.a3	A02-0544.e1	AP84	C04	5	Human	Internal Control	RNase P	RNA	HEX	16389	0	0	
A02-0546.a1	A02-0546.e1	AP81	H01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17345	0	0	
A02-0546.a2	A02-0546.e1	AP81	H01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17345	0	2.713262439	
A02-0546.a3	A02-0546.e1	AP81	H01	5	Human	Internal Control	RNase P	RNA	HEX	17345	0	0	
A02-0550.a1	A02-0550.e1	AP80	F06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	6292	0	3.739872873	
A02-0550.a2	A02-0550.e1	AP80	F06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	6292	0	0	
A02-0550.a3	A02-0550.e1	AP80	F06	5	Human	Internal Control	RNase P	RNA	HEX	6292	0	3.739872873	
A02-0551.a1	A02-0551.e1	AP84	D03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17889	0	1.31533727	
A02-0551.a2	A02-0551.e1	AP84	D03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17889	0	2.630748153	
A02-0551.a3	A02-0551.e1	AP84	D03	5	Human	Internal Control	RNase P	RNA	HEX	17889	0	1.31533727	
A0205.a1	A0205.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17242	0		29484
A0205.a2	A0205.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17242	0		29484
A0205.a3	A0205.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	17242	0		4896
A0206.a1	A0206.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15486	0		51072
A0206.a2	A0206.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15486	0		62016
A0206.a3	A0206.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	15486	0		7296
A0207.a1	A0207.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15701	0		3600
A0207.a2	A0207.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15701	0		21576
A0207.a3	A0207.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	15701	0		14400
A0212.a1	A0212.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16156	0		24480
A0212.a2	A0212.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16156	0		27960
A0212.a3	A0212.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16156	0		6984
A0213.a1	A0213.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15295	0		59112
A0213.a2	A0213.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15295	0		36936
A0213.a3	A0213.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	15295	0		11088
A0214.a1	A0214.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16742	0		131712
A0214.a2	A0214.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16742	0		101280
A0214.a3	A0214.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16742	0		3384
A0215.a1	A0215.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16604	0		57840
A0215.a2	A0215.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16604	0		57840
A0215.a3	A0215.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16604	0		3408
A0216.a1	A0216.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14343	0		161664
A0216.a2	A0216.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14343	0		173496
A0216.a3	A0216.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	14343	0		0
A0217.a1	A0217.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15849	0		129270
A0217.a2	A0217.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15849	0		142680
A0217.a3	A0217.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	15849	0		4440
A0218.a1	A0218.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16501	0		41088
A0218.a2	A0218.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16501	0		61632
A0218.a3	A0218.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16501	0		0
A0219.a1	A0219.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16477	0		82332
A0219.a2	A0219.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16477	0		110664
A0219.a3	A0219.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16477	0		2574
A0220.a1	A0220.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12903	0		43776
A0220.a2	A0220.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12903	0		52536
A0220.a3	A0220.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	12903	0		0
A0221.a1	A0221.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13910	0		88398
A0221.a2	A0221.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13910	0		82296
A0221.a3	A0221.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	13910	0		6084
A0222.a1	A0222.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16140	0		38496
A0222.a2	A0222.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16140	0		52512
A0222.a3	A0222.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16140	0		3504
A0223.a1	A0223.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10196	0		77592
A0223.a2	A0223.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10196	0		66504
A0223.a3	A0223.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	10196	0		11088
A0224.a1	A0224.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13877	0		44784
A0224.a2	A0224.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13877	0		44784
A0224.a3	A0224.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	13877	0		4080
A0225.a1	A0225.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16115	0		39438
A0225.a2	A0225.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16115	0		31554
A0225.a3	A0225.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16115	0		5256
A0226.a1	A0226.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12328	0		107151
A0226.a2	A0226.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12328	0		69300
A0226.a3	A0226.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	12328	0		6303
A0227.a1	A0227.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17665	0		57576
A0227.a2	A0227.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17665	0		44784
A0227.a3	A0227.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	17665	0		3192
A0228.a1	A0228.e1	MA8		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11614	0		1872270
A0228.a2	A0228.e1	MA8		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11614	0		1312800
A0228.a3	A0228.e1	MA8		5	Human	Internal Control	RNase P	RNA	HEX	11614	0		30390
A0229.a1	A0229.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13863	0		61140
A0229.a2	A0229.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13863	0		50940
A0229.a3	A0229.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	13863	0		0
A0230.a1	A0230.e1	MA8		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14435	0		156660
A0230.a2	A0230.e1	MA8		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14435	0		176250
A0230.a3	A0230.e1	MA8		5	Human	Internal Control	RNase P	RNA	HEX	14435	0		4890
A0231.a1	A0231.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15227	0		122496
A0231.a2	A0231.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15227	0		127578
A0231.a3	A0231.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	15227	0		10197
A0232.a1	A0232.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16039	0		39630
A0232.a2	A0232.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16039	0		26400
A0232.a3	A0232.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	16039	0		0
A0233.a1	A0233.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17982	0		37704
A0233.a2	A0233.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17982	0		34560
A0233.a3	A0233.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	17982	0		0
A0234.a1	A0234.e1	MA4		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18510	0		75546
A0234.a2	A0234.e1	MA4		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18510	0		51516
A0234.a3	A0234.e1	MA4		5	Human	Internal Control	RNase P	RNA	HEX	18510	0		17172
A0235.a1	A0235.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14491	0		35088
A0235.a2	A0235.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14491	0		31176
A0235.a3	A0235.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	14491	0		11688
A0236.a1	A0236.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11600	0		6090
A0236.a2	A0236.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11600	0		48690
A0236.a3	A0236.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	11600	0		12180
A0237.a1	A0237.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11622	0		497808
A0237.a2	A0237.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11622	0		390048
A0237.a3	A0237.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	11622	0		24288
A0238.a1	A0238.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11383	0		14880
A0238.a2	A0238.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11383	0		39696
A0238.a3	A0238.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	11383	0		4968
A0239.a1	A0239.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10568	0		86880
A0239.a2	A0239.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10568	0		106950
A0239.a3	A0239.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	10568	0		13350
A0240.a1	A0240.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14185	0		41796
A0240.a2	A0240.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14185	0		29880
A0240.a3	A0240.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	14185	0		11952
A0241.a1	A0241.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14527	0		43740
A0241.a2	A0241.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14527	0		72930
A0241.a3	A0241.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	14527	0		4860
A0242.a1	A0242.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12322	0		41256
A0242.a2	A0242.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12322	0		68784
A0242.a3	A0242.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	12322	0		13752
A0243.a1	A0243.e1	MA5		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15333	0		13800
A0243.a2	A0243.e1	MA5		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15333	0		4590
A0243.a3	A0243.e1	MA5		5	Human	Internal Control	RNase P	RNA	HEX	15333	0		0
A0244.a1	A0244.e1	MA2		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12491	0		66502.8
A0244.a2	A0244.e1	MA2		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12491	0		71240.4
A0244.a3	A0244.e1	MA2		5	Human	Internal Control	RNase P	RNA	HEX	12491	0		37976.4
A0245.a1	A0245.e1	MA1		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11511	0		24528
A0245.a2	A0245.e1	MA1		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11511	0		14712
A0245.a3	A0245.e1	MA1		5	Human	Internal Control	RNase P	RNA	HEX	11511	0		44160
A0246.a1	A0246.e1	MA8		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13754	0		119184
A0246.a2	A0246.e1	MA8		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13754	0		49296
A0246.a3	A0246.e1	MA8		5	Human	Internal Control	RNase P	RNA	HEX	13754	0		36960
A0247.a1	A0247.e1	MA8		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15880	0		1542888
A0247.a2	A0247.e1	MA8		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15880	0		961152
A0247.a3	A0247.e1	MA8		5	Human	Internal Control	RNase P	RNA	HEX	15880	0		71160
A0248.a1	A0248.e1	MA1		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13948	0		85080
A0248.a2	A0248.e1	MA1		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13948	0		109416
A0248.a3	A0248.e1	MA1		5	Human	Internal Control	RNase P	RNA	HEX	13948	0		4056
A0249.a1	A0249.e1	MA1		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10132	0		151837.2
A0249.a2	A0249.e1	MA1		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10132	0		132824.4
A0249.a3	A0249.e1	MA1		5	Human	Internal Control	RNase P	RNA	HEX	10132	0		61628.4
A0250.a1	A0250.e1	MA1		5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11742	0		45714
A0250.a2	A0250.e1	MA1		5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11742	0		54856.8
A0250.a3	A0250.e1	MA1		5	Human	Internal Control	RNase P	RNA	HEX	11742	0		36571.2
A03-0001.a1	A03-0001.e1	AP8	F02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	9930	0	0	
A03-0001.a2	A03-0001.e1	AP8	F02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	9930	0	0	
A03-0001.a3	A03-0001.e1	AP8	F02	5	Human	Internal Control	RNase P	RNA	HEX	9930	0	0	
A03-0002.a1	A03-0002.e1	AP9	B02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16149	0	0	
A03-0002.a2	A03-0002.e1	AP9	B02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16149	0	0	
A03-0002.a3	A03-0002.e1	AP9	B02	5	Human	Internal Control	RNase P	RNA	HEX	16149	0	18.9488852	
A03-0004.a1	A03-0004.e1	AP11	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19229	0	0	
A03-0004.a2	A03-0004.e1	AP11	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19229	0	1.591131687	
A03-0004.a3	A03-0004.e1	AP11	A04	5	Human	Internal Control	RNase P	RNA	HEX	19229	0	14.32316542	
A03-0005.a1	A03-0005.e1	AP8	D02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14939	0	15.75559974	
A03-0005.a2	A03-0005.e1	AP8	D02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14939	0	33.09895277	
A03-0005.a3	A03-0005.e1	AP8	D02	5	Human	Internal Control	RNase P	RNA	HEX	14939	0	143.7662792	
A03-0006.a1	A03-0006.e1	AP8	D03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13802	0	164.2309761	
A03-0006.a2	A03-0006.e1	AP8	D03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13802	0	93.95037651	
A03-0006.a3	A03-0006.e1	AP8	D03	5	Human	Internal Control	RNase P	RNA	HEX	13802	0	22.1726203	
A03-0007.a1	A03-0007.e1	AP8	D04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13221	0	5.339705348	
A03-0007.a2	A03-0007.e1	AP8	D04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13221	0	16.02275252	
A03-0007.a3	A03-0007.e1	AP8	D04	5	Human	Internal Control	RNase P	RNA	HEX	13221	0	114.1773605	
A03-0010.a1	A03-0010.e1	AP9	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11656	0	2.018738836	
A03-0010.a2	A03-0010.e1	AP9	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11656	0	2.018738836	
A03-0010.a3	A03-0010.e1	AP9	B03	5	Human	Internal Control	RNase P	RNA	HEX	11656	0	16.1547637	
A03-0011.a1	A03-0011.e1	AP9	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11824	0	63.76538277	
A03-0011.a2	A03-0011.e1	AP9	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11824	0	91.7171669	
