assay_id	extraction_id	assay_template	assay_type	assay_target_macromolecule	assay_target_fluorophore	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment	sample_id	assay_batch_id	assay_location_in_batch	assay_accepted_droplets	assay_target	assay_target_genetic_locus	assay_input_ul	assay_class
A02-1145.a2	A02-1145.e1	sample	sample	RNA	FAM/HEX	0	0.297322869		A02-1145	AP198	A08	16923	SARS-CoV-2	N2:SARS	5	unknown
A02-1145.a3	A02-1145.e1	sample	sample	RNA	HEX	0	4.759275913		A02-1145	AP198	A08	16923	Homo sapiens	RNase P	5	unknown
A02-1146.a1	A02-1146.e1	sample	sample	RNA	FAM	0	4.499896526		A02-1146	AP198	B08	17898	SARS-CoV-2	N1:SARS	5	unknown
A02-1146.a2	A02-1146.e1	sample	sample	RNA	FAM/HEX	0	4.781273842		A02-1146	AP198	B08	17898	SARS-CoV-2	N2:SARS	5	unknown
A02-1146.a3	A02-1146.e1	sample	sample	RNA	HEX	0	19.71682739		A02-1146	AP198	B08	17898	Homo sapiens	RNase P	5	unknown
A02-1147.a1	A02-1147.e1	sample	sample	RNA	FAM	0	8.159349442		A02-1147	AP201	C01	16663	SARS-CoV-2	N1:SARS	5	unknown
A02-1147.a2	A02-1147.e1	sample	sample	RNA	FAM/HEX	0	9.066761017		A02-1147	AP201	C01	16663	SARS-CoV-2	N2:SARS	5	unknown
A02-1147.a3	A02-1147.e1	sample	sample	RNA	HEX	0	2.718313217		A02-1147	AP201	C01	16663	Homo sapiens	RNase P	5	unknown
A02-1148.a1	A02-1148.e1	sample	sample	RNA	FAM	0	6.141283989		A02-1148	AP201	D01	18855	SARS-CoV-2	N1:SARS	5	unknown
A02-1148.a2	A02-1148.e1	sample	sample	RNA	FAM/HEX	0	5.874115467		A02-1148	AP201	D01	18855	SARS-CoV-2	N2:SARS	5	unknown
A02-1148.a3	A02-1148.e1	sample	sample	RNA	HEX	0	2.135248661		A02-1148	AP201	D01	18855	Homo sapiens	RNase P	5	unknown
A02-1149.a1	A02-1149.e1	sample	sample	RNA	FAM	0	3.739676237		A02-1149	AP201	E01	17497	SARS-CoV-2	N1:SARS	5	unknown
A02-1149.a2	A02-1149.e1	sample	sample	RNA	FAM/HEX	0	4.890904903		A02-1149	AP201	E01	17497	SARS-CoV-2	N2:SARS	5	unknown
A02-1149.a3	A02-1149.e1	sample	sample	RNA	HEX	0	5.754499912		A02-1149	AP201	E01	17497	Homo sapiens	RNase P	5	unknown
A02-1150.a1	A02-1150.e1	sample	sample	RNA	FAM	0	4.970250607		A02-1150	AP201	F01	16205	SARS-CoV-2	N1:SARS	5	unknown
A02-1150.a2	A02-1150.e1	sample	sample	RNA	FAM/HEX	0	5.902719498		A02-1150	AP201	F01	16205	SARS-CoV-2	N2:SARS	5	unknown
A02-1150.a3	A02-1150.e1	sample	sample	RNA	HEX	0	3.727227449		A02-1150	AP201	F01	16205	Homo sapiens	RNase P	5	unknown
A02-1151.a1	A02-1151.e1	sample	sample	RNA	FAM	0	41.80079651		A02-1151	AP201	G01	19218	SARS-CoV-2	N1:SARS	5	unknown
A02-1151.a2	A02-1151.e1	sample	sample	RNA	FAM/HEX	0	45.76225662		A02-1151	AP201	G01	19218	SARS-CoV-2	N2:SARS	5	unknown
A02-1151.a3	A02-1151.e1	sample	sample	RNA	HEX	0	11.00801373		A02-1151	AP201	G01	19218	Homo sapiens	RNase P	5	unknown
A02-1152.a1	A02-1152.e1	sample	sample	RNA	FAM	0	0		A02-1152	AP201	H01	15119	SARS-CoV-2	N1:SARS	5	unknown
A02-1152.a2	A02-1152.e1	sample	sample	RNA	FAM/HEX	0	0.332800657		A02-1152	AP201	H01	15119	SARS-CoV-2	N2:SARS	5	unknown
A02-1152.a3	A02-1152.e1	sample	sample	RNA	HEX	0	10.32706928		A02-1152	AP201	H01	15119	Homo sapiens	RNase P	5	unknown
A02-1153.a1	A02-1153.e1	sample	sample	RNA	FAM	0	1.709728718		A02-1153	AP201	A06	17660	SARS-CoV-2	N1:SARS	5	unknown
A02-1153.a2	A02-1153.e1	sample	sample	RNA	FAM/HEX	0	2.564810753		A02-1153	AP201	A06	17660	SARS-CoV-2	N2:SARS	5	unknown
A02-1153.a3	A02-1153.e1	sample	sample	RNA	HEX	0	10.26709747		A02-1153	AP201	A06	17660	Homo sapiens	RNase P	5	unknown
A02-1154.a1	A02-1154.e1	sample	sample	RNA	FAM	0	1.98346138		A02-1154	AP201	B06	12686	SARS-CoV-2	N1:SARS	5	unknown
A02-1154.a2	A02-1154.e1	sample	sample	RNA	FAM/HEX	0	1.18998301		A02-1154	AP201	B06	12686	SARS-CoV-2	N2:SARS	5	unknown
A02-1154.a3	A02-1154.e1	sample	sample	RNA	HEX	0	0		A02-1154	AP201	B06	12686	Homo sapiens	RNase P	5	unknown
A02-1155.a1	A02-1155.e1	sample	sample	RNA	FAM	0	31.83211327		A02-1155	AP201	C06	15222	SARS-CoV-2	N1:SARS	5	unknown
A02-1155.a2	A02-1155.e1	sample	sample	RNA	FAM/HEX	0	26.84505081		A02-1155	AP201	C06	15222	SARS-CoV-2	N2:SARS	5	unknown
A02-1155.a3	A02-1155.e1	sample	sample	RNA	HEX	0	4.960511684		A02-1155	AP201	C06	15222	Homo sapiens	RNase P	5	unknown
A02-1156.a1	A02-1156.e1	sample	sample	RNA	FAM	0	1.075976729		A02-1156	AP201	D06	14030	SARS-CoV-2	N1:SARS	5	unknown
A02-1156.a2	A02-1156.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1156	AP201	D06	14030	SARS-CoV-2	N2:SARS	5	unknown
A02-1156.a3	A02-1156.e1	sample	sample	RNA	HEX	0	6.459314823		A02-1156	AP201	D06	14030	Homo sapiens	RNase P	5	unknown
A02-1157.a1	A02-1157.e1	sample	sample	RNA	FAM	0	1.632791281		A02-1157	AP201	E06	12328	SARS-CoV-2	N1:SARS	5	unknown
A02-1157.a2	A02-1157.e1	sample	sample	RNA	FAM/HEX	0	0.81632942		A02-1157	AP201	E06	12328	SARS-CoV-2	N2:SARS	5	unknown
A02-1157.a3	A02-1157.e1	sample	sample	RNA	HEX	0	12.25887012		A02-1157	AP201	E06	12328	Homo sapiens	RNase P	5	unknown
A02-1158.a1	A02-1158.e1	sample	sample	RNA	FAM	0	0.350953609		A02-1158	AP201	F06	14337	SARS-CoV-2	N1:SARS	5	unknown
A02-1158.a2	A02-1158.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1158	AP201	F06	14337	SARS-CoV-2	N2:SARS	5	unknown
A02-1158.a3	A02-1158.e1	sample	sample	RNA	HEX	0	10.18760586		A02-1158	AP201	F06	14337	Homo sapiens	RNase P	5	unknown
A02-1159.a1	A02-1159.e1	sample	sample	RNA	FAM	0	0		A02-1159	AP201	G06	12239	SARS-CoV-2	N1:SARS	5	unknown
A02-1159.a2	A02-1159.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1159	AP201	G06	12239	SARS-CoV-2	N2:SARS	5	unknown
A02-1159.a3	A02-1159.e1	sample	sample	RNA	HEX	0	10.2879982		A02-1159	AP201	G06	12239	Homo sapiens	RNase P	5	unknown
A02-1160.a1	A02-1160.e1	sample	sample	RNA	FAM	0	33.45388794		A02-1160	AP202	G06	16599	SARS-CoV-2	N1:SARS	5	unknown
A02-1160.a2	A02-1160.e1	sample	sample	RNA	FAM/HEX	0	38.33849335		A02-1160	AP202	G06	16599	SARS-CoV-2	N2:SARS	5	unknown
A02-1160.a3	A02-1160.e1	sample	sample	RNA	HEX	0	4.245434761		A02-1160	AP202	G06	16599	Homo sapiens	RNase P	5	unknown
A02-1161.a1	A02-1161.e1	sample	sample	RNA	FAM	0	1.635179281		A02-1161	AP202	H06	18465	SARS-CoV-2	N1:SARS	5	unknown
A02-1161.a2	A02-1161.e1	sample	sample	RNA	FAM/HEX	0	2.452968121		A02-1161	AP202	H06	18465	SARS-CoV-2	N2:SARS	5	unknown
A02-1161.a3	A02-1161.e1	sample	sample	RNA	HEX	0	5.179892063		A02-1161	AP202	H06	18465	Homo sapiens	RNase P	5	unknown
A02-1162.a1	A02-1162.e1	sample	sample	RNA	FAM	0	0		A02-1162	AP202	A07	18559	SARS-CoV-2	N1:SARS	5	unknown
A02-1162.a2	A02-1162.e1	sample	sample	RNA	FAM/HEX	0	0.27111277		A02-1162	AP202	A07	18559	SARS-CoV-2	N2:SARS	5	unknown
A02-1162.a3	A02-1162.e1	sample	sample	RNA	HEX	0	8.954443932		A02-1162	AP202	A07	18559	Homo sapiens	RNase P	5	unknown
A02-1163.a1	A02-1163.e1	sample	sample	RNA	FAM	0	0		A02-1163	AP202	B07	17040	SARS-CoV-2	N1:SARS	5	unknown
A02-1163.a2	A02-1163.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1163	AP202	B07	17040	SARS-CoV-2	N2:SARS	5	unknown
A02-1163.a3	A02-1163.e1	sample	sample	RNA	HEX	0	5.908921719		A02-1163	AP202	B07	17040	Homo sapiens	RNase P	5	unknown
A02-1164.a1	A02-1164.e1	sample	sample	RNA	FAM	0	0.272862405		A02-1164	AP202	C07	18440	SARS-CoV-2	N1:SARS	5	unknown
A02-1164.a2	A02-1164.e1	sample	sample	RNA	FAM/HEX	0	0.818631649		A02-1164	AP202	C07	18440	SARS-CoV-2	N2:SARS	5	unknown
A02-1164.a3	A02-1164.e1	sample	sample	RNA	HEX	0	15.3031292		A02-1164	AP202	C07	18440	Homo sapiens	RNase P	5	unknown
A02-1165.a1	A02-1165.e1	sample	sample	RNA	FAM	0	1.599400163		A02-1165	AP210	A01	18878	SARS-CoV-2	N1:SARS	5	unknown
A02-1165.a2	A02-1165.e1	sample	sample	RNA	FAM/HEX	0	0.533076942		A02-1165	AP210	A01	18878	SARS-CoV-2	N2:SARS	5	unknown
A02-1165.a3	A02-1165.e1	sample	sample	RNA	HEX	0	1.599400163		A02-1165	AP210	A01	18878	Homo sapiens	RNase P	5	unknown
A02-1166.a1	A02-1166.e1	sample	sample	RNA	FAM	0	33.3246994		A02-1166	AP210	E01	17875	SARS-CoV-2	N1:SARS	5	unknown
A02-1166.a2	A02-1166.e1	sample	sample	RNA	FAM/HEX	0	28.79314041		A02-1166	AP210	E01	17875	SARS-CoV-2	N2:SARS	5	unknown
A02-1166.a3	A02-1166.e1	sample	sample	RNA	HEX	0	1.126044035		A02-1166	AP210	E01	17875	Homo sapiens	RNase P	5	unknown
A02-1167.a1	A02-1167.e1	sample	sample	RNA	FAM	0	3.16459775		A02-1167	AP210	G01	19085	SARS-CoV-2	N1:SARS	5	unknown
A02-1167.a2	A02-1167.e1	sample	sample	RNA	FAM/HEX	0	2.37326169		A02-1167	AP210	G01	19085	SARS-CoV-2	N2:SARS	5	unknown
A02-1167.a3	A02-1167.e1	sample	sample	RNA	HEX	0	0.527294755		A02-1167	AP210	G01	19085	Homo sapiens	RNase P	5	unknown
A02-1168.a1	A02-1168.e1	sample	sample	RNA	FAM	0	13.70295048		A02-1168	AP209	C01	18384	SARS-CoV-2	N1:SARS	5	unknown
A02-1168.a2	A02-1168.e1	sample	sample	RNA	FAM/HEX	0	14.80080032		A02-1168	AP209	C01	18384	SARS-CoV-2	N2:SARS	5	unknown
A02-1168.a3	A02-1168.e1	sample	sample	RNA	HEX	0	0.821125507		A02-1168	AP209	C01	18384	Homo sapiens	RNase P	5	unknown
A02-1169.a1	A02-1169.e1	sample	sample	RNA	FAM	0	0		A02-1169	AP209	D01	10158	SARS-CoV-2	N1:SARS	5	unknown
A02-1169.a2	A02-1169.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1169	AP209	D01	10158	SARS-CoV-2	N2:SARS	5	unknown
A02-1169.a3	A02-1169.e1	sample	sample	RNA	HEX	0	0.990734756		A02-1169	AP209	D01	10158	Homo sapiens	RNase P	5	unknown
A02-1170.a1	A02-1170.e1	sample	sample	RNA	FAM	0	2.551443338		A02-1170	AP209	E01	15780	SARS-CoV-2	N1:SARS	5	unknown
A02-1170.a2	A02-1170.e1	sample	sample	RNA	FAM/HEX	0	2.87046504		A02-1170	AP209	E01	15780	SARS-CoV-2	N2:SARS	5	unknown
A02-1170.a3	A02-1170.e1	sample	sample	RNA	HEX	0	5.10418129		A02-1170	AP209	E01	15780	Homo sapiens	RNase P	5	unknown
A02-1171.a1	A02-1171.e1	sample	sample	RNA	FAM	0	0		A02-1171	AP209	F01	10772	SARS-CoV-2	N1:SARS	5	unknown
A02-1171.a2	A02-1171.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1171	AP209	F01	10772	SARS-CoV-2	N2:SARS	5	unknown
A02-1171.a3	A02-1171.e1	sample	sample	RNA	HEX	0	2.335970402		A02-1171	AP209	F01	10772	Homo sapiens	RNase P	5	unknown
A02-1172.a1	A02-1172.e1	sample	sample	RNA	FAM	0	0		A02-1172	AP209	G01	12415	SARS-CoV-2	N1:SARS	5	unknown
A02-1172.a2	A02-1172.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1172	AP209	G01	12415	SARS-CoV-2	N2:SARS	5	unknown
A02-1172.a3	A02-1172.e1	sample	sample	RNA	HEX	0	7.706058025		A02-1172	AP209	G01	12415	Homo sapiens	RNase P	5	unknown
A02-1173.a1	A02-1173.e1	sample	sample	RNA	FAM	0	0		A02-1173	AP206	D02	18672	SARS-CoV-2	N1:SARS	5	unknown
A02-1173.a2	A02-1173.e1	sample	sample	RNA	FAM/HEX	0	0.269472003		A02-1173	AP206	D02	18672	SARS-CoV-2	N2:SARS	5	unknown
A02-1173.a3	A02-1173.e1	sample	sample	RNA	HEX	0	2.964986086		A02-1173	AP206	D02	18672	Homo sapiens	RNase P	5	unknown
A02-1174.a1	A02-1174.e1	sample	sample	RNA	FAM	0	1.130408168		A02-1174	AP206	E02	17806	SARS-CoV-2	N1:SARS	5	unknown
A02-1174.a2	A02-1174.e1	sample	sample	RNA	FAM/HEX	0	0.565172315		A02-1174	AP206	E02	17806	SARS-CoV-2	N2:SARS	5	unknown
A02-1174.a3	A02-1174.e1	sample	sample	RNA	HEX	0	6.503317833		A02-1174	AP206	E02	17806	Homo sapiens	RNase P	5	unknown
A02-1175.a1	A02-1175.e1	sample	sample	RNA	FAM	0	1.203839302		A02-1175	AP206	F02	12540	SARS-CoV-2	N1:SARS	5	unknown
A02-1175.a2	A02-1175.e1	sample	sample	RNA	FAM/HEX	0	0.40124777		A02-1175	AP206	F02	12540	SARS-CoV-2	N2:SARS	5	unknown
A02-1175.a3	A02-1175.e1	sample	sample	RNA	HEX	0	4.415486336		A02-1175	AP206	F02	12540	Homo sapiens	RNase P	5	unknown
A02-1176.a1	A02-1176.e1	sample	sample	RNA	FAM	0	0.848974288		A02-1176	AP206	G02	17781	SARS-CoV-2	N1:SARS	5	unknown
A02-1176.a2	A02-1176.e1	sample	sample	RNA	FAM/HEX	0	0.282975525		A02-1176	AP206	G02	17781	SARS-CoV-2	N2:SARS	5	unknown
A02-1176.a3	A02-1176.e1	sample	sample	RNA	HEX	0	5.945830822		A02-1176	AP206	G02	17781	Homo sapiens	RNase P	5	unknown
A02-1177.a1	A02-1177.e1	sample	sample	RNA	FAM	0	1.046691656		A02-1177	AP210	B01	19230	SARS-CoV-2	N1:SARS	5	unknown
A02-1177.a2	A02-1177.e1	sample	sample	RNA	FAM/HEX	0	2.355362415		A02-1177	AP210	B01	19230	SARS-CoV-2	N2:SARS	5	unknown
A02-1177.a3	A02-1177.e1	sample	sample	RNA	HEX	0	0.523318589		A02-1177	AP210	B01	19230	Homo sapiens	RNase P	5	unknown
A02-1179.a1	A02-1179.e1	sample	sample	RNA	FAM	0	0		A02-1179	AP210	C01	18286	SARS-CoV-2	N1:SARS	5	unknown
A02-1179.a2	A02-1179.e1	sample	sample	RNA	FAM/HEX	0	0.550335944		A02-1179	AP210	C01	18286	SARS-CoV-2	N2:SARS	5	unknown
A02-1179.a3	A02-1179.e1	sample	sample	RNA	HEX	0	0.550335944		A02-1179	AP210	C01	18286	Homo sapiens	RNase P	5	unknown
A02-1180.a1	A02-1180.e1	sample	sample	RNA	FAM	0	2.133453846		A02-1180	AP209	H01	16512	SARS-CoV-2	N1:SARS	5	unknown
A02-1180.a2	A02-1180.e1	sample	sample	RNA	FAM/HEX	0	2.133453846		A02-1180	AP209	H01	16512	SARS-CoV-2	N2:SARS	5	unknown
A02-1180.a3	A02-1180.e1	sample	sample	RNA	HEX	0	4.572795391		A02-1180	AP209	H01	16512	Homo sapiens	RNase P	5	unknown
A02-1181.a1	A02-1181.e1	sample	sample	RNA	FAM	0	10.91082287		A02-1181	AP206	E01	19389	SARS-CoV-2	N1:SARS	5	unknown
A02-1181.a2	A02-1181.e1	sample	sample	RNA	FAM/HEX	0	13.25193882		A02-1181	AP206	E01	19389	SARS-CoV-2	N2:SARS	5	unknown
A02-1181.a3	A02-1181.e1	sample	sample	RNA	HEX	0	2.595669746		A02-1181	AP206	E01	19389	Homo sapiens	RNase P	5	unknown
A02-1182.a1	A02-1182.e1	sample	sample	RNA	FAM	0	0.872454762		A02-1182	AP206	F01	11535	SARS-CoV-2	N1:SARS	5	unknown
A02-1182.a2	A02-1182.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1182	AP206	F01	11535	SARS-CoV-2	N2:SARS	5	unknown
A02-1182.a3	A02-1182.e1	sample	sample	RNA	HEX	0	3.490726948		A02-1182	AP206	F01	11535	Homo sapiens	RNase P	5	unknown
A02-1183.a1	A02-1183.e1	sample	sample	RNA	FAM	0	0		A02-1183	AP206	G01	17132	SARS-CoV-2	N1:SARS	5	unknown
A02-1183.a2	A02-1183.e1	sample	sample	RNA	FAM/HEX	0	0.587408364		A02-1183	AP206	G01	17132	SARS-CoV-2	N2:SARS	5	unknown
A02-1183.a3	A02-1183.e1	sample	sample	RNA	HEX	0	5.583150387		A02-1183	AP206	G01	17132	Homo sapiens	RNase P	5	unknown
A02-1184.a1	A02-1184.e1	sample	sample	RNA	FAM	0	0		A02-1184	AP206	H01	17121	SARS-CoV-2	N1:SARS	5	unknown
A02-1184.a2	A02-1184.e1	sample	sample	RNA	FAM/HEX	0	1.175640225		A02-1184	AP206	H01	17121	SARS-CoV-2	N2:SARS	5	unknown
A02-1184.a3	A02-1184.e1	sample	sample	RNA	HEX	0	7.646576405		A02-1184	AP206	H01	17121	Homo sapiens	RNase P	5	unknown
A02-1185.a1	A02-1185.e1	sample	sample	RNA	FAM	0	17.45467758		A02-1185	AP206	A02	17903	SARS-CoV-2	N1:SARS	5	unknown
A02-1185.a2	A02-1185.e1	sample	sample	RNA	FAM/HEX	0	18.30079651		A02-1185	AP206	A02	17903	SARS-CoV-2	N2:SARS	5	unknown
A02-1185.a3	A02-1185.e1	sample	sample	RNA	HEX	0	7.875259876		A02-1185	AP206	A02	17903	Homo sapiens	RNase P	5	unknown
A02-1186.a1	A02-1186.e1	sample	sample	RNA	FAM	0	0		A02-1186	AP206	B02	18257	SARS-CoV-2	N1:SARS	5	unknown
A02-1186.a2	A02-1186.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1186	AP206	B02	18257	SARS-CoV-2	N2:SARS	5	unknown
A02-1186.a3	A02-1186.e1	sample	sample	RNA	HEX	0	3.85973978		A02-1186	AP206	B02	18257	Homo sapiens	RNase P	5	unknown
A02-1187.a1	A02-1187.e1	sample	sample	RNA	FAM	0	1.111492038		A02-1187	AP206	C02	18109	SARS-CoV-2	N1:SARS	5	unknown
A02-1187.a2	A02-1187.e1	sample	sample	RNA	FAM/HEX	0	1.667330027		A02-1187	AP206	C02	18109	SARS-CoV-2	N2:SARS	5	unknown
A02-1187.a3	A02-1187.e1	sample	sample	RNA	HEX	0	7.507339954		A02-1187	AP206	C02	18109	Homo sapiens	RNase P	5	unknown
A02-1188.a1	A02-1188.e1	sample	sample	RNA	FAM	0	0		A02-1188	AP202	D07	17126	SARS-CoV-2	N1:SARS	5	unknown
A02-1188.a2	A02-1188.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1188	AP202	D07	17126	SARS-CoV-2	N2:SARS	5	unknown
A02-1188.a3	A02-1188.e1	sample	sample	RNA	HEX	0	5.879232407		A02-1188	AP202	D07	17126	Homo sapiens	RNase P	5	unknown
A02-1189.a1	A02-1189.e1	sample	sample	RNA	FAM	0	17.65864182		A02-1189	AP202	E07	15984	SARS-CoV-2	N1:SARS	5	unknown
A02-1189.a2	A02-1189.e1	sample	sample	RNA	FAM/HEX	0	15.13218117		A02-1189	AP202	E07	15984	SARS-CoV-2	N2:SARS	5	unknown
A02-1189.a3	A02-1189.e1	sample	sample	RNA	HEX	0	15.44791985		A02-1189	AP202	E07	15984	Homo sapiens	RNase P	5	unknown
A02-1190.a1	A02-1190.e1	sample	sample	RNA	FAM	0	0.266474932		A02-1190	AP210	E02	18882	SARS-CoV-2	N1:SARS	5	unknown
A02-1190.a2	A02-1190.e1	sample	sample	RNA	FAM/HEX	0	0.532963991		A02-1190	AP210	E02	18882	SARS-CoV-2	N2:SARS	5	unknown
A02-1190.a3	A02-1190.e1	sample	sample	RNA	HEX	0	8.534205437		A02-1190	AP210	E02	18882	Homo sapiens	RNase P	5	unknown
A02-1191.a1	A02-1191.e1	sample	sample	RNA	FAM	0	0.565617025		A02-1191	AP210	B02	17792	SARS-CoV-2	N1:SARS	5	unknown
A02-1191.a2	A02-1191.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1191	AP210	B02	17792	SARS-CoV-2	N2:SARS	5	unknown
A02-1191.a3	A02-1191.e1	sample	sample	RNA	HEX	0	0.565617025		A02-1191	AP210	B02	17792	Homo sapiens	RNase P	5	unknown
A02-1192.a1	A02-1192.e1	sample	sample	RNA	FAM	0	0.247628838		A02-1192	AP210	A02	20319	SARS-CoV-2	N1:SARS	5	unknown
A02-1192.a2	A02-1192.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1192	AP210	A02	20319	SARS-CoV-2	N2:SARS	5	unknown
A02-1192.a3	A02-1192.e1	sample	sample	RNA	HEX	0	4.707033157		A02-1192	AP210	A02	20319	Homo sapiens	RNase P	5	unknown
A02-1193.a1	A02-1193.e1	sample	sample	RNA	FAM	0	0.292143792		A02-1193	AP210	H01	17223	SARS-CoV-2	N1:SARS	5	unknown
A02-1193.a2	A02-1193.e1	sample	sample	RNA	FAM/HEX	0	0.292143792		A02-1193	AP210	H01	17223	SARS-CoV-2	N2:SARS	5	unknown
A02-1193.a3	A02-1193.e1	sample	sample	RNA	HEX	0	4.383939266		A02-1193	AP210	H01	17223	Homo sapiens	RNase P	5	unknown
A02-1194.a1	A02-1194.e1	sample	sample	RNA	FAM	0	1.171929836		A02-1194	AP213	D05	21469	SARS-CoV-2	N1:SARS	5	unknown
A02-1194.a2	A02-1194.e1	sample	sample	RNA	FAM/HEX	0	1.171929836		A02-1194	AP213	D05	21469	SARS-CoV-2	N2:SARS	5	unknown
A02-1194.a3	A02-1194.e1	sample	sample	RNA	HEX	0	8.209246635		A02-1194	AP213	D05	21469	Homo sapiens	RNase P	5	unknown
A02-1195.a1	A02-1195.e1	sample	sample	RNA	FAM	0	15.20476627		A02-1195	AP213	E05	20879	SARS-CoV-2	N1:SARS	5	unknown
A02-1195.a2	A02-1195.e1	sample	sample	RNA	FAM/HEX	0	16.65523911		A02-1195	AP213	E05	20879	SARS-CoV-2	N2:SARS	5	unknown
A02-1195.a3	A02-1195.e1	sample	sample	RNA	HEX	0	5.545622826		A02-1195	AP213	E05	20879	Homo sapiens	RNase P	5	unknown
A02-1196.a1	A02-1196.e1	sample	sample	RNA	FAM	0	0.231581077		A02-1196	AP213	F05	21727	SARS-CoV-2	N1:SARS	5	unknown
A02-1196.a2	A02-1196.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1196	AP213	F05	21727	SARS-CoV-2	N2:SARS	5	unknown
A02-1196.a3	A02-1196.e1	sample	sample	RNA	HEX	0	15.30726051		A02-1196	AP213	F05	21727	Homo sapiens	RNase P	5	unknown
A02-1197.a1	A02-1197.e1	sample	sample	RNA	FAM	0	0		A02-1197	AP213	G05	21065	SARS-CoV-2	N1:SARS	5	unknown
A02-1197.a2	A02-1197.e1	sample	sample	RNA	FAM/HEX	0	0.238859043		A02-1197	AP213	G05	21065	SARS-CoV-2	N2:SARS	5	unknown
A02-1197.a3	A02-1197.e1	sample	sample	RNA	HEX	0	7.170708656		A02-1197	AP213	G05	21065	Homo sapiens	RNase P	5	unknown
A02-1198.a1	A02-1198.e1	sample	sample	RNA	FAM	0	0.225065261		A02-1198	AP213	H05	22356	SARS-CoV-2	N1:SARS	5	unknown
A02-1198.a2	A02-1198.e1	sample	sample	RNA	FAM/HEX	0	0.225065261		A02-1198	AP213	H05	22356	SARS-CoV-2	N2:SARS	5	unknown
A02-1198.a3	A02-1198.e1	sample	sample	RNA	HEX	0	6.756340981		A02-1198	AP213	H05	22356	Homo sapiens	RNase P	5	unknown
A02-1199.a1	A02-1199.e1	sample	sample	RNA	FAM	0	1.658080816		A02-1199	AP213	A06	3035	SARS-CoV-2	N1:SARS	5	unknown
A02-1199.a2	A02-1199.e1	sample	sample	RNA	FAM	0	0		A02-1199	AP214	A06	19176	SARS-CoV-2	N1:SARS	5	unknown
A02-1199.a3	A02-1199.e1	sample	sample	RNA	FAM	0	0		A02-1199	AP219	E09	20818	SARS-CoV-2	N1:SARS	5	unknown
A02-1199.a4	A02-1199.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1199	AP213	A06	3035	SARS-CoV-2	N2:SARS	5	unknown
A02-1199.a5	A02-1199.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1199	AP214	A06	19176	SARS-CoV-2	N2:SARS	5	unknown
A02-1199.a6	A02-1199.e1	sample	sample	RNA	FAM/HEX	0	0		A02-1199	AP219	E09	20818	SARS-CoV-2	N2:SARS	5	unknown
A02-1199.a7	A02-1199.e1	sample	sample	RNA	HEX	0	3.316708565		A02-1199	AP213	A06	3035	Homo sapiens	RNase P	5	unknown
A02-1199.a8	A02-1199.e1	sample	sample	RNA	HEX	0	0		A02-1199	AP214	A06	19176	Homo sapiens	RNase P	5	unknown
A02-1199.a9	A02-1199.e1	sample	sample	RNA	HEX	0	0		A02-1199	AP219	E09	20818	Homo sapiens	RNase P	5	unknown
A02-1200.a1	A02-1200.e1	sample	sample	RNA	FAM	0	0.237606987		A02-1200	AP213	B06	21176	SARS-CoV-2	N1:SARS	5	unknown
A02-1200.a2	A02-1200.e1	sample	sample	RNA	FAM/HEX	0	0.237606987		A02-1200	AP213	B06	21176	SARS-CoV-2	N2:SARS	5	unknown
A02-1200.a3	A02-1200.e1	sample	sample	RNA	HEX	0	13.79978561		A02-1200	AP213	B06	21176	Homo sapiens	RNase P	5	unknown
A02-1201.a1	A02-1201.e1	sample	sample	RNA	FAM	0	0.579993844		A02-1201	AP214	E01	17351	SARS-CoV-2	N1:SARS	5	unknown
A02-1201.a2	A02-1201.e1	sample	sample	RNA	FAM/HEX	0	1.160054445		A02-1201	AP214	E01	17351	SARS-CoV-2	N2:SARS	5	unknown
A02-1201.a3	A02-1201.e1	sample	sample	RNA	HEX	0	5.51264286		A02-1201	AP214	E01	17351	Homo sapiens	RNase P	5	unknown
A02-1202.a1	A02-1202.e1	sample	sample	RNA	FAM	0	29.95479584		A02-1202	AP214	F01	18700	SARS-CoV-2	N1:SARS	5	unknown
A02-1202.a2	A02-1202.e1	sample	sample	RNA	FAM/HEX	0	29.14285851		A02-1202	AP214	F01	18700	SARS-CoV-2	N2:SARS	5	unknown
A02-1202.a3	A02-1202.e1	sample	sample	RNA	HEX	0	8.617337227		A02-1202	AP214	F01	18700	Homo sapiens	RNase P	5	unknown
A02-1203.a1	A02-1203.e1	sample	sample	RNA	FAM	0	0.563684344		A02-1203	AP214	G01	17853	SARS-CoV-2	N1:SARS	5	unknown
