assay_id	sample_id	collection_start_datetime	collection_end_datetime	sample_flow	sample_qc	location_id	target	target_category	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_lday	target_copies_flownorm	target_copies_flownorm_per_person	target_copies_per_ldayperson	target_result_validated
J01-0068.a3	J01-0068	6/10/22 7:30	6/11/22 7:30	0.068	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A01-0291.a3	A01-0291	6/27/22 0:00	6/28/22 0:00	6.5	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	32300.16242625	32300.16242625	794750826024.682	16444935.1519757	0.668352971905521	1
A01-0040.a1	A01-0040	9/19/21 0:00	9/19/21 23:55	7.236	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	389229.42875	389229.42875	10661471544556.5	220606512.674982	8.05391137125476	1
M04-0003.a3	M04-0003	2/21/22 10:15	2/22/22 10:15	0.119	NA	FarmingtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
N02-0077.a2	N02-0077	5/23/22 7:00	5/24/22 7:00	7.12	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
Q01-0028.a2	Q01-0028	5/31/22 8:00	6/1/22 8:00	0.335	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	158299.790919375	158299.790919375	200741919867.277	44070673.9554945	34.7529727594676	1
A02-0289.a1	A02-0289	1/12/22 9:00	1/14/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	173361.27879375	86680.639396875	NA	NA	99.1769329483696	1
K01-0100.a3	K01-0100	5/31/22 6:25	6/1/22 6:25	4.6	NA	ParkersburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0421.a2.a2	A02-0421	3/26/22 9:00	3/28/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
K01-0052.a3	K01-0052	3/23/22 6:21	3/24/22 6:21	7.607	NA	ParkersburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	2710.717935	2710.717935	78056786966.7437	1624490.8838032	0.056414525182102	1
M03-0021.a1	M03-0021	3/15/22 11:00	3/16/22 11:00	0.358	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	31687.32350625	31687.32350625	42941925036.0182	39360151.2704108	29.0442928563245	1
M03-0005.a1	M03-0005	NA	NA	NA	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	120722.769061875	120722.769061875	NA	NA	110.653317196952	1
A02-0140.a1	A02-0140	10/2/21 9:00	10/4/21 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
G01-0022.a3	G01-0022	11/17/21 9:00	11/18/21 8:00	NA	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	48581.112931875	48581.112931875	NA	NA	5.94773664689949	1
D01-0047.a2	D01-0047	2/8/22 7:30	2/9/22 7:20	NA	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	159440.2858575	159440.2858575	NA	NA	9.37884034455882	1
G01-0018.a1	G01-0018	11/28/21 9:00	11/29/21 8:00	0.581	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	59855.63794125	59855.63794125	131641893773.548	16116784.2523932	7.32806536988859	1
B01-0065.a1	B01-0065	11/25/21 7:00	11/26/21 7:00	10.588	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2581.48874625	2581.48874625	103465865218.608	2069317.30437216	0.051629774925	1
M04-0026.a2	M04-0026	4/28/22 10:00	4/29/22 10:00	0.095	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	34760.47052625	34760.47052625	12500350109.8033	20492377.2291858	56.9843779118853	1
G01-0082.a2	G01-0082	1/29/22 9:00	1/30/22 8:00	0.834	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	745975.152375	745975.152375	2355067382494.24	288328523.811734	91.3289853544319	1
J01-0029.a3	J01-0029	4/17/22 7:30	4/18/22 7:30	0.135	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	2600.87287875	2600.87287875	1329124977.53312	1898749.96790446	3.71553268392857	1
E02-0109.a3	E02-0109	4/18/22 8:00	4/19/22 8:00	0.193	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	8535.711346875	8535.711346875	6236055248.2878	2608136.86670339	3.56993364570263	1
O01-0094.a1	O01-0094	6/21/22 7:00	6/22/22 7:00	1.89	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	4173.023686875	4173.023686875	29855584573.6683	4917737.53478312	0.687370068666612	1
N03-0119.a1	N03-0119	6/23/22 7:30	6/24/22 7:30	0.34953	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A0250.a1	A0250	11/12/20 0:00	11/12/20 23:59	6.315	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
O01-0087.a1	O01-0087	6/28/22 6:10	6/29/22 6:10	2.01	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	41804.933195625	41804.933195625	318080112457.782	52393363.9363832	6.88600447959562	1
D01-0008.a3	D01-0008	1/11/22 7:00	1/12/22 7:00	NA	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
E01-0009.a3	E01-0009	11/16/21 8:00	11/17/21 8:00	1.749	NA	PrincetonWWTP-01	Human	Internal Control	RNase P	ZooWVU	13048.0875975	13048.0875975	86387239865.5194	2399645.55181998	0.362446877708333	1
A0239.a3	A0239	2/10/21 12:00	2/10/21 11:55	8.969	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
G01-0064.a3	G01-0064	10/30/21 9:00	10/31/21 9:00	NA	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	1737.13647875	1737.13647875	NA	NA	0.212675866644221	1
A04-0107.a3	A04-0107	7/5/22 8:00	7/6/22 8:00	0.563	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	27329.30414625	27329.30414625	58243825740.2482	29121912.8701241	13.664652073125	1
B01-0156.a3	B01-0156	6/1/22 8:00	6/2/22 8:00	7.51	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2530.368830625	2530.368830625	71934410898.2727	1438688.21796545	0.0506073766125	1
H01-0177.a1	H01-0177	4/3/22 8:00	4/4/22 8:00	1.8	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2850.849585	2850.849585	19424942149.5987	1618745.17913323	0.23757079875	1
Q01-0055.a1	Q01-0055	6/27/22 8:00	6/28/22 8:00	0.372	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	412297.19476875	412297.19476875	580585579746.442	127461159.110086	90.515300717618	1
K01-0015.a2	K01-0015	12/17/21 6:20	12/18/21 6:28	4.913	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	7042.8101325	7042.8101325	130980206138.715	2725914.79997326	0.146572531373569	1
H01-0098.a3	H01-0098	12/20/21 8:00	12/21/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A03-0344.a1	A03-0344	5/16/22 6:00	5/16/22 14:00	NA	NA	SuncrestES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
B01-0063.a3	B01-0063	11/8/21 7:00	11/9/21 7:00	NA	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	1603.95204	1603.95204	NA	NA	0.0320790408	1
C01-0042.a1	C01-0042	11/21/21 7:00	11/22/21 7:00	6.188	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	86881.79478375	86881.79478375	2035129333135.09	40702586.6627019	1.737635895675	1
M03-0003.a3	M03-0003	2/15/22 11:04	2/16/22 11:04	0.214	NA	ManningtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	3116.927330625	3116.927330625	2524953447.73693	2314347.79810901	2.85694530763061	1
G01-0060.a2	G01-0060	10/24/21 9:00	10/25/21 8:00	NA	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	50623.20917375	50623.20917375	NA	NA	6.19774842969515	1
L01-0044.a1	L01-0044	2/24/22 9:00	2/25/22 9:00	0.383	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	77114.584756875	77114.584756875	111801652668.972	198229880.618745	136.72798715758	1
O01-0019.a2	O01-0019	3/18/22 10:00	3/19/22 10:00	1.65	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
E02-0142.a2	E02-0142	6/9/22 8:00	6/10/22 8:00	0.072	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	61762.11679875	61762.11679875	16833235287.6833	7040248.97017284	25.8310818898996	1
E02-0093.a2	E02-0093	1/21/22 8:00	1/22/22 8:00	0.173	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2147456.610375	2147456.610375	1406317644853.98	588171327.835205	898.141618726474	1
B01-0147.a2	B01-0147	4/11/22 7:00	4/12/22 7:00	10.83	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	11463.83066625	11463.83066625	469971090794.427	9399421.81588855	0.229276613325	1
A02-0307.a2	A02-0307	1/24/22 9:00	1/26/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	370565.04804375	185282.524021875	NA	NA	NA	1
A03-0148.a2	A03-0148	12/13/21 6:00	12/13/21 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5438.495435625	16315.486306875	NA	NA	8.81441723764181	1
A02-0288.a2.a1	A02-0288	1/26/22 9:00	1/28/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	NA	1
L01-0159.a1	L01-0159	6/20/22 9:10	6/21/22 9:10	0.229	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	386266.8391125	386266.8391125	334838843396.87	593685892.547642	684.870282114362	1
M03-0086.a3	M03-0086	6/3/22 11:00	6/4/22 11:00	0.17	NA	ManningtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	3870.1476675	3870.1476675	2490516265.9453	2282783.01186554	3.54733975022915	1
M04-0021.a1	M04-0021	3/16/22 10:00	3/17/22 10:00	0.106	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
Q01-0053.a3	Q01-0053	6/25/22 8:00	6/26/22 8:00	0.287	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2235.592048125	2235.592048125	2428775526.03425	533210.872894456	0.490799571487377	1
D01-0029.a2.a2	D01-0029	4/11/22 7:19	4/12/22 7:19	1.25	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	15781.516790625	15781.516790625	74674389342.9997	4392611.13782351	0.928324517095588	1
A0215.a3	A0215	1/7/21 0:00	1/7/21 23:59	9.271	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A03-0267.a2	A03-0267	4/8/22 6:00	4/8/22 13:34	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
J01-0017.a1	J01-0017	3/29/22 7:30	3/30/22 7:30	0.122	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
M03-0026.a2	M03-0026	3/24/22 11:00	3/25/22 11:00	0.267	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
B01-0108.a3	B01-0108	3/23/22 7:00	3/24/22 7:00	7.16	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0217.a2	A02-0217	11/10/21 9:58	11/12/21 9:58	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	28505.23466625	14252.617333125	NA	NA	16.307342486413	1
A03-0107.a3	A03-0107	10/15/21 6:00	10/15/21 14:00	NA	NA	NorthES-01	Human	Internal Control	RNase P	ZooWVU	14932.045505625	44796.136516875	NA	NA	65.1106635419695	1
G01-0076.a1	G01-0076	1/18/22 9:00	1/19/22 8:00	0.86	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	628108.2892375	628108.2892375	2044776763279.77	250339956.327102	76.8986642063541	1
A02-0348.a3	A02-0348	2/12/22 9:00	2/14/22 9:00	NA	NA	OaklandE-02	Human	Internal Control	RNase P	ZooWVU	51558.332514375	25779.1662571875	NA	NA	29.906225356366	1
A1099.a1	A1099	7/25/21 0:00	7/25/21 23:55	6.52	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	11613.75	11613.75	286637491126.5	5931085.31547964	0.240310999834464	1
K01-0104.a2	K01-0104	6/9/22 6:20	6/10/22 6:20	7.602	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	94497.798091875	94497.798091875	2719333540869.48	56593830.1949944	1.96665552740635	1
D01-0056.a3	D01-0056	2/22/22 7:35	2/23/22 7:35	1.3	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	15597.396495	15597.396495	76755302865.9793	4515017.81564584	0.917493911470588	1
A02-0465.a3	A02-0465	4/23/22 9:00	4/25/22 9:00	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	11288.14776	5644.07388	NA	NA	NA	1
A04-0104.a3	A04-0104	6/28/22 8:00	6/29/22 8:00	0.497	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	13560.752295	13560.752295	25512504650.4729	12756252.3252365	6.7803761475	1
G01-0067.a3	G01-0067	11/2/21 9:00	11/3/21 8:00	NA	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	16203.95436625	16203.95436625	NA	NA	1.98383378626959	1
A01-0165.a3	A01-0165	1/30/22 0:00	1/31/22 0:00	8.4	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	112029.786414375	112029.786414375	3562260859843.05	73710082.3506673	2.31811344178064	1
E01-0125.a1	E01-0125	6/13/22 8:00	6/14/22 8:00	2.059	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	196811.209003125	196811.209003125	1533977893346.72	42610497.0374088	5.46697802786458	1
E01-0101.a1	E01-0101	4/27/22 9:00	4/28/22 9:00	1.909	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	73377.526425	73377.526425	530251518579.213	14729208.8494226	2.03826462291667	1
A1057.a4	A1057	5/26/21 0:00	5/26/21 23:55	7.093	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	240682.5	240682.5	6462304216911.23	133717600.912747	4.98018746896209	1
A01-0272.a3	A01-0272	6/11/22 0:00	6/12/22 0:00	7.2	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	6114.19171125	6114.19171125	166642001608.917	3448146.0356091	0.126514478382097	1
H01-0174.a1	H01-0174	3/31/22 8:00	4/1/22 8:00	2.1	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	19992.663751875	19992.663751875	158928901515.269	13244075.1262724	1.66605531265625	1
G01-0092.a2	G01-0092	2/1/22 9:00	2/2/22 8:00	0.866	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	417956.82736875	417956.82736875	1370131468068.69	167743813.426627	51.1700327336863	1
N02-0061.a3	N02-0061	5/4/22 7:00	5/5/22 7:00	9.32	NA	ClarksburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
O01-0084.a1	O01-0084	6/24/22 7:00	6/25/22 7:00	1.71	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	6541.3884	6541.3884	42342741378.1472	6974590.90399394	1.07748120573217	1
C01-0134.a3	C01-0134	3/23/22 7:00	3/24/22 7:00	10.435	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	26948.0916375	26948.0916375	1064469921026.09	21289398.4205217	0.53896183275	1
E02-0001.a1	E02-0001	11/2/21 8:00	11/3/21 8:00	NA	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	9562.5	9562.5	NA	NA	3.99937264742785	1
E02-0025.a1	E02-0025	12/20/21 8:00	12/21/21 8:00	0.119	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2558.793946875	2558.793946875	1152644019.13837	482076.126783091	1.07017730944166	1
N03-0011.a3	N03-0011	3/15/22 7:30	3/16/22 7:30	0.811	NA	SalemWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0065.a3	A02-0065	8/30/21 9:08	9/1/21 9:08	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	10866.61256375	5433.306281875	NA	NA	NA	1
G01-0143.a2	G01-0143	3/13/22 9:00	3/14/22 8:00	1.033	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
C01-0125.a2	C01-0125	2/9/22 7:00	2/10/22 7:00	12.235	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	74172.83894625	74172.83894625	3435277307781.04	68705546.1556208	1.483456778925	1
C01-0101.a2	C01-0101	1/6/22 7:00	1/7/22 7:00	11.117	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	25635.228414375	25635.228414375	1078792012361.72	21575840.2472345	0.5127045682875	1
B01-0140.a3	B01-0140	5/16/22 7:00	5/17/22 7:00	11	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A04-0013.a1	A04-0013	2/10/22 9:00	2/11/22 9:00	0.74	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	340242.539128125	340242.539128125	953088557430.337	476544278.715168	170.121269564062	1
A02-0300.a3	A02-0300	1/19/22 9:00	1/21/22 9:00	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	68166.744125	34083.3720625	NA	NA	NA	1
H01-0258.a2	H01-0258	6/21/22 8:00	6/22/22 8:00	1.6	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	86551.026099375	86551.026099375	524209791530.936	43684149.2942447	7.21258550828125	1
A01-0205.a2	A01-0205	3/19/22 0:00	3/20/22 0:00	8.6	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	44530.506826875	44530.506826875	1449669542288.68	29996472.899534	0.921422505108322	1
S01-0042.a2	S01-0042	3/28/22 6:00	3/29/22 6:00	0.799	NA	FollansbeeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	8953.273040625	8953.273040625	27079555631.2691	4186696.91268848	1.38424134827226	1
O01-0097.a1	O01-0097	6/1/22 6:30	6/2/22 6:30	1.73	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	42209.34189	42209.34189	276418820249.017	45531019.6424011	6.95261767254159	1
L01-0132.a3	L01-0132	5/29/22 9:00	5/30/22 9:00	0.273	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	7290.0590325	7290.0590325	7533670424.88492	13357571.6753279	12.9256365824468	1
A01-0221.a2	A01-0221	4/7/22 0:00	4/7/22 0:00	18.4	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	4664.118195	4664.118195	324863033680.243	6722045.88810303	0.0965096464782321	1
A02-0299.a1	A02-0299	1/19/22 9:00	1/21/22 9:00	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N1	ZooWVU	1952824.144375	976412.0721875	NA	NA	1722.06714671517	1
A02-0432.a2	A02-0432	3/30/22 9:00	4/1/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2943.96556875	1471.982784375	NA	NA	1.68419082880435	1
A03-0260.a3	A03-0260	3/23/22 6:00	3/23/22 14:00	NA	NA	SuncrestES-01	Human	Internal Control	RNase P	ZooWVU	20862.74385	62588.23155	NA	NA	121.530546699029	1
A01-0132.a2	A01-0132	12/22/21 0:00	12/22/21 23:59	6.9	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	48160.60872	48160.60872	1257922783997.95	26028860.7845959	0.996536349942062	1
A01-0056.a1	A01-0056	10/5/21 0:00	10/5/21 23:55	7.802	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	105575.1663425	105575.1663425	3118032555892.44	64518137.6405487	2.1845548407238	1
N03-0120.a2	N03-0120	6/12/22 7:30	6/13/22 7:30	0.37623	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	95130.125739375	95130.125739375	135482879509.166	73115423.3724588	51.3384380676605	1
A0036.a3	A0036	12/8/20 12:00	12/8/20 11:59	7.104	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
E02-0058.a2	E02-0058	3/21/22 8:00	3/22/22 8:00	0.117	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
R01-0073.a1	R01-0073	6/14/22 9:00	6/15/22 8:30	0.194	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
H01-0201.a1	H01-0201	4/26/22 8:00	4/27/22 8:00	1.8	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	11968.8054225	11968.8054225	81552304321.8943	6796025.36015786	0.997400451875	1
H01-0225.a1	H01-0225	5/20/22 8:00	5/21/22 8:00	2.3	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	116047.7131725	116047.7131725	1010362800016.72	84196900.0013934	9.670642764375	1
C01-0185.a3	C01-0185	5/29/22 7:00	5/30/22 7:00	6.752	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
C01-0158.a1	C01-0158	4/20/22 7:00	4/21/22 7:00	10.036	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1576302.01588125	1576302.01588125	59884304318272.1	1197686086.36544	31.526040317625	1
A01-0281.a3	A01-0281	5/23/22 0:00	5/24/22 0:00	7.2	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	451181.58658125	451181.58658125	12296932485555.8	254447369.755749	9.33582160613413	1
D01-0044.a2	D01-0044	4/26/22 7:30	4/27/22 7:30	1.28	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	494101.6906125	494101.6906125	2394083175246.67	140828422.073334	29.0648053301471	1
A02-0156.a1	A02-0156	8/10/21 9:00	8/11/21 9:00	NA	NA	TowersBB-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
O01-0035.a1	O01-0035	3/15/22 6:15	3/16/22 6:15	1.69	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	6539.517125625	6539.517125625	41835533453.0455	6891044.8777871	1.07717297407758	1
H01-0053.a3	H01-0053	12/25/21 8:00	12/26/21 8:00	2.6	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	5281.55323875	5281.55323875	51981395558.2913	4331782.96319094	0.4401294365625	1
A02-0032.a2	A02-0032	8/23/21 10:11	8/23/21 10:11	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	4016.38670125	2008.193350625	NA	NA	3.54178721450617	1
A02-0531.a3	A02-0531	5/16/22 9:00	5/18/22 9:00	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	4299.08342625	2149.541713125	NA	NA	NA	1
A03-0136.a1	A03-0136	12/20/21 6:00	12/20/21 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A02-0210.a3	A02-0210	11/3/21 11:22	11/5/21 11:22	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	24153.29502	12076.64751	NA	NA	NA	1
A03-0052.a2	A03-0052	10/25/21 6:00	10/25/21 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
N02-0074.a2	N02-0074	4/21/22 7:00	4/22/22 7:00	11.238	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5611.053174375	5611.053174375	238696657322.561	9008100.88771079	0.211753837058457	1
A03-0100.a2	A03-0100	3/28/22 6:00	3/28/22 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5268.60625875	15805.81877625	NA	NA	21.7711002427686	1
L01-0165.a2	L01-0165	6/17/22 9:00	6/18/22 9:00	0.321	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
D01-0040.a1	D01-0040	6/19/22 7:40	6/20/22 7:40	1.25	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	772960.26373125	772960.26373125	3657464389913.64	215144964.112567	45.4682508077206	1
H01-0012.a2	H01-0012	10/9/21 8:00	10/10/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	12951.13131375	12951.13131375	NA	NA	1.0792609428125	1
E01-0123.a1	E01-0123	6/8/22 8:00	6/9/22 8:00	2.029	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	370060.18479375	370060.18479375	2842283104439.7	78952308.4566584	10.2794495776042	1
A02-0147.a2	A02-0147	10/6/21 9:18	10/8/21 9:18	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	54447.79008125	27223.895040625	NA	NA	NA	1
A02-0463.a3	A02-0463	4/20/22 9:00	4/22/22 8:18	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	10427.10918	5213.55459	NA	NA	NA	1
A03-0308.a2	A03-0308	4/25/22 6:00	4/25/22 14:00	NA	NA	SuncrestES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A01-0163.a3	A01-0163	1/28/22 0:00	1/29/22 0:00	8.5	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	22988.4441375	22988.4441375	739675833741.538	15305326.8031273	0.47567547048295	1
A03-0013.a3	A03-0013	9/29/21 6:00	9/29/21 14:00	NA	NA	SuncrestES-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
N03-0124.a1	N03-0124	6/16/22 7:30	6/17/22 7:30	0.60314	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	186467.559721875	186467.559721875	425730087506.945	229751801.137045	100.630091593025	1
A01-0286.a2	A01-0286	6/21/22 0:00	6/22/22 0:00	8.2	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	268993.0996875	268993.0996875	8349643189802.08	172770302.718964	5.56598865435151	1
