"capacity_mgd","concentration_method","county_names","dashboard_ignore","epaid","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","major_lab_method","major_lab_method_desc","ntc_amplify","num_no_target_control","other_jurisdiction","pasteurized","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","pretreatment","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","site_id","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","4.753","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","15815.9458637237","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2026-02-09","06:03","K01-0464","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2026-02-18","WV","Parkersburg WWTP","26101"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.181","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2622","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2022-04-28","09:00","R01-0029","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-05","WV","Huttonsville WWTP","26273"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","9.1","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","4517.04245992004","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2024-12-20","12:00","A01-1125","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-01-14","WV","Star City WWTP","26505"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","3.689","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","10831.0539275408","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2024-11-04","06:02","K01-0507","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-11-09","WV","Parkersburg WWTP","26101"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","4.969","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","562649.10935625","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2023-05-10","07:00","K01-0287","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-19","WV","Parkersburg WWTP","26101"
"0.125","ceres nanotrap","54049","","WV0021865","thermo magmax microbiome ultra nucleic acid isolation kit","0.103","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","26824.961128125","copies/L wastewater","ddPCR","610","no","rna","-1","","","","WV","2022-06-13","13:04","M04-0095","wwtp","","raw wastewater","24-hr time-weighted composite","54049-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-23","WV","Farmington WWTP","26571"
"0.15","ceres nanotrap","54077","","WV0086665","thermo magmax microbiome ultra nucleic acid isolation kit","0.235","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","4153.81180588157","copies/L wastewater","ddPCR","700","no","rna","-1","","","","WV","2025-04-27","07:00","J01-0531","wwtp","","raw wastewater","24-hr time-weighted composite","54077-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-05-06","WV","Alpine Lake","26764"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.699","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","44649.328884375","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2022-02-21","08:00","A04-0020","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-24","WV","Cheat Lake WWTP","26508"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","1.386","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","2183","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2025-06-15","08:00","A04-0695","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-06-23","WV","Cheat Lake WWTP","26508"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","13.253","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2937.569064375","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-03-24","07:00","C01-0133","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-03-30","WV","Wheeling WWTP","26003"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.204","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","3770615.101125","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2023-08-30","09:00","R01-0392","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-09-14","WV","Huttonsville WWTP","26273"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.529","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","839356.1697375","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2022-10-13","08:00","A04-0161","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-10-18","WV","Cheat Lake WWTP","26508"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","0.65","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","62651.26728","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2023-08-02","07:00","O01-0414","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-08-14","WV","Grafton WWTP","26354"
"1.6","ceres nanotrap","54009","","WV0020273","thermo magmax microbiome ultra nucleic acid isolation kit","0.762","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","41263.49621625","copies/L wastewater","ddPCR","6468","no","rna","-1","","","","WV","2022-05-17","06:00","S01-0020","wwtp","","raw wastewater","24-hr time-weighted composite","54009-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-20","WV","Follansbee WWTP","26037"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","6.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","1816","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2024-08-11","12:00","A01-0965","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-08-16","WV","Star City WWTP","26505"
"0.525","ceres nanotrap","54073","","WV0020168","thermo magmax microbiome ultra nucleic acid isolation kit","0.196","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","131246.2122675","copies/L wastewater","ddPCR","2892","no","rna","-1","","","","WV","2022-01-31","09:05","P01-0014","wwtp","","raw wastewater","24-hr time-weighted composite","54073-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-16","WV","St Marys WWTP","26170"
"14","ceres nanotrap","54039","","WVR030006","thermo magmax microbiome ultra nucleic acid isolation kit","6.9","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","760676.86561875","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2023-04-24","07:00","B01-0479","wwtp","","raw wastewater","24-hr flow-weighted composite","54039-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-02","WV","Charleston WWTP","25312"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","6.50","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","174","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2024-07-16","07:00","C01-0692","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-07-26","WV","Wheeling WWTP","26003"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","6.399","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","247219.682334375","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-01-31","07:00","C01-0118","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-10","WV","Wheeling WWTP","26003"
"0.4","ceres nanotrap","54033","","WV0020257","thermo magmax microbiome ultra nucleic acid isolation kit","5.2813","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","96087.0216825","copies/L wastewater","ddPCR","1853","no","rna","-1","","","","WV","2022-02-14","07:03","N03-0049","wwtp","","raw wastewater","24-hr time-weighted composite","54033-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-22","WV","Salem WWTP","26426"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","7.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","126693.099886179","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2024-10-07","12:00","A01-1064","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-10-11","WV","Star City WWTP","26505"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","7.507","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","142514.32032375","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2023-04-09","07:00","C01-0391","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-04-21","WV","Wheeling WWTP","26003"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","5.873","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","640","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2023-06-15","07:00","C01-0445","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-07-03","WV","Wheeling WWTP","26003"
"2.25","","54037","","WV0022349","","1.32","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","1249","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2026-03-09","07:00","D01-1014","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2026-03-12","WV","CharlesTown WWTP","25414"
"0.7","ceres nanotrap","54053","","WV0022039","thermo magmax microbiome ultra nucleic acid isolation kit","0.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","243703.034520149","copies/L wastewater","ddPCR","5515","no","rna","-1","","","","WV","2025-09-01","07:00","T01-0320","wwtp","","raw wastewater","24-hr time-weighted composite","54053-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-09-08","WV","Point Pleasant WWTP","25550"
